trx_id,timestamp,source_id,target_id,amount,channel,status,description,ref_number
T023288,2026-05-25 09:54:27,M0001,M0306,8561801.0,transfer,success,Pembelian stok,REF01998133
T027734,2025-12-19 05:03:01,C00521,M0134,32497.0,EDC,success,,REF22237799
T003649,2025-10-01 14:43:17,M0404,M0135,8660591.0,QRIS,success,,REF68944167
T001484,2025-12-04 11:37:08,M0291,M0313,466598.0,transfer,success,,REF12470429
T026327,2026-05-13 04:45:43,M0081,M0034,21925625.0,EDC,success,Pembayaran bulanan,REF32905718
T040702,2025-07-28 03:05:36,C01364,M0185,239556.0,QRIS,success,,REF76461566
T033856,2025-11-14 00:13:20,C00303,M0029,280071.0,QRIS,failed,,REF71777869
T008869,2026-05-12 09:59:17,M0198,M0164,1602499.0,transfer,success,Pelunasan,REF47821182
T005072,2026-03-28 20:14:14,M0107,M0101,713830.0,transfer,success,Pelunasan,REF07922891
T020294,2026-02-16 00:10:01,M0247,M0263,14396019.0,QRIS,success,Pembayaran bahan,REF78075703
T025908,2025-11-10 02:22:12,M0003,M0035,996003.0,QRIS,success,Bayar tagihan,REF07294487
T003585,2025-07-16 14:33:37,M0121,M0131,3900793.0,EDC,success,,REF13970129
T008102,2025-08-30 07:39:25,M0197,M0182,763724.0,transfer,success,,REF33572359
T029880,2026-03-07 13:32:59,C00041,M0178,96436.0,QRIS,success,,REF22125732
T043814,2026-04-08 11:04:20,C01468,M0118,184457.0,EDC,success,,REF38730246
T015824,2025-09-27 22:32:45,M0079,M0002,2897709.0,transfer,success,Bayar tagihan,REF88621515
T020218,2025-07-02 12:01:30,M0080,M0114,1018867.0,EDC,success,,REF80198695
T028841,2026-03-05 18:15:42,C01719,M0225,76577.0,QRIS,success,,REF92283418
T002034,2026-01-19 09:39:02,M0348,M0364,4772198.0,QRIS,success,,REF93107386
T033908,2025-10-22 07:48:18,C00555,M0233,32401.0,EDC,success,,REF91487132
T007588,2025-07-31 19:39:17,M0209,M0401,8330987.0,transfer,success,Pembelian stok,REF46357730
T029383,2025-07-12 21:31:03,C00284,M0097,33246.0,QRIS,success,,REF69239192
T034455,2025-11-29 04:32:21,C01308,M0236,350464.0,QRIS,failed,,REF28322901
T038210,2025-10-11 18:30:08,C00061,M0026,19045.0,QRIS,success,,REF74481777
T028533,2025-08-20 21:20:29,C01445,M0386,176367.0,QRIS,success,,REF28429735
T029296,2026-04-17 03:10:39,C00829,M0041,69722.0,QRIS,success,,REF82525525
T007931,2025-08-22 14:48:25,M0220,M0223,754802.0,QRIS,success,Payment invoice,REF25172875
T040119,2026-02-01 21:14:21,C01100,M0003,415849.0,QRIS,success,,REF90990870
T009849,2025-11-28 20:33:40,M0372,M0342,7018722.0,transfer,success,Pelunasan,REF46315031
T006206,2026-03-10 00:45:45,M0157,M0169,13978568.0,,success,Payment invoice,REF79079965
T003074,2025-10-14 08:33:41,M0200,M0165,1357782.0,transfer,success,Bayar tagihan,REF29026797
T035531,2026-01-30 23:43:28,C01827,M0237,28287.0,EDC,success,,REF80866785
T013586,2025-09-03 12:19:21,M0143,M0164,1032746.0,transfer,success,Pembayaran bulanan,REF17381333
T038944,2025-11-06 19:20:21,C00910,M0338,41398.0,QRIS,success,,REF76924408
T039244,2026-05-14 01:00:20,C00909,M0016,157388.0,EDC,success,,REF11976223
T018143,2026-01-18 13:56:24,M0368,M0342,17971292.0,transfer,success,Bayar supplier,REF46737820
T035254,2026-02-01 16:29:43,C00657,M0105,58535.0,QRIS,success,,REF55160590
T014660,2026-04-26 03:51:14,M0213,M0252,9150850.0,transfer,success,,REF32053849
T039808,2026-01-10 01:46:13,C00345,M0229,32808.0,EDC,success,,REF68152052
T024315,2026-06-17 18:14:08,M0392,M0387,14386889.0,QRIS,success,,REF19801086
T043777,2025-07-22 04:22:35,C01944,M0074,29016.0,QRIS,success,,REF50358026
T045837,2025-08-03 21:38:44,C01328,M0194,13443.0,QRIS,success,,REF66295871
T018238,2025-11-30 10:17:22,M0073,M0069,1340611.0,transfer,success,Transfer pembayaran,REF13179113
T026291,2025-12-04 13:39:32,M0181,M0135,1843217.0,transfer,success,DP pembelian,REF84776085
T045337,2025-08-24 12:30:27,M0153,M0140,714825.0,,success,Pembelian stok,REF76634402
T020095,2026-06-03 16:16:15,M0291,M0332,1621996.0,transfer,success,Pembelian stok,REF51990106
T022552,2026-01-07 01:23:07,M0265,M0219,2195109.0,transfer,success,DP pembelian,REF81043132
T017482,2026-01-06 16:00:18,M0372,M0305,11801756.0,transfer,success,Bayar tagihan,REF89278206
T005080,2026-03-23 08:41:44,M0368,M0387,12315605.0,EDC,success,DP pembelian,REF63998342
T038456,2025-11-14 01:35:18,C00865,M0112,98975.0,QRIS,success,,REF50272395
T002422,2025-08-01 23:44:11,M0323,M0287,5012403.0,transfer,success,Bayar supplier,REF70630589
T009639,2025-09-05 07:33:41,M0188,M0140,10368871.0,transfer,success,Pembayaran bahan,REF90396102
T010515,2026-03-16 03:59:14,M0288,M0313,7834772.0,transfer,success,,REF55958395
T001941,2026-06-14 20:38:19,M0378,M0342,5111103.0,transfer,success,Pelunasan,REF34774235
T011696,2025-07-30 22:24:28,M0367,M0387,7932369.0,EDC,success,DP pembelian,REF54217595
T041203,2025-09-15 10:46:48,C00215,M0345,95968.0,QRIS,success,,REF81515674
T035115,2025-08-26 09:23:04,C01874,M0156,644385.0,QRIS,success,,REF50450477
T011113,2025-11-24 22:28:34,M0232,M0227,947434.0,QRIS,success,Payment invoice,REF49978384
T003347,2026-02-22 12:02:04,M0268,M0231,17165967.0,,success,,REF55334135
T034025,2025-09-18 17:40:02,C01725,M0378,54079.0,QRIS,success,,REF75003350
T031015,2026-01-14 19:54:06,C00495,M0298,484259.0,QRIS,success,,REF10036121
T016783,2026-06-04 18:05:11,M0236,M0212,2143584.0,EDC,success,DP pembelian,REF10342671
T001696,2026-06-10 10:34:21,M0037,M0101,10419082.0,transfer,success,Pembelian stok,REF32427792
T010913,2025-08-10 21:19:41,M0402,M0140,1420493.0,EDC,success,,REF93473147
T010983,2026-05-30 15:14:31,M0270,M0027,927455.0,QRIS,success,,REF06659892
T042296,2026-02-22 22:56:13,C00227,M0178,524050.0,EDC,success,,REF61010524
T017627,2026-04-03 21:30:10,M0163,M0131,829365.0,transfer,success,Pembelian stok,REF08700214
T029780,2025-10-03 20:03:37,C01550,M0066,191914.0,QRIS,success,,REF77109355
T006519,2026-03-15 02:15:49,M0047,M0035,18412203.0,QRIS,success,,REF58502368
T022828,2025-07-24 19:30:31,M0196,M0151,11222681.0,transfer,success,Pembayaran bahan,REF56808764
T045585,2025-11-10 04:46:10,M0071,M0076,663678.0,transfer,success,Bayar tagihan,REF76282514
T007878,2026-04-15 05:04:24,M0153,M0140,6614279.0,transfer,success,Bayar tagihan,REF81172341
T018716,2026-01-06 19:15:51,M0126,M0140,6192563.0,transfer,success,DP pembelian,REF18195134
T015501,2025-12-28 01:03:37,M0154,M0182,1764416.0,QRIS,success,Bayar supplier,REF88499896
T030734,2026-05-30 12:43:23,C01579,M0267,179874.0,QRIS,success,,REF94820451
T030769,2025-07-28 14:47:01,C01774,M0180,575621.0,QRIS,success,,REF20468367
T022204,2025-12-02 00:58:49,M0174,M0140,448480.0,transfer,success,Pembayaran bulanan,REF92696204
T005858,2025-08-14 18:38:44,M0090,M0069,,transfer,failed,Bayar supplier,REF28136084
T019818,2026-01-11 03:25:54,M0254,M0223,2970621.0,transfer,success,,REF20114273
T004282,2025-08-29 17:25:39,M0228,M0206,13404288.0,transfer,success,Pelunasan,REF20519220
T001327,2026-02-21 05:15:28,M0280,M0231,1720776.0,QRIS,success,,REF55982650
T044364,2025-11-18 12:38:16,C00601,M0089,98044.0,EDC,success,,REF64960202
T029983,2025-11-17 14:34:46,C01164,M0089,49898.0,QRIS,success,,REF54120952
T038047,2025-12-21 20:18:11,C00797,M0093,61852.0,QRIS,success,,REF05552297
T000357,2025-09-30 15:36:21,M0247,M0231,11957595.0,transfer,success,Pelunasan,REF16383196
T007203,2026-05-01 17:37:53,M0232,M0252,177954900.0,transfer,failed,Pembayaran bulanan,REF89122141
T027540,2025-12-08 01:21:06,C00314,M0022,73593.0,EDC,success,,REF91732945
T010469,2025-11-07 19:46:28,M0353,M0363,9673573.0,transfer,success,,REF85164036
T010038,2025-10-20 23:58:51,M0316,M0292,2087720.0,QRIS,success,DP pembelian,REF26011831
T009365,2025-11-26 18:09:30,M0174,M0160,708158.0,EDC,success,Transfer pembayaran,REF30931283
T039816,2026-01-23 01:19:44,C00571,M0143,475768.0,QRIS,success,,REF38469120
T036127,2025-07-18 01:04:28,C00338,M0061,149434.0,EDC,success,,REF89507401
T015502,2026-04-17 21:53:23,M0236,M0231,7814698.0,QRIS,success,Pembayaran bahan,REF24953596
T034108,2025-11-09 23:37:37,C01908,M0017,95905.0,QRIS,success,,REF41742681
T015531,2025-12-15 01:19:48,M0003,M0015,708609.0,transfer,success,Bayar supplier,REF05579790
T005778,2026-02-17 18:43:04,M0249,M0223,10453281.0,QRIS,success,,REF30006133
T001784,2026-01-08 12:16:32,M0181,M0139,501651.0,transfer,success,,REF06907961
T015381,2026-05-02 21:26:01,M0209,M0231,6686728.0,QRIS,success,DP pembelian,REF86198557
T017639,2025-10-09 00:38:17,M0279,M0205,5497986.0,transfer,success,,REF89638994
T030229,2026-04-29 01:39:56,C00381,M0023,293185.0,QRIS,success,,REF87168495
T005348,2025-09-27 22:28:16,M0228,M0206,14924435.0,QRIS,success,,REF22460700
T007419,2026-05-13 16:59:13,M0133,M0132,18421426.0,QRIS,success,,REF42363278
T010208,2026-05-13 12:40:36,M0374,M0343,5417922.0,transfer,success,Transfer pembayaran,REF56236907
T026845,2025-08-25 10:48:54,M0402,M0131,620512.0,transfer,success,Bayar tagihan,REF35033267
T002827,2025-07-24 03:48:47,M0229,M0263,644288.0,transfer,success,,REF34843643
T026017,2026-03-22 05:30:27,M0154,M0164,14228831.0,transfer,success,,REF64368746
T045202,2026-03-08 19:17:20,C00160,M0130,20752.0,transfer,success,,REF49398018
T006989,2025-08-02 17:17:49,M0193,M0182,571396.0,QRIS,success,Bayar supplier,REF23855054
T029285,2026-01-27 20:27:50,C00480,M0103,166035.0,EDC,success,,REF38923254
T026242,2025-11-24 04:55:56,M0209,M0231,6773901.0,transfer,success,Pembayaran bahan,REF68547337
T026565,2025-10-02 22:50:00,M0119,M0004,18217241.0,transfer,success,,REF71711243
T032103,2025-09-16 14:46:56,C00477,M0300,14336.0,transfer,failed,,REF77464696
T036174,2026-04-07 07:01:26,C00046,M0091,119253.0,QRIS,success,,REF67270018
T045119,2026-06-30 03:29:49,M0362,M0387,12640160.0,transfer,success,Bayar tagihan,REF18513650
T026443,2025-07-11 03:04:49,M0180,M0192,14123871.0,transfer,pending,Transfer pembayaran,REF14286255
T010243,2025-09-04 13:12:26,M0142,M0160,5742846.0,transfer,failed,DP pembelian,REF15052016
T014063,2025-09-15 21:31:01,M0275,M0243,6279740.0,transfer,success,Pelunasan,REF08552196
T016396,2025-09-05 19:26:08,M0220,M0223,5790212.0,QRIS,success,Bayar supplier,REF25114042
T035389,2026-06-01 06:27:20,C00053,M0203,53720.0,QRIS,success,,REF71794029
T032330,2025-07-21 20:57:04,C01600,M0241,178642.0,QRIS,success,,REF67929493
T002059,2025-10-25 21:05:18,M0005,M0002,2097031.0,transfer,success,,REF70147463
T006464,2025-08-24 16:16:28,M0405,M0276,1763944.0,transfer,success,Transfer pembayaran,REF66820016
T029439,2025-11-28 11:34:50,C00649,M0337,356326.0,transfer,success,,REF78644868
T011330,2026-05-26 20:06:52,M0303,M0086,2284013.0,transfer,success,,REF16078915
T011732,2026-02-02 08:51:20,M0161,M0182,700671.0,QRIS,success,DP pembelian,REF06216348
T007463,2025-10-04 10:47:05,M0408,M0127,607557.0,transfer,success,,REF72147092
T025072,2025-11-25 22:27:03,M0367,M0301,16142004.0,EDC,success,,REF18251145
T026087,2025-10-14 20:48:11,M0352,M0075,15748060.0,transfer,success,Pembayaran bahan,REF17903766
T023530,2026-06-29 13:58:26,M0173,M0139,660632.0,QRIS,success,Pembayaran bahan,REF23230870
T042794,2025-11-30 14:13:43,C00931,M0079,69731.0,EDC,success,,REF33105416
T015246,2026-05-25 08:57:34,M0152,M0192,496917.0,transfer,success,Transfer pembayaran,REF12383340
T037018,2025-09-08 09:20:33,C01733,M0281,,QRIS,failed,,REF71073533
T010663,2025-07-17 07:42:04,M0366,M0342,3205024.0,transfer,failed,Pembayaran bulanan,REF28847056
T042202,2025-10-03 22:42:58,C01518,M0226,76229.0,EDC,success,,REF14122190
T005563,2025-12-30 15:58:39,M0124,M0151,1561862.0,transfer,success,Bayar supplier,REF63533381
T003711,2026-06-04 10:14:21,M0023,M0035,,EDC,pending,Pembelian stok,REF28423983
T031288,2025-10-20 01:05:48,C01511,M0170,45012.0,QRIS,success,,REF74158750
T031585,2026-04-28 17:40:33,C00513,M0304,457760.0,QRIS,success,,REF80105809
T016185,2025-12-31 04:46:53,M0185,M0139,2273170.0,QRIS,success,Pembelian stok,REF85982466
T044734,2026-06-03 16:20:22,C00500,M0220,174615.0,EDC,success,,REF83025330
T039957,2025-10-26 12:30:05,C00960,M0378,15237.0,QRIS,success,,REF74789262
T010310,2026-03-27 17:08:33,M0393,M0342,4003372.0,EDC,success,DP pembelian,REF76093416
T011604,2026-03-25 17:26:42,M0300,M0292,2408982.0,transfer,success,Pembayaran bahan,REF72129681
T025645,2025-11-27 07:22:10,M0241,M0262,1071091.0,transfer,success,,REF04943145
T010911,2026-01-11 19:27:23,M0254,M0201,2839807.0,transfer,success,,REF15763799
T031149,2026-01-16 14:33:47,C01392,M0167,48413.0,EDC,success,,REF73893724
T039894,2025-09-29 10:21:35,C01683,M0392,49718.0,QRIS,success,,REF94533171
T004663,2025-07-19 00:57:08,M0196,M0127,7137384.0,transfer,success,,REF53818404
T043932,2025-07-26 05:48:44,C01173,M0333,152702.0,EDC,success,,REF45992841
T026474,2026-02-27 10:34:28,M0053,M0069,14837394.0,transfer,success,,REF70953897
T037300,2025-11-12 11:57:35,C00993,M0214,192127.0,EDC,success,,REF48357366
T043103,2025-07-20 06:11:34,C00853,M0210,69531.0,EDC,success,,REF52790117
T036741,2025-12-06 08:10:37,C00196,M0130,148843.0,EDC,success,,REF92365419
T002363,2026-02-02 11:22:20,M0248,M0263,,transfer,pending,DP pembelian,REF14715637
T020562,2026-06-08 06:28:20,M0156,M0176,557072.0,transfer,success,,REF69298977
T028301,2025-10-22 00:41:07,C01922,M0273,78934.0,transfer,success,,REF64064375
T037900,2025-07-07 09:51:17,C00782,M0228,23461.0,transfer,success,,REF46168401
T036040,2026-02-10 20:20:15,C00984,M0055,69077.0,transfer,success,,REF16301222
T004231,2025-09-14 21:33:33,M0284,M0287,8045381.0,transfer,success,Pembayaran bulanan,REF15256515
T011920,2026-02-07 18:31:46,M0372,M0376,918339.0,QRIS,success,,REF21050430
T040114,2025-07-07 23:25:14,C01266,M0247,394473.0,EDC,success,,REF89292465
T020600,2026-06-24 23:56:24,M0367,M0301,11604663.0,transfer,success,Payment invoice,REF78760033
T004678,2025-11-10 11:27:22,M0157,M0182,2741420.0,transfer,success,,REF61283266
T021277,2026-03-15 14:27:16,M0012,M0043,2787537.0,transfer,success,,REF09914053
T031804,2026-06-03 00:03:05,C01414,M0318,107974.0,EDC,success,,REF14271882
T043386,2026-02-10 01:26:34,C01065,M0408,45650.0,EDC,success,,REF59637369
T012951,2025-11-04 10:15:11,M0265,M0219,1662683.0,transfer,success,Transfer pembayaran,REF10401703
T011143,2026-06-18 12:35:16,M0324,M0308,502683.0,QRIS,success,,REF51016694
T035709,2026-02-27 02:21:42,C01262,M0397,548592.0,QRIS,success,,REF57467646
T014112,2025-12-04 11:00:04,M0362,M0387,9191424.0,transfer,success,Pembelian stok,REF78863381
T020236,2026-05-05 12:08:44,M0270,M0202,-727012.0,QRIS,success,Pengembalian,REF67088465
T000783,2025-09-03 08:45:20,M0050,M0035,659415.0,transfer,success,Bayar supplier,REF25352311
T025824,2025-09-27 12:37:27,M0351,M0344,2798419.0,transfer,success,,REF33038594
T014836,2026-04-20 22:17:59,M0368,M0387,1193961.0,transfer,success,Pelunasan,REF85639454
T003959,2026-06-26 16:59:01,M0189,M0131,5791042.0,EDC,success,Payment invoice,REF34224702
T039515,2025-12-25 02:35:08,C01983,M0397,619583.0,transfer,success,,REF90590842
T037032,2025-09-20 08:42:56,C00341,M0103,36850.0,EDC,success,,REF19547762
T031542,2025-10-09 03:58:59,C01701,M0348,146301.0,QRIS,success,,REF57328978
T027449,2025-08-14 06:44:39,C01256,M0368,37577.0,QRIS,success,,REF15728826
T007967,2025-12-19 10:48:03,M0394,M0369,10767366.0,transfer,success,Bayar tagihan,REF56562537
T020106,2026-04-15 08:10:08,M0228,M0244,2129631.0,QRIS,success,Bayar supplier,REF87767096
T017226,2026-03-18 21:48:16,M0037,M0076,882203.0,QRIS,success,Pelunasan,REF48038520
T034898,2026-02-14 11:20:07,C01230,M0317,32226.0,EDC,success,,REF51144137
T040492,2025-09-05 11:47:58,C00869,M0010,48721.0,EDC,success,,REF55400664
T001467,2026-04-26 04:32:36,M0188,M0191,2857869.0,transfer,success,Pembelian stok,REF44867184
T008357,2025-12-02 08:17:32,M0372,M0376,11783287.0,QRIS,success,Transfer pembayaran,REF95575520
T026352,2025-12-11 05:41:03,M0175,M0165,1676579.0,transfer,success,,REF18619603
T033533,2026-05-15 07:54:56,C01514,M0274,35214.0,QRIS,success,,REF11532619
T038828,2026-06-19 21:58:31,C00032,M0384,-16507.0,QRIS,success,Refund,REF70712013
T018863,2025-08-08 16:01:48,M0356,M0358,9404471.0,EDC,success,Pembayaran bulanan,REF71231700
T019138,2025-07-26 11:31:10,M0396,M0341,1757107.0,EDC,failed,Bayar supplier,REF90927922
T043402,2026-06-10 21:04:34,C00775,M0309,406687.0,EDC,success,,REF46838583
T015274,2025-11-21 11:57:51,M0408,M0131,12522255.0,transfer,success,,REF85976047
T043781,2026-04-27 17:45:09,C00501,M0103,16184.0,QRIS,success,,REF78376777
T038249,2026-04-11 22:58:15,C01847,M0003,638875.0,QRIS,success,,REF59405632
T036936,2025-08-20 23:10:58,C00231,M0356,156412.0,EDC,success,,REF52198228
T003754,2026-05-21 19:24:52,M0189,M0135,6213801.0,QRIS,success,Pelunasan,REF18374750
T018443,2026-02-15 11:55:19,M0318,M0286,10928416.0,transfer,success,Pelunasan,REF45965364
T031304,2026-04-16 16:53:05,C00560,M0288,242214.0,QRIS,success,,REF53396563
T025171,2026-05-11 11:44:59,M0142,M0179,,,failed,,REF86438421
T018046,2026-03-24 04:18:39,M0203,M0207,5810139.0,transfer,success,Pembayaran bulanan,REF50036226
T039850,2026-04-10 09:14:37,C00531,M0016,287175.0,QRIS,success,,REF65275106
T039119,2025-10-01 19:56:29,C00568,M0235,59067.0,transfer,success,,REF88303551
T000208,2026-06-16 12:20:53,M0099,M0304,14340717.0,EDC,success,DP pembelian,REF12798677
T033955,2025-11-30 02:54:14,C01233,M0049,362323.0,QRIS,success,,REF87630839
T002908,2025-12-01 07:04:20,M0260,M0256,12107910.0,transfer,success,Payment invoice,REF51998170
T003062,2025-09-11 11:15:50,M0023,M0035,474628.0,QRIS,success,Pembayaran bulanan,REF09861940
T013148,2026-03-28 07:11:28,M0057,M0035,9926274.0,QRIS,success,,REF75009343
T035164,2026-06-25 16:26:17,C00459,M0115,314912.0,transfer,success,,REF06879920
T016980,2025-11-17 08:15:16,M0334,M0339,948020.0,EDC,success,Transfer pembayaran,REF69157779
T031090,2026-06-09 00:42:29,C01415,M0324,57757.0,EDC,success,,REF18172214
T020122,2025-10-30 05:45:59,M0008,M0035,19470202.0,QRIS,success,,REF40101054
T003045,2025-09-30 06:32:06,M0056,M0002,508702.0,transfer,success,Transfer pembayaran,REF27041146
T038084,2025-10-16 00:01:58,C01399,M0274,15917.0,EDC,success,,REF92875389
T043305,2025-08-22 08:18:31,C00658,M0353,37489.0,EDC,success,,REF19357427
T028021,2025-08-09 00:46:01,C01749,M0183,45492.0,QRIS,success,,REF97316363
T017324,2025-10-25 12:34:23,M0152,M0158,12355767.0,transfer,pending,Payment invoice,REF28491343
T045624,2025-12-16 07:13:45,M0106,M0069,2949110.0,QRIS,success,Pembayaran bahan,REF86247421
T005091,2025-11-14 05:35:57,M0170,M0166,1405764.0,EDC,success,Pembayaran bahan,REF07299940
T011960,2025-09-05 02:51:19,M0092,M0043,11267837.0,transfer,success,,REF10931728
T036140,2026-02-08 05:06:11,C00747,M0334,103613.0,transfer,success,,REF06557946
T027161,2026-06-17 16:56:41,C00466,M0375,197513.0,EDC,success,,REF33241572
T040703,2026-05-09 14:21:07,C00888,M0133,190986.0,QRIS,success,,REF48582036
T016607,2025-11-12 11:14:39,M0305,M0287,3120246.0,EDC,success,Bayar supplier,REF52851491
T004492,2025-08-06 16:59:37,M0168,M0129,5414823.0,transfer,success,,REF65212311
T022415,2026-04-15 13:22:12,M0007,M0015,762659.0,QRIS,success,Payment invoice,REF68826928
T026361,2025-12-23 04:57:07,M0152,M0144,6367106.0,transfer,success,Pelunasan,REF38144498
T034209,2026-04-19 01:46:42,C01237,M0028,381382.0,QRIS,success,,REF50161364
T011327,2025-10-08 15:51:17,M0283,M0292,5641619.0,EDC,success,,REF90596658
T024756,2026-04-30 20:40:20,M0113,M0035,4412410.0,transfer,success,Pelunasan,REF13934323
T031571,2026-04-03 18:20:36,C01003,M0098,38379.0,EDC,success,,REF72658507
T013923,2026-01-26 15:28:22,M0327,M0287,,QRIS,failed,,REF99441811
T041208,2026-06-17 06:20:23,C01492,M0268,304224.0,QRIS,success,,REF05572004
T044283,2025-11-10 15:45:55,C00870,M0248,62072.0,QRIS,success,,REF10972912
T018955,2026-06-14 14:29:17,M0372,M0376,669125.0,transfer,success,DP pembelian,REF27703038
T017288,2025-09-01 04:44:29,M0020,M0002,1050343.0,transfer,success,Pelunasan,REF82180142
T037744,2025-11-26 01:55:39,C00807,M0125,32096.0,QRIS,success,,REF29907263
T006202,2026-04-20 08:16:14,M0200,M0165,1539459.0,transfer,success,,REF61817574
T032952,2026-03-07 10:42:29,C01961,M0377,555491.0,transfer,pending,,REF90873047
T041295,2025-08-10 08:27:35,C01209,M0215,166486.0,QRIS,success,,REF10016717
T031488,2026-01-28 09:55:20,C01819,M0050,36910.0,QRIS,success,,REF45766793
T006412,2025-12-08 02:18:42,M0089,M0075,890468.0,transfer,success,,REF04800168
T037693,2025-08-10 03:38:06,C01403,M0057,452051.0,EDC,failed,,REF16583137
T043293,2025-07-01 18:25:33,C01746,M0386,81299.0,transfer,success,,REF26395606
T038421,2025-09-08 21:05:07,C00893,M0299,86268.0,QRIS,success,,REF29248818
T000551,2026-02-12 23:23:50,M0023,M0373,2209492.0,transfer,success,,REF40764155
T044847,2026-01-16 20:32:19,C01950,M0081,16923.0,QRIS,success,,REF28277463
T018361,2026-03-04 09:19:37,M0386,M0390,21251168.0,transfer,success,Transfer pembayaran,REF15384459
T002317,2025-11-24 15:18:30,M0145,M0135,5621314.0,EDC,success,Pembayaran bahan,REF67859552
T021407,2026-03-09 11:34:41,M0167,M0131,,QRIS,failed,Pembelian stok,REF41726527
T000423,2025-09-02 01:56:12,M0268,M0202,8611093.0,transfer,success,,REF80187595
T017507,2026-05-24 21:42:45,M0362,M0342,882214.0,QRIS,success,Pembelian stok,REF01841984
T035136,2025-12-04 03:46:21,C00669,M0215,63272.0,EDC,success,,REF30304986
T014978,2025-11-08 08:30:30,M0003,M0015,5381823.0,transfer,success,,REF99206672
T020164,2025-11-18 06:27:14,M0145,M0135,1422368.0,QRIS,success,Pelunasan,REF09413220
T043195,2025-08-27 00:11:22,C01337,M0117,22427.0,QRIS,success,,REF03302503
T015470,2025-09-18 20:47:28,M0259,M0205,13310173.0,transfer,success,Bayar supplier,REF73749079
T000094,2025-11-15 14:57:29,M0143,M0164,12447798.0,transfer,success,Pembayaran bahan,REF57146179
T011625,2026-04-26 08:28:01,M0391,M0337,629667.0,transfer,success,DP pembelian,REF48188777
T039061,2026-02-21 14:37:34,C00921,M0336,320834.0,QRIS,success,,REF17490335
T033201,2025-12-12 15:50:44,C01113,M0037,87810.0,QRIS,success,,REF24148392
T006779,2025-11-22 19:37:36,M0116,M0025,8233214.0,transfer,success,,REF96106145
T034584,2025-11-18 21:29:29,C01845,M0224,54874.0,EDC,success,,REF96850383
T002478,2026-01-17 06:51:00,M0247,M0231,1440988.0,transfer,success,Payment invoice,REF62517144
T032129,2025-11-14 21:46:05,C01651,M0380,27155.0,EDC,success,,REF80784907
T016694,2025-12-10 14:28:38,M0304,M0287,18575787.0,transfer,success,Bayar tagihan,REF93009543
T035411,2026-03-19 04:26:43,C01705,M0213,257873.0,transfer,success,,REF43561071
T024001,2025-07-29 15:04:10,M0001,M0114,2016774.0,QRIS,success,,REF47750604
T002493,2025-09-17 21:42:06,M0398,M0364,1823883.0,transfer,success,,REF69302665
T005131,2025-07-01 01:31:31,M0193,M0151,19840070.0,transfer,success,DP pembelian,REF82929770
T037631,2026-01-21 20:25:42,C00456,M0277,156122.0,EDC,success,,REF12641376
T030007,2026-01-16 23:46:28,C00967,M0004,12001.0,transfer,success,,REF06178491
T010076,2026-04-17 07:40:03,M0404,M0162,10973418.0,transfer,success,,REF00026539
T016328,2026-01-31 14:11:43,M0310,M0313,4042042.0,transfer,success,Pembelian stok,REF40333689
T006638,2026-06-13 07:41:20,M0320,M0045,774638.0,transfer,pending,,REF92342530
T024985,2026-01-11 21:07:22,M0330,M0287,5553179.0,transfer,success,Transfer pembayaran,REF31455721
T025159,2026-05-29 21:44:08,M0260,M0208,14037410.0,transfer,success,Pembayaran bulanan,REF09402266
T034948,2026-06-01 20:24:50,C00952,M0312,17413.0,transfer,success,,REF18358772
T030453,2026-06-01 05:11:07,C00560,M0377,50170.0,QRIS,success,,REF82383058
T035552,2025-10-06 02:45:06,C01788,M0156,14955.0,QRIS,success,,REF99243122
T021596,2026-05-30 10:23:30,M0213,M0205,813723.0,transfer,success,,REF88386720
T001847,2025-07-19 18:40:57,M0224,M0201,800176.0,transfer,success,Bayar tagihan,REF35824178
T002567,2026-06-17 16:21:32,M0302,M0287,823135.0,transfer,success,Payment invoice,REF57745684
T019794,2025-11-16 09:17:10,M0309,M0287,13292030.0,QRIS,success,Bayar tagihan,REF47063970
T024966,2025-09-29 22:19:31,M0083,M0378,6708090.0,EDC,success,Pelunasan,REF99563178
T004379,2025-12-08 02:36:52,M0366,M0360,5829843.0,transfer,success,,REF96676614
T034373,2025-07-31 11:30:36,C00213,M0306,353737.0,QRIS,success,,REF80113759
T002330,2026-01-24 11:20:41,M0222,M0258,11551095.0,transfer,success,Transfer pembayaran,REF76200828
T016944,2026-05-31 15:34:22,M0361,M0360,1384824.0,EDC,success,Transfer pembayaran,REF18332261
T037607,2026-02-22 01:12:36,C01806,M0373,72622.0,EDC,success,,REF14189770
T045850,2026-03-29 00:29:53,M0385,M0341,2809227.0,transfer,success,,REF84491451
T011895,2025-07-14 14:51:11,M0255,M0243,7338456.0,transfer,success,,REF92332040
T033288,2026-05-22 07:21:33,C00450,M0173,50356.0,QRIS,success,,REF91436243
T021069,2025-11-06 22:57:22,M0106,M0018,1404943.0,QRIS,success,Bayar tagihan,REF45376147
T043689,2025-09-28 05:07:04,C01881,M0173,90226.0,QRIS,success,,REF76504701
T025453,2026-02-05 05:17:48,M0016,M0101,2199707.0,QRIS,success,,REF53958009
T034745,2026-03-31 22:59:45,C01928,M0082,176822.0,QRIS,success,,REF80098245
T001069,2025-10-04 16:47:15,M0175,M0334,12985139.0,QRIS,success,DP pembelian,REF39774840
