merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,tgl_registrasi,status,skala_usaha,avg_omzet_bulanan
M0183,Bakery Nawasena Cemerlang,F&B,restaurant,retailer,Bogor,Sentul,Ya,QRIS,2023-12-27,aktif,UMI,102098529.0
M0182,Kafe Mahardika Bersama,F&B,warung,retailer,Depok,Sawangan,Ya,QRIS,2021-11-25,aktif,UMI,32140438.0
M0564,PT Kencana Gadget Sejahtera,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2022-12-12,aktif,UBE,8838306707.0
M0563,UD Bintang Teknologi Persada,Electronics,gadget,retailer,Bandung,Cihampelas,Ya,QRIS + EDC,2026-03-09,aktif,UKE,327816271.0
M0562,PT Sinar Inovasi Sejahtera,Electronics,gadget,retailer,Depok,Sawangan,Ya,QRIS + EDC,2025-01-14,aktif,UME,1789291822.0
M0561,Servis Elektronik Bang Fajar,Electronics,accessories,retailer,Bandung,Dago,Ya,QRIS + EDC,2021-01-12,aktif,UMI,26010592.0
M0560,Toko Elektronik Kencana,Electronics,service,retailer,Tangerang,BSD,Ya,QRIS,2021-10-05,aktif,UMI,38661010.0
M0558,Langgeng Teknologi Distribusi,Electronics,accessories,supplier,Jakarta,Sudirman,Ya,QRIS + EDC,2024-01-14,aktif,UKE,532539550.0
M0557,UD Anugerah Elektronik Mandiri,Electronics,computer,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,2022-10-04,aktif,UKE,706404556.0
M0556,Grosir Elektronik Anugerah,Electronics,gadget,supplier,Jakarta,Kemang,Ya,QRIS,2026-03-15,aktif,UMI,41919498.0
M0555,Sinar Komputer House,Electronics,gadget,retailer,Bandung,Cihampelas,Ya,QRIS + EDC,2025-06-24,aktif,UME,3298469832.0
M0554,Kencana Teknologi Distribusi,Electronics,accessories,supplier,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2022-10-30,aktif,UBE,7960498366.0
M0553,Sinar Elektronik Distribusi,Electronics,gadget,supplier,Bekasi,Harapan Indah,Ya,QRIS + EDC,2021-09-21,aktif,UKE,735958044.0
M0552,CV Lentera Teknologi Utama,Electronics,gadget,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,2022-01-10,aktif,UKE,938886973.0
M0551,PT Karya Distribusi Sejahtera,Electronics,computer,supplier,Jakarta,Pluit,Ya,QRIS + EDC,2021-03-10,aktif,UBE,6752031456.0
M0550,Digital Store Karya,Electronics,computer,retailer,Bandung,Braga,Ya,QRIS + EDC,2025-01-11,aktif,UKE,1121002722.0
M0209,UD Sembada Boga Sejahtera,F&B,cafe,retailer,Jakarta,Pluit,Ya,QRIS,2021-07-21,aktif,UMI,43108727.0
M0208,Kafe Adikara Sukses,F&B,warung,retailer,Bogor,Sentul,Ya,QRIS,2022-11-07,aktif,UMI,29552282.0
M0233,CV Mandala Apparel Retailindo,Fashion,textile,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2022-12-29,aktif,UKE,217200907.0
M0229,Toko Busana Pak Hendra,Fashion,footwear,retailer,Bekasi,Jababeka,Ya,QRIS,2024-07-16,aktif,UKE,369283855.0
M0258,Toko Busana Bu Sari,Fashion,accessories,retailer,Bandung,Setiabudhi,Ya,QRIS,2023-08-17,aktif,UMI,46953086.0
M0257,Pelita Mode House,Fashion,footwear,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2024-07-21,aktif,UME,2998174849.0
M0225,UD Sinar Garmen Mandiri,Fashion,textile,retailer,Bogor,Sentul,Ya,QRIS + EDC,2022-03-18,aktif,UME,3371619479.0
M0223,Rumah Mode Sentosa,Fashion,clothing,retailer,Tangerang,Alam Sutera,Ya,QRIS,2024-04-02,aktif,UMI,39756697.0
M0221,UD Cakrawala Distribusi Indonesia,Fashion,footwear,supplier,Jakarta,Senayan,Ya,QRIS + EDC,2026-01-01,aktif,UME,3672593262.0
M0219,Atelier Kencana,Fashion,accessories,retailer,Depok,Margonda,Ya,QRIS + EDC,2024-04-21,aktif,UME,3306702692.0
M0217,Rumah Mode Pelita,Fashion,clothing,retailer,Bogor,Tanah Sareal,Ya,QRIS,2023-06-02,aktif,UMI,76989336.0
M0216,UD Pelita Mode Sejahtera,Fashion,textile,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2024-08-08,aktif,UKE,519844369.0
M0215,Kencana Tekstil Market,Fashion,accessories,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,2023-10-16,aktif,UKE,291690792.0
M0243,Pusat Tekstil Bu Wati,Fashion,footwear,supplier,Bogor,Sentul,Ya,QRIS + EDC,2025-12-31,aktif,UMI,48908313.0
M0242,CV Pelita Distribusi Internasional,Fashion,footwear,supplier,Tangerang,BSD,Ya,QRIS + EDC,2021-07-08,aktif,UKE,651099422.0
M0533,Sentra Gadget Sahabat,Electronics,accessories,retailer,Tangerang,Alam Sutera,Ya,QRIS,2023-05-10,aktif,UMI,35575100.0
M0276,Selaras Apparel House,Fashion,clothing,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,2025-12-13,aktif,UMI,73202022.0
M0275,Buana Tekstil House,Fashion,accessories,retailer,Bogor,Dramaga,Ya,QRIS,2025-01-30,aktif,UKE,338008724.0
M0273,Pusaka Kriya House,Fashion,footwear,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2023-02-22,aktif,UMI,59195332.0
M0272,CV Mitra Distribusi Nusantara,Fashion,textile,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,2022-04-06,aktif,UME,1842131364.0
M0518,PT Harmoni Teknologi Internasional,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2022-11-03,tidak aktif,UBE,7142110592.0
M0517,Distributor Gadget Karya,Electronics,accessories,supplier,Bogor,Cibinong,Ya,QRIS + EDC,2021-06-29,aktif,UKE,901686912.0
M0546,CV Nusantara Gadget Mandiri,Electronics,service,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,2023-10-26,tidak aktif,UKE,449439714.0
M0545,Sinar Gadget Distribusi,Electronics,service,supplier,Jakarta,Senayan,Ya,QRIS + EDC,2024-01-19,aktif,UME,4100000000.0
M0544,Sentra Gadget Sembada,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS,2021-05-08,aktif,UMI,30269228.0
M0543,Komputer Adikara Baru,Electronics,gadget,retailer,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2024-10-24,tidak aktif,UMI,100293240.0
M0542,CV Jelita Komputer Sentosa,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2023-06-04,aktif,UME,2227066387.0
M0539,CV Nusantara Gadget Niaga Raya,Electronics,computer,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2022-11-03,aktif,UME,2997060216.0
M0537,Pusat Komponen Arunika Sukses,Electronics,accessories,supplier,Bogor,Tanah Sareal,Ya,QRIS,2022-12-25,aktif,UMI,91466007.0
M0535,PT Pelita Distribusi Internasional,Electronics,computer,supplier,Depok,Cinere,Ya,QRIS + EDC,2022-04-10,aktif,UBE,8969056540.0
M0238,PT Buana Distribusi Niaga Raya,Fashion,accessories,supplier,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2025-06-05,aktif,UME,2563941072.0
M0520,Grosir Elektronik Kencana,Electronics,accessories,supplier,Tangerang,BSD,Ya,QRIS,2022-01-24,aktif,UKE,482052048.0
M0519,Komputer Jelita Maju,Electronics,gadget,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2024-04-02,aktif,UKE,347232938.0
M0269,Supplier Busana Prima,Fashion,textile,supplier,Bogor,Dramaga,Ya,QRIS,2021-10-05,aktif,UMI,71796558.0
M0266,CV Nusantara Kriya Persada,Fashion,footwear,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2021-06-22,aktif,UKE,945132249.0
M0263,Butik Nusantara Sukses,Fashion,clothing,retailer,Jakarta,Tebet,Ya,QRIS + EDC,2023-08-30,aktif,UKE,578951433.0
M0262,Butik Mitra Baru,Fashion,textile,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2021-09-16,aktif,UMI,50029932.0
M0261,Butik Mahardika Mandiri,Fashion,textile,retailer,Tangerang,Gading Serpong,Ya,QRIS,2024-07-25,aktif,UMI,52936004.0
M0289,Atelier Prima,Fashion,textile,retailer,Jakarta,Thamrin,Ya,QRIS + EDC,2025-04-08,aktif,UKE,446004304.0
M0288,Galeri Fashion Bintang,Fashion,footwear,retailer,Jakarta,Cempaka Putih,Ya,QRIS,2025-02-08,aktif,UMI,36652102.0
M0256,Arunika Garmen Store,Fashion,footwear,retailer,Tangerang,Gading Serpong,Ya,QRIS,2021-08-02,tidak aktif,UMI,55628256.0
M0254,Toko Busana Mas Dimas,Fashion,clothing,retailer,Jakarta,Menteng,Ya,QRIS,2025-07-24,aktif,UMI,31753127.0
M0252,Galeri Fashion Pelita,Fashion,clothing,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2021-12-17,aktif,UKE,381890248.0
M0250,Toko Busana Pak Surya,Fashion,clothing,retailer,Depok,Margonda,Ya,QRIS,2022-04-15,aktif,UMI,19935313.0
M0249,CV Adikara Distribusi Mandiri,Fashion,accessories,supplier,Bogor,Tanah Sareal,Ya,QRIS + EDC,2025-11-13,aktif,UKE,313231133.0
M0248,Supplier Busana Kencana,Fashion,clothing,supplier,Depok,Margonda,Ya,QRIS + EDC,2025-12-17,aktif,UKE,1050674116.0
M0278,Gemilang Apparel Center,Fashion,footwear,retailer,Tangerang,BSD,Ya,QRIS,2024-01-17,aktif,UMI,61586804.0
M0277,Grosir Kain Gemilang,Fashion,accessories,supplier,Bekasi,Jababeka,Ya,QRIS,2021-10-12,aktif,UMI,19424718.0
M0308,PT Harmoni Mode Nusantara,Fashion,clothing,retailer,Tangerang,Gading Serpong,Ya,QRIS + EDC,2023-01-23,aktif,UME,2617778717.0
M0306,Prima Apparel House,Fashion,footwear,retailer,Jakarta,Senayan,Ya,QRIS + EDC,2023-12-10,aktif,UKE,323795754.0
M0305,PT Jelita Busana Niaga Raya,Fashion,textile,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2022-04-20,aktif,UME,2443682650.0
M0303,UD Sejahtera Garmen Sentosa,Fashion,textile,retailer,Depok,Margonda,Ya,QRIS + EDC,2022-03-27,aktif,UKE,562415605.0
M0502,Anugerah Teknologi Distribusi,Electronics,computer,supplier,Bandung,Buah Batu,Ya,QRIS,2021-04-01,aktif,UKE,265994939.0
M0531,Gadget Corner Jelita,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2022-08-17,aktif,UMI,48088459.0
M0529,UD Buana Distribusi Indonesia,Electronics,gadget,supplier,Bekasi,Harapan Indah,Ya,QRIS + EDC,2021-05-18,aktif,UKE,486106358.0
M0527,Komputer Bintang Juara,Electronics,computer,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2022-05-10,aktif,UKE,388146690.0
M0526,Sentra Gadget Makmur,Electronics,accessories,retailer,Tangerang,Gading Serpong,Ya,QRIS,2022-07-29,aktif,UKE,423918348.0
M0525,Buana Teknologi Center,Electronics,computer,retailer,Tangerang,Karawaci,Ya,QRIS,2022-04-13,aktif,UKE,951902429.0
M0523,Nawasena Gadget Distribusi,Electronics,service,supplier,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2023-12-21,aktif,UKE,700848907.0
M0522,CV Adikara Distribusi Sentosa,Electronics,service,supplier,Depok,Cinere,Ya,QRIS + EDC,2021-02-16,aktif,UME,2833209837.0
M0521,Sentra Gadget Sinar,Electronics,service,retailer,Tangerang,BSD,Ya,QRIS,2024-12-19,aktif,UMI,44619151.0
M0294,Atelier Sinar,Fashion,textile,retailer,Jakarta,Pluit,Ya,QRIS,2025-08-04,aktif,UMI,19806722.0
M0293,Atelier Nawasena,Fashion,clothing,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2024-03-18,aktif,UMI,87888305.0
M0324,Grosir Kain Kencana,Fashion,textile,supplier,Jakarta,Thamrin,Ya,QRIS + EDC,2023-07-16,tidak aktif,UMI,48585967.0
M0323,Sejahtera Busana Distribusi,Fashion,clothing,supplier,Tangerang,Karawaci,Ya,QRIS + EDC,2022-07-14,aktif,UME,1710666619.0
M0321,Jelita Garmen House,Fashion,textile,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,2026-01-01,tidak aktif,UKE,494834145.0
M0320,Konveksi Nusantara Abadi,Fashion,clothing,supplier,Bogor,Cibinong,Ya,QRIS,2023-03-13,aktif,UKE,320972257.0
M0319,PT Buana Mode Sentosa,Fashion,clothing,retailer,Bogor,Sentul,Ya,QRIS + EDC,2023-12-31,aktif,UBE,5931416537.0
M0318,Konveksi Pelita Abadi,Fashion,textile,supplier,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2021-09-13,aktif,UMI,41415178.0
M0286,Langgeng Busana Center,Fashion,footwear,retailer,Tangerang,Gading Serpong,Ya,QRIS + EDC,2021-12-05,aktif,UKE,495547100.0
M0285,Grosir Kain Sinar,Fashion,accessories,supplier,Depok,Sawangan,Ya,QRIS,2024-03-25,aktif,UMI,84643763.0
M0284,Busana Selaras Jaya,Fashion,clothing,retailer,Tangerang,Cipondoh,Ya,QRIS,2024-02-22,aktif,UMI,104212807.0
M0283,Lentera Apparel House,Fashion,textile,retailer,Tangerang,Alam Sutera,Ya,QRIS + EDC,2021-08-10,aktif,UME,2816881472.0
M0282,Selaras Busana Store,Fashion,footwear,retailer,Depok,Cinere,Ya,QRIS,2021-05-15,aktif,UKE,600242272.0
M0281,Atelier Sembada,Fashion,clothing,retailer,Bandung,Buah Batu,Ya,QRIS,2021-08-01,aktif,UMI,67380897.0
M0280,Toko Busana Pak Joko,Fashion,footwear,retailer,Bekasi,Harapan Indah,Ya,QRIS + EDC,2025-07-14,aktif,UKE,779830213.0
M0279,Grosir Kain Berkah,Fashion,accessories,supplier,Depok,Cimanggis,Ya,QRIS,2025-04-09,aktif,UMI,113445313.0
M0315,Butik Kencana Mandiri,Fashion,clothing,retailer,Tangerang,Cipondoh,Ya,QRIS,2025-10-04,aktif,UMI,43310176.0
M0314,Selaras Mode Center,Fashion,footwear,retailer,Depok,Sawangan,Ya,QRIS + EDC,2023-08-14,aktif,UKE,722379135.0
M0313,Atelier Berseri,Fashion,footwear,retailer,Depok,Cinere,Ya,QRIS,2023-07-11,aktif,UMI,53440036.0
M0312,Butik Mentari Utama,Fashion,clothing,retailer,Bekasi,Grand Galaxy,Ya,QRIS,2021-03-08,aktif,UMI,55914518.0
M0310,UD Mahardika Distribusi Sentosa,Fashion,clothing,supplier,Bogor,Sentul,Ya,QRIS,2023-07-29,aktif,UMI,19726399.0
M0309,Pusat Tekstil Mas Dimas,Fashion,accessories,supplier,Bogor,Tanah Sareal,Ya,QRIS,2025-12-17,aktif,UMI,63863511.0
M0339,UD Harmoni Apparel Sejahtera,Fashion,textile,retailer,Bandung,Buah Batu,Ya,QRIS,2022-08-15,aktif,UMI,48903329.0
M0338,PT Harmoni Mode Indonesia,Fashion,clothing,retailer,Bandung,Dago,Ya,QRIS + EDC,2025-10-01,aktif,UME,2675086874.0
M0336,PT Bintang Garmen Niaga Raya,Fashion,textile,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2021-06-14,aktif,UME,1844682008.0
M0334,Sinar Tekstil Distribusi,Fashion,accessories,supplier,Bogor,Bogor Tengah,Ya,QRIS + EDC,2022-11-28,aktif,UMI,17971922.0
M0302,Rumah Mode Arunika,Fashion,accessories,retailer,Jakarta,Menteng,Ya,QRIS,2021-11-24,aktif,UMI,32963242.0
M0300,UD Gemilang Distribusi Persada,Fashion,footwear,supplier,Bekasi,Jababeka,Ya,QRIS + EDC,2023-07-25,aktif,UKE,843220808.0
M0299,CV Gemilang Distribusi Retailindo,Fashion,clothing,supplier,Tangerang,Cipondoh,Ya,QRIS,2025-12-26,aktif,UKE,391296751.0
M0298,Konveksi Prima Cemerlang,Fashion,clothing,supplier,Jakarta,Menteng,Ya,QRIS,2023-07-14,aktif,UMI,69168922.0
M0296,Jelita Busana Store,Fashion,textile,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2026-02-28,aktif,UME,2643850797.0
M0295,UD Cakrawala Distribusi Retailindo,Fashion,footwear,supplier,Depok,Sawangan,Ya,QRIS + EDC,2025-12-07,aktif,UME,1810019475.0
M0353,Swalayan Berseri Bersama,Grocery,distributor,retailer,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2024-04-02,aktif,UMI,44721485.0
M0352,Agen Pangan Cakrawala,Grocery,distributor,supplier,Jakarta,Kemang,Ya,QRIS + EDC,2022-04-21,aktif,UKE,347226917.0
M0350,PT Sinar Mode Sejahtera,Fashion,footwear,retailer,Jakarta,Thamrin,Ya,QRIS + EDC,2026-01-22,aktif,UME,2255069889.0
M0486,Buana Pangan Distribusi,Grocery,supermarket,supplier,Bandung,Buah Batu,Ya,QRIS,2025-08-02,aktif,UKE,464924156.0
M0485,Grosir Sembako Adikara,Grocery,supermarket,supplier,Depok,Cinere,Ya,QRIS,2023-07-06,aktif,UMI,26766603.0
M0516,Gadget Corner Selaras,Electronics,accessories,retailer,Jakarta,Kemang,Ya,QRIS,2025-07-09,aktif,UMI,27977242.0
M0515,Digital Store Mahardika,Electronics,computer,retailer,Jakarta,Menteng,Ya,QRIS + EDC,2024-10-23,aktif,UME,2903870786.0
M0514,Toko Elektronik Langgeng,Electronics,computer,retailer,Depok,Cimanggis,Ya,QRIS + EDC,2022-04-16,aktif,UKE,924367516.0
M0513,Pusat Komponen Berseri Sukses,Electronics,accessories,supplier,Bekasi,Grand Galaxy,Ya,QRIS,2023-08-24,aktif,UMI,89320688.0
M0511,Supplier Komputer Sejahtera,Electronics,computer,supplier,Jakarta,Sudirman,Ya,QRIS + EDC,2024-06-19,aktif,UKE,931391049.0
M0508,Supplier Komputer Langgeng,Electronics,gadget,supplier,Bandung,Dago,Ya,QRIS + EDC,2022-11-25,aktif,UKE,272242060.0
M0507,Toko Elektronik Bintang,Electronics,gadget,retailer,Bogor,Sentul,Ya,QRIS + EDC,2022-05-05,aktif,UKE,884787513.0
M0506,Grosir Elektronik Mentari,Electronics,accessories,supplier,Tangerang,Alam Sutera,Ya,QRIS + EDC,2023-07-12,aktif,UMI,84249068.0
M0504,Distributor Gadget Nawasena,Electronics,service,supplier,Bandung,Setiabudhi,Ya,QRIS,2026-03-12,aktif,UKE,478731389.0
M0503,PT Berseri Distribusi Mandiri,Electronics,accessories,supplier,Bogor,Cibinong,Ya,QRIS + EDC,2025-05-26,aktif,UME,3188429143.0
M0317,PT Anugerah Busana Persada,Fashion,textile,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2023-12-27,aktif,UBE,6408881389.0
M0342,Butik Gemilang Cemerlang,Fashion,clothing,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,2026-02-19,aktif,UMI,107493631.0
M0341,Sahabat Garmen House,Fashion,textile,retailer,Bandung,Braga,Ya,QRIS + EDC,2021-02-11,aktif,UKE,447255680.0
M0372,Distributor Kelontong Karya,Grocery,supermarket,supplier,Bekasi,Kemang Pratama,Ya,QRIS,2021-11-30,aktif,UMI,27375499.0
M0370,Pusat Grosir Selaras Baru,Grocery,supermarket,supplier,Bogor,Dramaga,Ya,QRIS,2024-03-23,aktif,UMI,20679830.0
M0368,Grosir Sembako Berkah,Grocery,supermarket,supplier,Depok,Sawangan,Ya,QRIS + EDC,2024-05-31,aktif,UMI,53632235.0
M0367,Toko Sembako Kang Dedi,Grocery,supermarket,retailer,Tangerang,BSD,Ya,QRIS + EDC,2022-12-23,aktif,UKE,716891813.0
M0366,PT Sahabat Grosir Sejahtera,Grocery,toko_kelontong,retailer,Depok,Margonda,Ya,QRIS,2022-10-28,aktif,UME,1799993631.0
M0365,Langgeng Sembako House,Grocery,distributor,retailer,Bogor,Sentul,Ya,QRIS + EDC,2025-01-17,aktif,UKE,805980707.0
M0333,PT Jelita Distribusi Internasional,Fashion,footwear,supplier,Tangerang,Karawaci,Ya,QRIS + EDC,2021-01-02,aktif,UME,2441309267.0
M0331,Galeri Fashion Sembada,Fashion,footwear,retailer,Bandung,Setiabudhi,Ya,QRIS,2022-05-02,aktif,UMI,45256015.0
M0330,Butik Arunika Juara,Fashion,clothing,retailer,Bogor,Dramaga,Ya,QRIS,2022-07-18,aktif,UMI,50759715.0
M0327,Butik Nawasena Pilihan,Fashion,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2026-03-07,aktif,UMI,58125197.0
M0326,PT Tunas Distribusi Sentosa,Fashion,accessories,supplier,Bekasi,Harapan Indah,Ya,QRIS + EDC,2023-12-11,aktif,UME,2037292454.0
M0356,PT Prima Retail Niaga Raya,Grocery,toko_kelontong,retailer,Bogor,Sentul,Ya,QRIS + EDC,2021-01-21,aktif,UME,3255358224.0
M0354,Warung Adikara Mart,Grocery,toko_kelontong,retailer,Depok,Cinere,Ya,QRIS + EDC,2026-01-07,aktif,UKE,915199612.0
M0469,PT Gemilang Grosir Nusantara,Grocery,toko_kelontong,retailer,Tangerang,Alam Sutera,Ya,QRIS + EDC,2021-04-27,aktif,UME,2076030914.0
M0500,Digital Store Nawasena,Electronics,computer,retailer,Depok,Margonda,Ya,QRIS,2022-03-07,aktif,UMI,49493721.0
M0499,UD Sembada Digital Utama,Electronics,gadget,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2021-03-22,aktif,UKE,969488465.0
M0498,Komputer Mitra Cemerlang,Electronics,gadget,retailer,Jakarta,Tebet,Ya,QRIS + EDC,2026-01-21,aktif,UKE,321253426.0
M0497,Komputer Langgeng Asri,Electronics,gadget,retailer,Bandung,Braga,Ya,QRIS,2023-03-17,aktif,UMI,91003110.0
M0496,UD Langgeng Komputer Nusantara,Electronics,computer,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2022-05-06,aktif,UKE,854087560.0
M0495,CV Gemilang Inovasi Utama,Electronics,service,retailer,Jakarta,Kemang,Ya,QRIS,2023-04-29,aktif,UKE,1186367386.0
M0494,Servis Elektronik Pak Surya,Electronics,gadget,retailer,Bandung,Setiabudhi,Ya,QRIS,2022-05-05,aktif,UMI,44527518.0
M0493,Sahabat Inovasi House,Electronics,gadget,retailer,Depok,Cimanggis,Ya,QRIS + EDC,2026-03-15,aktif,UMI,59832984.0
M0492,PT Mahardika Teknologi Persada,Electronics,computer,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2021-09-12,aktif,UME,3207438647.0
M0490,Distributor Kelontong Nawasena,Grocery,distributor,supplier,Bandung,Braga,Ya,QRIS,2021-10-03,aktif,UMI,76500666.0
M0488,UD Buana Grosir Nusantara,Grocery,distributor,retailer,Bandung,Cihampelas,Ya,QRIS,2025-01-09,aktif,UKE,832330414.0
M0487,UD Nawasena Pangan Persada,Grocery,distributor,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,2025-02-13,aktif,UKE,433223834.0
M0346,CV Nawasena Distribusi Utama,Fashion,textile,supplier,Tangerang,Karawaci,Ya,QRIS,2025-08-19,aktif,UMI,46352966.0
M0344,CV Sinar Apparel Persada,Fashion,accessories,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2025-11-08,aktif,UKE,483413341.0
M0343,Busana Harmoni Bersama,Fashion,clothing,retailer,Tangerang,Cipondoh,Ya,QRIS,2023-10-10,aktif,UMI,36137783.0
M0397,PT Sentosa Sembako Sejahtera,Grocery,distributor,retailer,Tangerang,BSD,Ya,QRIS + EDC,2022-12-27,tidak aktif,UBE,7550371390.0
M0396,Buana Mart Center,Grocery,supermarket,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2026-03-29,aktif,UKE,948842109.0
M0395,UD Pelita Niaga Niaga Raya,Grocery,toko_kelontong,retailer,Jakarta,Kuningan,Ya,QRIS,2025-07-12,aktif,UMI,44674320.0
M0364,Warung Cakrawala Mart,Grocery,minimarket,retailer,Bekasi,Kemang Pratama,Ya,QRIS,2023-12-12,aktif,UMI,40632325.0
M0362,Minimarket Mandala Jaya,Grocery,toko_kelontong,retailer,Bekasi,Summarecon,Ya,QRIS,2022-05-27,aktif,UMI,42855540.0
M0361,Toko Sembako Mbak Ayu,Grocery,distributor,retailer,Bandung,Setiabudhi,Ya,QRIS,2024-08-31,aktif,UMI,130586895.0
M0360,Sembada Niaga Store,Grocery,toko_kelontong,retailer,Bandung,Braga,Ya,QRIS,2026-01-26,aktif,UMI,38333775.0
M0358,Minimarket Lentera Baru,Grocery,supermarket,retailer,Bogor,Sentul,Ya,QRIS + EDC,2024-12-18,aktif,UKE,1130204135.0
M0357,PT Cakrawala Pangan Niaga Raya,Grocery,supermarket,retailer,Depok,Cimanggis,Ya,QRIS + EDC,2025-07-18,aktif,UME,4059787213.0
M0388,UD Kencana Mart Persada,Grocery,toko_kelontong,retailer,Jakarta,Menteng,Ya,QRIS,2024-06-16,aktif,UMI,100052005.0
M0387,UD Mentari Sembako Sentosa,Grocery,distributor,retailer,Jakarta,Kemang,Ya,QRIS,2023-09-20,aktif,UMI,23050930.0
M0385,Toko Sembako Bu Wati,Grocery,minimarket,retailer,Depok,Cimanggis,Ya,QRIS,2022-06-22,aktif,UMI,69520472.0
M0382,UD Sejahtera Distribusi Internasional,Grocery,toko_kelontong,supplier,Depok,Cinere,Ya,QRIS + EDC,2025-06-01,aktif,UKE,528049948.0
M0381,Pusat Grosir Mitra Bersama,Grocery,minimarket,supplier,Jakarta,Pluit,Ya,QRIS + EDC,2021-04-17,aktif,UME,1961620134.0
M0470,CV Buana Sembako Indonesia,Grocery,minimarket,retailer,Jakarta,Sudirman,Ya,QRIS + EDC,2021-06-05,aktif,UKE,597435388.0
M0419,Swalayan Prima Asri,Grocery,toko_kelontong,retailer,Tangerang,BSD,Ya,QRIS,2021-04-14,aktif,UMI,32312385.0
M0418,UD Kencana Distribusi Sejahtera,Grocery,minimarket,supplier,Bogor,Bogor Tengah,Ya,QRIS + EDC,2023-12-13,aktif,UME,3018459694.0
M0416,CV Selaras Grosir Internasional,Grocery,distributor,retailer,Bekasi,Summarecon,Ya,QRIS,2022-05-11,aktif,UKE,481144929.0
M0413,CV Prima Distribusi Sejahtera,Grocery,supermarket,supplier,Bogor,Dramaga,Ya,QRIS,2024-11-28,aktif,UME,1894605078.0
M0411,Warung Harmoni Mart,Grocery,distributor,retailer,Depok,Margonda,Ya,QRIS,2022-02-09,aktif,UMI,51877618.0
M0380,Swalayan Tunas Utama,Grocery,toko_kelontong,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,2026-02-14,aktif,UKE,224451731.0
M0379,Pusat Grosir Selaras Pilihan,Grocery,minimarket,supplier,Bandung,Braga,Ya,QRIS,2021-10-06,aktif,UKE,248509144.0
M0378,Pusat Grosir Makmur Jaya,Grocery,toko_kelontong,supplier,Depok,Sawangan,Ya,QRIS,2024-06-23,aktif,UMI,137906731.0
M0375,Warung Mitra Mart,Grocery,distributor,retailer,Depok,Cimanggis,Ya,QRIS,2023-09-21,aktif,UMI,20306842.0
M0374,Swalayan Anugerah Sukses,Grocery,toko_kelontong,retailer,Bandung,Dago,Ya,QRIS,2025-02-26,aktif,UMI,40774272.0
M0373,Warung Prima Mart,Grocery,distributor,retailer,Bogor,Sentul,Ya,QRIS,2022-03-02,aktif,UMI,62948868.0
M0403,Distributor Kelontong Sentosa,Grocery,supermarket,supplier,Jakarta,Kuningan,Ya,QRIS + EDC,2022-06-12,aktif,UMI,97502154.0
M0401,UD Mentari Distribusi Internasional,Grocery,supermarket,supplier,Bogor,Tanah Sareal,Ya,QRIS + EDC,2021-06-19,aktif,UKE,552751076.0
