trx_id,timestamp,source_id,target_id,amount,channel,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T013554,2026-03-16 09:00:18,C01382,M0453,506892.0,transfer,success,,REF20257038,C2M,2026-03-16 09:00:18,9,Monday,2026-03
T031604,2026-05-18 14:14:17,C01769,M0695,618456.0,transfer,success,,REF22151699,C2M,2026-05-18 14:14:17,14,Monday,2026-05
T051606,2025-11-06 15:20:55,C00758,M0296,55878.0,QRIS,success,,REF22676861,C2M,2025-11-06 15:20:55,15,Thursday,2025-11
T054002,2025-08-13 06:06:28,C01907,M0598,37342.0,QRIS,success,,REF10225609,C2M,2025-08-13 06:06:28,6,Wednesday,2025-08
T009741,2026-01-04 18:34:06,C00541,M0581,136067.0,transfer,success,,REF32159676,C2M,2026-01-04 18:34:06,18,Sunday,2026-01
T011910,2026-01-02 10:28:11,C00020,M0532,685727.0,transfer,success,,REF97843618,C2M,2026-01-02 10:28:11,10,Friday,2026-01
T062139,2025-09-07 03:00:37,C01313,M0264,82491.0,EDC,success,,REF49187401,C2M,2025-09-07 03:00:37,3,Sunday,2025-09
T032656,2025-12-03 21:20:37,C01216,M0676,717148.0,transfer,success,,REF93271350,C2M,2025-12-03 21:20:37,21,Wednesday,2025-12
T030225,2026-06-07 21:26:43,C01428,M0554,338293.0,transfer,success,,REF07302356,C2M,2026-06-07 21:26:43,21,Sunday,2026-06
T069838,2026-04-02 23:07:46,C00316,M0080,31899.0,QRIS,success,,REF66114044,C2M,2026-04-02 23:07:46,23,Thursday,2026-04
T015894,2025-12-29 18:32:27,C00522,M0625,530583.0,transfer,success,,REF19370455,C2M,2025-12-29 18:32:27,18,Monday,2025-12
T069811,2025-07-06 09:26:10,C00476,M0516,20767.0,transfer,success,,REF68874226,C2M,2025-07-06 09:26:10,9,Sunday,2025-07
T011631,2025-08-26 10:23:51,C00901,M0139,667687.0,transfer,success,,REF65023969,C2M,2025-08-26 10:23:51,10,Tuesday,2025-08
T003275,2026-05-05 16:28:15,C01500,M0398,496583.0,unknown,success,,REF27223301,C2M,2026-05-05 16:28:15,16,Tuesday,2026-05
T056048,2026-05-15 06:02:21,C00416,M0391,64642.0,QRIS,success,,REF51515773,C2M,2026-05-15 06:02:21,6,Friday,2026-05
T005232,2025-10-12 13:04:38,C00265,M0320,745101.0,QRIS,success,,REF60419887,C2M,2025-10-12 13:04:38,13,Sunday,2025-10
T047229,2025-09-15 06:18:49,C00713,M0007,146422.0,EDC,success,,REF36198066,C2M,2025-09-15 06:18:49,6,Monday,2025-09
T021154,2026-06-14 14:58:54,C00094,M0459,670296.0,QRIS,success,,REF11411967,C2M,2026-06-14 14:58:54,14,Sunday,2026-06
T021376,2025-12-06 22:56:06,C00370,M0007,667195.0,transfer,success,,REF25203360,C2M,2025-12-06 22:56:06,22,Saturday,2025-12
T021449,2026-01-10 13:27:17,C01850,M0483,232614.0,transfer,success,,REF02194830,C2M,2026-01-10 13:27:17,13,Saturday,2026-01
T069009,2025-10-19 08:48:40,C00465,M0628,59707.0,QRIS,success,,REF85583023,C2M,2025-10-19 08:48:40,8,Sunday,2025-10
T069951,2025-08-20 00:25:24,C01657,M0066,127589.0,QRIS,success,,REF27955647,C2M,2025-08-20 00:25:24,0,Wednesday,2025-08
T052761,2026-03-05 13:58:52,C00753,M0074,16734.0,QRIS,success,,REF23964659,C2M,2026-03-05 13:58:52,13,Thursday,2026-03
T017100,2025-07-24 05:41:04,C01948,M0214,44396.0,QRIS,success,,REF17815979,C2M,2025-07-24 05:41:04,5,Thursday,2025-07
T042031,2026-04-23 17:28:06,C00108,M0674,15167.0,QRIS,success,,REF12954443,C2M,2026-04-23 17:28:06,17,Thursday,2026-04
T026019,2025-07-19 16:08:25,C01407,M0300,886761.0,EDC,success,,REF34287089,C2M,2025-07-19 16:08:25,16,Saturday,2025-07
T057784,2026-02-28 18:22:11,C00632,M0538,336548.0,QRIS,success,,REF98211089,C2M,2026-02-28 18:22:11,18,Saturday,2026-02
T002143,2026-06-08 19:34:59,C01206,M0398,621732.0,transfer,success,,REF07930274,C2M,2026-06-08 19:34:59,19,Monday,2026-06
T014256,2026-04-26 04:51:40,C01287,M0227,587078.0,transfer,success,,REF30199583,C2M,2026-04-26 04:51:40,4,Sunday,2026-04
T054671,2026-03-21 15:05:47,C00923,M0204,57533.0,transfer,success,,REF71923280,C2M,2026-03-21 15:05:47,15,Saturday,2026-03
T049606,2026-03-27 05:35:17,C00210,M0168,20896.0,transfer,success,,REF34655477,C2M,2026-03-27 05:35:17,5,Friday,2026-03
T048596,2026-04-27 05:23:04,C00079,M0216,90419.0,EDC,success,,REF05612278,C2M,2026-04-27 05:23:04,5,Monday,2026-04
T011198,2025-07-15 14:33:41,C01822,M0570,226182.0,transfer,success,,REF87740339,C2M,2025-07-15 14:33:41,14,Tuesday,2025-07
T060985,2025-09-01 11:38:19,C00629,M0360,75965.0,EDC,success,,REF27672429,C2M,2025-09-01 11:38:19,11,Monday,2025-09
T048715,2025-09-20 04:37:35,C01638,M0194,116682.0,EDC,success,,REF62968508,C2M,2025-09-20 04:37:35,4,Saturday,2025-09
T007221,2025-08-18 22:18:34,C00688,M0466,932589.0,transfer,success,,REF55065969,C2M,2025-08-18 22:18:34,22,Monday,2025-08
T041795,2025-08-07 19:24:05,C00117,M0227,702504.0,transfer,success,,REF35954421,C2M,2025-08-07 19:24:05,19,Thursday,2025-08
T011636,2026-05-28 08:19:28,C01962,M0700,236298.0,transfer,success,,REF35846219,C2M,2026-05-28 08:19:28,8,Thursday,2026-05
T017071,2026-01-24 00:22:00,C00094,M0053,272519.0,transfer,success,,REF55335205,C2M,2026-01-24 00:22:00,0,Saturday,2026-01
T042703,2026-04-22 04:46:23,C00134,M0146,33462.0,EDC,success,,REF76881200,C2M,2026-04-22 04:46:23,4,Wednesday,2026-04
T009305,2026-06-19 08:21:11,C01208,M0346,691988.0,QRIS,success,,REF76334044,C2M,2026-06-19 08:21:11,8,Friday,2026-06
T065877,2025-10-08 18:24:57,C00442,M0138,56108.0,QRIS,success,,REF82317537,C2M,2025-10-08 18:24:57,18,Wednesday,2025-10
T048815,2026-01-15 02:09:47,C00716,M0007,291857.0,QRIS,success,,REF87276174,C2M,2026-01-15 02:09:47,2,Thursday,2026-01
T047875,2025-11-28 21:04:08,C01880,M0325,73920.0,EDC,success,,REF79999071,C2M,2025-11-28 21:04:08,21,Friday,2025-11
T062881,2026-03-04 11:26:42,C00999,M0241,431109.0,QRIS,success,,REF61345375,C2M,2026-03-04 11:26:42,11,Wednesday,2026-03
T015355,2025-08-06 22:23:06,C00516,M0646,324582.0,QRIS,success,,REF30818210,C2M,2025-08-06 22:23:06,22,Wednesday,2025-08
T012519,2026-06-23 18:07:02,C01334,M0481,190518.0,QRIS,success,,REF77538741,C2M,2026-06-23 18:07:02,18,Tuesday,2026-06
T069428,2026-03-07 23:49:19,C01925,M0032,111707.0,QRIS,success,,REF67879473,C2M,2026-03-07 23:49:19,23,Saturday,2026-03
T047437,2026-01-15 18:29:19,C01283,M0670,23920.0,EDC,success,,REF02156182,C2M,2026-01-15 18:29:19,18,Thursday,2026-01
T069180,2025-08-22 12:22:54,C01680,M0422,19315.0,QRIS,success,,REF27594321,C2M,2025-08-22 12:22:54,12,Friday,2025-08
T022265,2026-03-05 06:29:06,C01670,M0300,405430.0,transfer,success,,REF86836827,C2M,2026-03-05 06:29:06,6,Thursday,2026-03
T005899,2026-05-10 14:39:02,C00919,M0700,566800.0,transfer,success,,REF50519812,C2M,2026-05-10 14:39:02,14,Sunday,2026-05
T048820,2025-09-04 11:50:23,C00749,M0681,12242.0,EDC,success,,REF27753200,C2M,2025-09-04 11:50:23,11,Thursday,2025-09
T063718,2026-05-16 15:33:15,C01918,M0241,182615.0,QRIS,success,,REF39005008,C2M,2026-05-16 15:33:15,15,Saturday,2026-05
T014928,2026-04-29 16:13:46,C00619,M0153,386277.0,transfer,success,,REF18659284,C2M,2026-04-29 16:13:46,16,Wednesday,2026-04
T013178,2025-11-16 18:41:23,C01581,M0590,83631.0,transfer,success,,REF88290608,C2M,2025-11-16 18:41:23,18,Sunday,2025-11
T049170,2026-02-04 17:08:33,C00640,M0117,370500.0,EDC,success,,REF22148921,C2M,2026-02-04 17:08:33,17,Wednesday,2026-02
T000636,2025-09-13 04:24:36,C01240,M0242,607898.0,QRIS,success,,REF10054300,C2M,2025-09-13 04:24:36,4,Saturday,2025-09
T066470,2026-05-02 16:47:27,C00762,M0197,140061.0,EDC,success,,REF76553933,C2M,2026-05-02 16:47:27,16,Saturday,2026-05
T002207,2026-03-02 03:51:19,C00592,M0700,410012.0,EDC,success,,REF27128333,C2M,2026-03-02 03:51:19,3,Monday,2026-03
T012370,2025-07-13 11:03:57,C00090,M0157,545262.0,transfer,success,,REF05727634,C2M,2025-07-13 11:03:57,11,Sunday,2025-07
T045047,2026-02-18 00:46:49,C00969,M0253,94969.0,QRIS,success,,REF56708475,C2M,2026-02-18 00:46:49,0,Wednesday,2026-02
T044037,2025-09-30 14:17:35,C00009,M0125,175396.0,QRIS,success,,REF36538324,C2M,2025-09-30 14:17:35,14,Tuesday,2025-09
T046322,2025-07-31 13:49:26,C00041,M0566,21462.0,EDC,success,,REF63036105,C2M,2025-07-31 13:49:26,13,Thursday,2025-07
T022270,2026-03-20 03:16:33,C00637,M0227,548973.0,transfer,success,,REF87298151,C2M,2026-03-20 03:16:33,3,Friday,2026-03
T056442,2025-07-31 10:54:25,C00052,M0289,92856.0,EDC,success,,REF77214960,C2M,2025-07-31 10:54:25,10,Thursday,2025-07
T065441,2025-09-28 04:00:49,C00432,M0482,81930.0,transfer,success,,REF54721871,C2M,2025-09-28 04:00:49,4,Sunday,2025-09
T047830,2026-05-18 09:53:35,C00934,M0650,128918.0,transfer,success,,REF78291061,C2M,2026-05-18 09:53:35,9,Monday,2026-05
T025476,2025-11-10 03:12:52,C01895,M0520,577134.0,transfer,success,,REF83172944,C2M,2025-11-10 03:12:52,3,Monday,2025-11
T053672,2025-08-21 01:02:54,C00317,M0341,25887.0,QRIS,success,,REF83381529,C2M,2025-08-21 01:02:54,1,Thursday,2025-08
T042484,2025-10-23 17:11:39,C00076,M0573,449598.0,transfer,success,,REF26900154,C2M,2025-10-23 17:11:39,17,Thursday,2025-10
T048302,2026-04-11 18:20:02,C01194,M0168,140212.0,QRIS,success,,REF99931911,C2M,2026-04-11 18:20:02,18,Saturday,2026-04
T042545,2026-01-31 21:16:27,C01104,M0547,70530.0,QRIS,success,,REF98962534,C2M,2026-01-31 21:16:27,21,Saturday,2026-01
T060239,2026-06-08 23:04:51,C00730,M0601,57288.0,QRIS,success,,REF48953889,C2M,2026-06-08 23:04:51,23,Monday,2026-06
T019859,2026-05-05 13:13:01,C01602,M0528,480009.0,transfer,success,,REF75840198,C2M,2026-05-05 13:13:01,13,Tuesday,2026-05
T056732,2025-12-17 15:53:24,C01389,M0594,365535.0,QRIS,success,,REF57761401,C2M,2025-12-17 15:53:24,15,Wednesday,2025-12
T011334,2025-07-12 03:44:39,C00899,M0139,752109.0,EDC,success,,REF49207703,C2M,2025-07-12 03:44:39,3,Saturday,2025-07
T045777,2025-07-13 01:59:04,C01660,M0093,180235.0,QRIS,success,,REF63522152,C2M,2025-07-13 01:59:04,1,Sunday,2025-07
T015363,2025-12-20 03:14:46,C00214,M0155,992856.0,QRIS,success,,REF10745520,C2M,2025-12-20 03:14:46,3,Saturday,2025-12
T056499,2025-07-01 08:53:57,C00115,M0010,292010.0,transfer,success,,REF63856981,C2M,2025-07-01 08:53:57,8,Tuesday,2025-07
T030363,2025-09-21 17:29:37,C01735,M0570,559940.0,transfer,success,,REF20986261,C2M,2025-09-21 17:29:37,17,Sunday,2025-09
T009994,2025-12-23 04:34:01,C01163,M0157,400683.0,transfer,success,,REF27372734,C2M,2025-12-23 04:34:01,4,Tuesday,2025-12
T053862,2025-08-07 10:52:07,C00436,M0023,192126.0,QRIS,success,,REF31675069,C2M,2025-08-07 10:52:07,10,Thursday,2025-08
T049835,2025-07-31 22:47:13,C00583,M0117,189927.0,transfer,success,,REF85584281,C2M,2025-07-31 22:47:13,22,Thursday,2025-07
T064642,2025-08-08 23:39:20,C01416,M0692,432451.0,transfer,success,,REF04131586,C2M,2025-08-08 23:39:20,23,Friday,2025-08
T061075,2026-06-16 02:54:18,C01060,M0584,48191.0,QRIS,success,,REF04090435,C2M,2026-06-16 02:54:18,2,Tuesday,2026-06
T049267,2026-05-03 21:05:17,C00135,M0116,588697.0,EDC,success,,REF29262271,C2M,2026-05-03 21:05:17,21,Sunday,2026-05
T005493,2025-11-29 21:59:03,C01247,M0248,415510.0,transfer,success,,REF38401920,C2M,2025-11-29 21:59:03,21,Saturday,2025-11
T013996,2026-03-07 08:50:38,C00287,M0227,57388.0,transfer,success,,REF21460658,C2M,2026-03-07 08:50:38,8,Saturday,2026-03
T045861,2025-07-09 09:07:22,C01975,M0432,117254.0,QRIS,success,,REF51470558,C2M,2025-07-09 09:07:22,9,Wednesday,2025-07
T047291,2026-01-26 02:27:09,C01762,M0515,190426.0,QRIS,success,,REF77240691,C2M,2026-01-26 02:27:09,2,Monday,2026-01
T001583,2025-10-13 19:59:59,C00601,M0665,770827.0,QRIS,success,,REF44485970,C2M,2025-10-13 19:59:59,19,Monday,2025-10
T050844,2026-06-05 04:20:51,C00394,M0211,130766.0,QRIS,success,,REF24941707,C2M,2026-06-05 04:20:51,4,Friday,2026-06
T052852,2025-11-13 12:09:02,C00202,M0582,629235.0,EDC,success,,REF39764225,C2M,2025-11-13 12:09:02,12,Thursday,2025-11
T029668,2025-07-11 17:33:55,C00296,M0285,417784.0,QRIS,success,,REF10285149,C2M,2025-07-11 17:33:55,17,Friday,2025-07
T050600,2025-08-22 15:02:48,C00706,M0549,165026.0,transfer,success,,REF15577612,C2M,2025-08-22 15:02:48,15,Friday,2025-08
T006941,2026-05-23 16:44:16,C00910,M0227,359244.0,EDC,success,,REF49419548,C2M,2026-05-23 16:44:16,16,Saturday,2026-05
T059988,2025-10-11 15:43:38,C00380,M0308,47569.0,EDC,success,,REF17808914,C2M,2025-10-11 15:43:38,15,Saturday,2025-10
T044764,2025-10-29 21:19:04,C01612,M0252,117538.0,transfer,success,,REF42943346,C2M,2025-10-29 21:19:04,21,Wednesday,2025-10
T016892,2026-06-11 00:10:35,C01739,M0398,168791.0,QRIS,success,,REF43071087,C2M,2026-06-11 00:10:35,0,Thursday,2026-06
T063386,2025-08-01 14:50:44,C01976,M0088,484696.0,QRIS,success,,REF62680005,C2M,2025-08-01 14:50:44,14,Friday,2025-08
T057451,2026-04-03 19:34:55,C00332,M0609,53067.0,QRIS,success,,REF09769862,C2M,2026-04-03 19:34:55,19,Friday,2026-04
T064186,2025-09-16 02:00:12,C00379,M0434,68321.0,QRIS,success,,REF34396774,C2M,2025-09-16 02:00:12,2,Tuesday,2025-09
T068505,2025-09-14 08:47:25,C00871,M0041,32299.0,transfer,success,,REF80082842,C2M,2025-09-14 08:47:25,8,Sunday,2025-09
T058252,2025-10-19 09:20:19,C00537,M0278,165648.0,QRIS,success,,REF75909145,C2M,2025-10-19 09:20:19,9,Sunday,2025-10
T060748,2026-03-20 04:51:32,C01936,M0707,14590.0,QRIS,success,,REF32559602,C2M,2026-03-20 04:51:32,4,Friday,2026-03
T043877,2026-04-30 10:25:49,C01853,M0469,125669.0,QRIS,success,,REF29118196,C2M,2026-04-30 10:25:49,10,Thursday,2026-04
T057444,2026-06-23 18:21:18,C00138,M0208,98338.0,transfer,success,,REF50512820,C2M,2026-06-23 18:21:18,18,Tuesday,2026-06
T063009,2026-01-23 12:02:00,C01466,M0317,78707.0,QRIS,success,,REF58278102,C2M,2026-01-23 12:02:00,12,Friday,2026-01
T024217,2025-07-14 14:19:29,C00852,M0700,598851.0,transfer,success,,REF43751277,C2M,2025-07-14 14:19:29,14,Monday,2025-07
T030176,2025-07-02 18:58:39,C01798,M0167,522170.0,transfer,success,,REF55793890,C2M,2025-07-02 18:58:39,18,Wednesday,2025-07
T019186,2026-04-05 22:46:26,C00867,M0161,489662.0,transfer,success,,REF61336823,C2M,2026-04-05 22:46:26,22,Sunday,2026-04
T066052,2026-05-05 00:25:21,C01166,M0426,90518.0,EDC,success,,REF37917770,C2M,2026-05-05 00:25:21,0,Tuesday,2026-05
T055527,2025-10-09 06:07:47,C00231,M0063,148619.0,EDC,success,,REF20147191,C2M,2025-10-09 06:07:47,6,Thursday,2025-10
T031274,2026-02-18 00:38:58,C01210,M0622,820270.0,QRIS,success,,REF33756322,C2M,2026-02-18 00:38:58,0,Wednesday,2026-02
T068598,2026-04-18 00:02:08,C00460,M0266,15746.0,EDC,success,,REF42454800,C2M,2026-04-18 00:02:08,0,Saturday,2026-04
T064199,2026-06-09 08:56:20,C00918,M0667,56569.0,EDC,success,,REF58138831,C2M,2026-06-09 08:56:20,8,Tuesday,2026-06
T047901,2026-05-01 13:00:19,C01502,M0628,27609.0,EDC,success,,REF57377704,C2M,2026-05-01 13:00:19,13,Friday,2026-05
T002481,2026-02-08 21:25:20,C00592,M0394,528706.0,transfer,success,,REF79814352,C2M,2026-02-08 21:25:20,21,Sunday,2026-02
T020025,2025-12-20 03:42:45,C01895,M0369,686692.0,transfer,success,,REF96167204,C2M,2025-12-20 03:42:45,3,Saturday,2025-12
T050540,2025-08-26 21:40:49,C00406,M0228,112950.0,QRIS,success,,REF78444737,C2M,2025-08-26 21:40:49,21,Tuesday,2025-08
T070675,2026-05-13 02:38:57,C01880,M0214,175453.0,transfer,success,,REF38003821,C2M,2026-05-13 02:38:57,2,Wednesday,2026-05
T044087,2025-12-17 20:46:22,C01578,M0145,458935.0,QRIS,success,,REF14276327,C2M,2025-12-17 20:46:22,20,Wednesday,2025-12
T050889,2025-07-15 15:01:00,C01269,M0605,470971.0,QRIS,success,,REF33772812,C2M,2025-07-15 15:01:00,15,Tuesday,2025-07
T047172,2026-02-16 04:12:11,C01552,M0621,29233.0,transfer,success,,REF71707717,C2M,2026-02-16 04:12:11,4,Monday,2026-02
T048142,2025-10-15 11:09:38,C00725,M0474,362188.0,QRIS,success,,REF12691678,C2M,2025-10-15 11:09:38,11,Wednesday,2025-10
T048077,2026-02-27 11:44:53,C01225,M0534,415965.0,QRIS,success,,REF96038060,C2M,2026-02-27 11:44:53,11,Friday,2026-02
T063261,2025-09-20 16:38:30,C01748,M0223,18602.0,EDC,success,,REF33945595,C2M,2025-09-20 16:38:30,16,Saturday,2025-09
T056958,2025-07-06 23:36:28,C00064,M0446,52936.0,EDC,success,,REF20612985,C2M,2025-07-06 23:36:28,23,Sunday,2025-07
T053684,2026-06-30 18:00:55,C00465,M0208,14929.0,QRIS,success,,REF20765699,C2M,2026-06-30 18:00:55,18,Tuesday,2026-06
T070761,2026-03-25 00:17:33,C00985,M0646,261939.0,transfer,success,,REF75586594,C2M,2026-03-25 00:17:33,0,Wednesday,2026-03
T059801,2026-02-19 23:44:31,C00312,M0252,425870.0,QRIS,success,,REF54597916,C2M,2026-02-19 23:44:31,23,Thursday,2026-02
T043040,2026-06-16 20:04:10,C00553,M0304,40095.0,QRIS,success,,REF29279883,C2M,2026-06-16 20:04:10,20,Tuesday,2026-06
T050250,2025-12-16 17:30:45,C00956,M0373,40485.0,transfer,success,,REF74259110,C2M,2025-12-16 17:30:45,17,Tuesday,2025-12
T031687,2025-11-20 23:42:24,C01722,M0558,172593.0,transfer,success,,REF25774642,C2M,2025-11-20 23:42:24,23,Thursday,2025-11
T047479,2025-08-18 02:19:21,C01191,M0041,64792.0,QRIS,success,,REF31736740,C2M,2025-08-18 02:19:21,2,Monday,2025-08
T068687,2025-10-04 19:21:25,C00518,M0448,627036.0,QRIS,success,,REF37358302,C2M,2025-10-04 19:21:25,19,Saturday,2025-10
T066169,2026-01-12 13:09:56,C00848,M0494,29042.0,QRIS,success,,REF19180353,C2M,2026-01-12 13:09:56,13,Monday,2026-01
T071149,2025-08-18 17:58:35,C01495,M0280,155293.0,QRIS,success,,REF21989294,C2M,2025-08-18 17:58:35,17,Monday,2025-08
T057519,2026-01-26 23:23:01,C00564,M0316,14163.0,EDC,success,,REF02743213,C2M,2026-01-26 23:23:01,23,Monday,2026-01
T031919,2025-09-04 04:12:41,C00808,M0553,776690.0,transfer,success,,REF95701965,C2M,2025-09-04 04:12:41,4,Thursday,2025-09
T047075,2026-05-26 07:35:10,C00562,M0587,247027.0,EDC,success,,REF24345736,C2M,2026-05-26 07:35:10,7,Tuesday,2026-05
T024945,2025-10-15 02:47:13,C00004,M0227,261119.0,transfer,success,,REF54963292,C2M,2025-10-15 02:47:13,2,Wednesday,2025-10
T021515,2025-07-05 00:51:27,C01915,M0517,444341.0,QRIS,success,,REF41655731,C2M,2025-07-05 00:51:27,0,Saturday,2025-07
T051845,2026-03-23 04:26:42,C00476,M0592,16025.0,EDC,success,,REF09757199,C2M,2026-03-23 04:26:42,4,Monday,2026-03
T031729,2025-07-21 05:13:48,C00115,M0675,732651.0,transfer,success,,REF93960330,C2M,2025-07-21 05:13:48,5,Monday,2025-07
T023739,2026-04-16 11:45:58,C01258,M0318,186146.0,transfer,success,,REF89355047,C2M,2026-04-16 11:45:58,11,Thursday,2026-04
T060172,2025-08-21 17:01:06,C01185,M0273,37763.0,QRIS,success,,REF33884275,C2M,2025-08-21 17:01:06,17,Thursday,2025-08
T007936,2026-04-03 09:38:24,C01827,M0591,129427.0,transfer,success,,REF84457400,C2M,2026-04-03 09:38:24,9,Friday,2026-04
T007157,2025-10-04 10:47:05,C00513,M0159,391013.0,transfer,success,,REF72147092,C2M,2025-10-04 10:47:05,10,Saturday,2025-10
T062099,2025-12-01 02:46:27,C00574,M0442,16438.0,QRIS,success,,REF93812466,C2M,2025-12-01 02:46:27,2,Monday,2025-12
T035826,2025-12-21 11:08:08,C01148,M0243,269300.0,transfer,success,,REF38536833,C2M,2025-12-21 11:08:08,11,Sunday,2025-12
T006097,2026-01-22 18:01:24,C00684,M0199,469367.0,transfer,success,,REF84094184,C2M,2026-01-22 18:01:24,18,Thursday,2026-01
T031401,2026-05-11 07:51:52,C01702,M0157,227915.0,QRIS,success,,REF38885698,C2M,2026-05-11 07:51:52,7,Monday,2026-05
T057108,2026-05-07 17:52:38,C00543,M0217,176078.0,EDC,success,,REF74100496,C2M,2026-05-07 17:52:38,17,Thursday,2026-05
T052044,2026-04-14 07:58:25,C01455,M0114,186170.0,QRIS,success,,REF33572254,C2M,2026-04-14 07:58:25,7,Tuesday,2026-04
T069640,2026-06-09 09:37:43,C00037,M0391,280647.0,EDC,success,,REF57262760,C2M,2026-06-09 09:37:43,9,Tuesday,2026-06
T044988,2026-04-25 19:56:33,C01324,M0419,32023.0,EDC,success,,REF11098174,C2M,2026-04-25 19:56:33,19,Saturday,2026-04
T061927,2025-08-02 08:10:44,C00784,M0180,47153.0,QRIS,success,,REF40515913,C2M,2025-08-02 08:10:44,8,Saturday,2025-08
T052057,2025-10-08 21:57:05,C01248,M0235,18683.0,QRIS,success,,REF11365718,C2M,2025-10-08 21:57:05,21,Wednesday,2025-10
T050943,2025-09-23 21:37:06,C00050,M0114,18415.0,QRIS,success,,REF70629287,C2M,2025-09-23 21:37:06,21,Tuesday,2025-09
T049356,2026-03-07 03:01:00,C01652,M0360,30573.0,QRIS,success,,REF18110235,C2M,2026-03-07 03:01:00,3,Saturday,2026-03
T052503,2026-01-12 13:15:57,C00841,M0077,41477.0,EDC,success,,REF04118743,C2M,2026-01-12 13:15:57,13,Monday,2026-01
T058512,2026-04-05 02:23:11,C00393,M0496,14335.0,EDC,success,,REF70654725,C2M,2026-04-05 02:23:11,2,Sunday,2026-04
T043782,2026-02-02 02:55:15,C01465,M0582,409984.0,QRIS,success,,REF58906876,C2M,2026-02-02 02:55:15,2,Monday,2026-02
T038209,2026-02-21 02:30:54,C00691,M0320,744241.0,QRIS,success,,REF67767580,C2M,2026-02-21 02:30:54,2,Saturday,2026-02
T009251,2026-04-02 16:15:06,C00610,M0700,285672.0,transfer,success,,REF82314693,C2M,2026-04-02 16:15:06,16,Thursday,2026-04
T031642,2025-12-20 00:45:03,C00757,M0218,485989.0,transfer,success,,REF76187485,C2M,2025-12-20 00:45:03,0,Saturday,2025-12
T012480,2026-03-27 16:25:58,C01912,M0551,156777.0,QRIS,success,,REF47952057,C2M,2026-03-27 16:25:58,16,Friday,2026-03
T020895,2026-03-06 00:20:08,C00234,M0309,329795.0,EDC,success,,REF43161169,C2M,2026-03-06 00:20:08,0,Friday,2026-03
T050503,2026-01-31 14:20:10,C01594,M0101,336850.0,transfer,success,,REF18460097,C2M,2026-01-31 14:20:10,14,Saturday,2026-01
T053604,2026-06-01 02:50:14,C00509,M0321,125763.0,QRIS,success,,REF07209394,C2M,2026-06-01 02:50:14,2,Monday,2026-06
T059083,2026-06-14 06:11:52,C00239,M0652,335808.0,QRIS,success,,REF62500532,C2M,2026-06-14 06:11:52,6,Sunday,2026-06
T018893,2025-07-08 05:33:05,C01130,M0502,415893.0,QRIS,success,,REF65704784,C2M,2025-07-08 05:33:05,5,Tuesday,2025-07
T052629,2025-07-15 23:06:09,C00371,M0492,30771.0,QRIS,success,,REF51692374,C2M,2025-07-15 23:06:09,23,Tuesday,2025-07
T065726,2025-11-23 07:48:06,C01570,M0259,42145.0,unknown,success,,REF69160187,C2M,2025-11-23 07:48:06,7,Sunday,2025-11
T032592,2025-07-01 14:34:29,C01519,M0378,519814.0,QRIS,success,,REF86240847,C2M,2025-07-01 14:34:29,14,Tuesday,2025-07
T049965,2025-12-21 21:12:31,C00159,M0546,100966.0,QRIS,success,,REF24923544,C2M,2025-12-21 21:12:31,21,Sunday,2025-12
T047958,2026-02-24 12:36:38,C01962,M0176,230731.0,QRIS,success,,REF51608538,C2M,2026-02-24 12:36:38,12,Tuesday,2026-02
T042425,2026-03-10 20:40:13,C01988,M0563,37999.0,EDC,success,,REF80154347,C2M,2026-03-10 20:40:13,20,Tuesday,2026-03
T047454,2025-08-01 10:54:08,C01682,M0163,160761.0,QRIS,success,,REF18992049,C2M,2025-08-01 10:54:08,10,Friday,2025-08
T029336,2026-02-15 09:01:43,C01719,M0477,475339.0,transfer,success,,REF08109359,C2M,2026-02-15 09:01:43,9,Sunday,2026-02
T051622,2025-08-30 08:55:50,C01131,M0185,355929.0,QRIS,success,,REF27370684,C2M,2025-08-30 08:55:50,8,Saturday,2025-08
T049124,2025-08-28 05:41:44,C01044,M0652,27061.0,QRIS,success,,REF20377336,C2M,2025-08-28 05:41:44,5,Thursday,2025-08
T058675,2025-08-23 06:01:47,C00558,M0134,34943.0,transfer,success,,REF44780251,C2M,2025-08-23 06:01:47,6,Saturday,2025-08
T035986,2026-04-02 04:18:43,C01027,M0346,644769.0,transfer,success,,REF93025758,C2M,2026-04-02 04:18:43,4,Thursday,2026-04
T058052,2026-03-04 00:33:51,C00410,M0039,170576.0,QRIS,success,,REF08847702,C2M,2026-03-04 00:33:51,0,Wednesday,2026-03
T047246,2025-09-01 13:44:26,C00778,M0351,30241.0,QRIS,success,,REF51837492,C2M,2025-09-01 13:44:26,13,Monday,2025-09
T017042,2025-12-15 01:35:05,C01555,M0124,55064.0,transfer,success,,REF88238067,C2M,2025-12-15 01:35:05,1,Monday,2025-12
T007085,2026-01-24 14:27:57,C01355,M0118,655637.0,QRIS,success,,REF98897934,C2M,2026-01-24 14:27:57,14,Saturday,2026-01
T057754,2025-11-20 15:51:36,C00553,M0027,31148.0,QRIS,success,,REF45006209,C2M,2025-11-20 15:51:36,15,Thursday,2025-11
T059462,2026-04-04 13:08:38,C01207,M0699,610120.0,transfer,success,,REF47130475,C2M,2026-04-04 13:08:38,13,Saturday,2026-04
