merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_nasabah_bni,produk_bni,tgl_registrasi,status,avg_omzet_bulanan,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_bni_numeric
M0274,Toko Indonesia,Grocery,toko_kelontong,retailer,Bekasi,Kemang Pratama,Ya,EDC,2025-08-01,aktif,66267474.0,4.0,43.0,4.9,1.0,0,0,1,1
M0271,Toko Citra,Grocery,distributor,retailer,Depok,Margonda,Ya,Giro,2019-08-18,aktif,240239274.0,15.0,6.0,3.1,1.0,0,1,1,1
M0269,Toko Bang Jali,Grocery,supermarket,retailer,Bogor,Cibinong,Ya,"QRIS, Giro",2024-11-26,aktif,44187829.0,8.0,24.0,4.6,1.0,0,1,1,1
M0268,Minimarket Sejahtera,Grocery,minimarket,retailer,Jakarta,Senayan,Ya,"EDC, QRIS",2025-01-03,aktif,18126268.0,14.0,18.0,3.8,2.0,0,0,1,1
M0267,Toko Sukses,Grocery,distributor,retailer,Jakarta,Kelapa Gading,Ya,"QRIS, Giro",2025-11-30,aktif,285333769.0,15.0,4.0,4.1,1.0,1,1,1,1
M0266,Minimarket Indonesia,Grocery,minimarket,retailer,Bogor,Sentul,Ya,QRIS,2019-07-18,aktif,21359243.0,11.0,37.0,3.1,1.0,0,0,1,1
M0264,CV Grosir Prima,Grocery,supermarket,supplier,Bekasi,Grand Galaxy,Ya,Giro,2025-05-22,aktif,129668258.0,2.0,100.0,3.7,1.0,0,0,1,1
M0263,CV Grosir Pratama,Grocery,distributor,supplier,Bandung,Braga,Ya,EDC,2020-08-20,aktif,22009530.0,3.0,67.0,4.4,1.0,0,0,1,1
M0262,CV Grosir Bu Tini,Grocery,toko_kelontong,supplier,Bandung,Cihampelas,Ya,"EDC, QRIS",2024-10-01,aktif,280582880.0,17.0,35.0,4.6,1.0,0,0,1,1
M0195,PT Tekstil Sentosa,Fashion,textile,supplier,Bogor,Cibinong,Ya,"EDC, QRIS, Giro",2023-12-29,aktif,337996041.0,14.0,79.0,4.5,1.0,0,0,1,1
M0191,PT Tekstil Mulia,Fashion,footwear,supplier,Jakarta,Kelapa Gading,Ya,"QRIS, Giro",2019-05-13,aktif,205876707.0,11.0,96.0,3.7,2.0,1,1,1,1
M0187,Butik Karya,Fashion,footwear,retailer,Jakarta,Thamrin,Ya,"EDC, QRIS",2022-04-25,aktif,100524683.0,10.0,29.0,3.4,1.0,0,0,1,1
M0184,PT Tekstil Maju,Fashion,footwear,supplier,Tangerang,Gading Serpong,Ya,QRIS,2022-09-21,aktif,432882952.0,20.0,76.0,4.6,1.0,0,0,1,1
M0182,UD Kain Indonesia,Fashion,accessories,supplier,Depok,Cimanggis,Ya,Giro,2019-06-01,aktif,148229744.0,1.0,71.0,4.5,2.0,0,0,1,1
M0258,UD Sembako Maju,Grocery,minimarket,supplier,Bandung,Dago,Ya,"EDC, QRIS, Giro",2025-10-13,aktif,167060140.0,8.0,30.0,0.0,1.0,0,1,0,1
M0257,UD Sembako Bang Jali,Grocery,supermarket,supplier,Tangerang,Cipondoh,Ya,"EDC, QRIS",2021-04-12,aktif,810797524.0,8.0,30.0,4.2,1.0,0,1,1,1
M0252,PT Distribusi Jaya,Grocery,distributor,supplier,Depok,Margonda,Ya,"QRIS, Giro",2021-06-08,aktif,613253873.0,6.0,82.0,0.0,1.0,0,1,0,1
M0251,Toko Purnama,Grocery,minimarket,retailer,Bogor,Cibinong,Ya,QRIS,2020-02-18,aktif,21108881.0,1.0,39.0,0.0,1.0,0,1,0,1
M0250,Mart Bu Tini,Grocery,distributor,retailer,Jakarta,Menteng,Ya,EDC,2021-10-10,aktif,94535269.0,19.0,30.0,4.4,1.0,0,1,1,1
M0248,Minimarket Harmoni,Grocery,distributor,retailer,Bandung,Setiabudhi,Ya,"EDC, QRIS, Giro",2025-01-17,aktif,36470114.0,11.0,48.0,3.2,1.0,0,0,1,1
M0247,Toko Sentosa,Grocery,distributor,retailer,Bandung,Dago,Ya,Giro,2021-01-07,aktif,42821429.0,14.0,18.0,4.2,1.0,0,0,1,1
M0246,UD Sembako Makmur,Grocery,distributor,supplier,Tangerang,Gading Serpong,Ya,QRIS,2021-06-11,aktif,225177381.0,11.0,39.0,4.6,2.0,0,0,1,1
M0245,UD Sembako Pak Haji,Grocery,minimarket,supplier,Tangerang,BSD,Ya,"QRIS, Giro",2023-08-29,aktif,112646243.0,14.0,61.0,4.5,1.0,0,1,1,1
M0211,Mart Maju,Grocery,supermarket,retailer,Bandung,Buah Batu,Ya,"QRIS, Giro",2024-03-27,aktif,109759422.0,9.0,45.0,3.4,1.0,0,0,1,1
M0210,Swalayan Mandiri,Grocery,minimarket,retailer,Tangerang,Alam Sutera,Ya,Giro,2025-11-25,aktif,2104741179.0,4.0,42.0,4.0,1.0,0,1,1,1
M0209,Minimarket Utama,Grocery,toko_kelontong,retailer,Depok,Sawangan,Ya,QRIS,2022-07-31,aktif,104379402.0,9.0,27.0,3.4,1.0,0,0,1,1
M0207,CV Grosir Mulia,Grocery,distributor,supplier,Bandung,Cihampelas,Ya,QRIS,2019-09-03,aktif,444307840.0,10.0,30.0,3.5,2.0,0,1,1,1
M0204,UD Sembako Nusantara,Grocery,supermarket,supplier,Bekasi,Summarecon,Ya,"QRIS, Giro",2025-10-14,aktif,683708107.0,17.0,90.0,4.7,1.0,0,0,1,1
M0203,Mart Abadi,Grocery,toko_kelontong,retailer,Bandung,Buah Batu,Ya,"QRIS, Giro",2022-01-29,aktif,174031368.0,10.0,5.0,0.0,1.0,0,1,0,1
M0200,Butik Pratama,Fashion,clothing,retailer,Bekasi,Summarecon,Ya,"EDC, QRIS, Giro",2024-10-20,aktif,23472186.0,4.0,32.0,0.0,1.0,0,0,0,1
M0244,UD Sembako Prima,Grocery,supermarket,supplier,Bogor,Bogor Tengah,Ya,"QRIS, Giro",2023-12-15,aktif,588215629.0,10.0,62.0,0.0,1.0,1,0,0,1
M0243,CV Grosir Bang Jali,Grocery,toko_kelontong,supplier,Jakarta,Senayan,Ya,"QRIS, Giro",2020-04-04,aktif,440750636.0,4.0,75.0,3.9,2.0,0,0,1,1
M0241,Swalayan Berkah,Grocery,supermarket,retailer,Bandung,Buah Batu,Ya,Giro,2025-10-17,aktif,32175998.0,16.0,30.0,3.1,5.0,0,1,1,1
M0240,Minimarket Lestari,Grocery,supermarket,retailer,Depok,Margonda,Ya,"QRIS, Giro",2022-06-27,aktif,141412258.0,14.0,37.0,0.0,2.0,0,1,0,1
M0238,Mart Mulia,Grocery,minimarket,retailer,Bogor,Tanah Sareal,Ya,EDC,2024-01-04,tidak aktif,77656738.0,3.0,10.0,0.0,2.0,0,1,0,1
M0234,Toko Buana,Grocery,toko_kelontong,retailer,Bandung,Buah Batu,Ya,"EDC, QRIS, Giro",2025-02-03,aktif,36526905.0,10.0,24.0,0.0,2.0,0,0,0,1
M0232,Toko Abadi,Grocery,supermarket,retailer,Bandung,Cihampelas,Ya,"EDC, QRIS, Giro",2019-06-02,aktif,79782339.0,18.0,8.0,0.0,3.0,0,0,0,1
M0226,Mart Mas Bro,Grocery,toko_kelontong,retailer,Depok,Cimanggis,Ya,"EDC, QRIS, Giro",2022-01-25,aktif,174957831.0,1.0,23.0,3.8,2.0,1,1,1,1
M0222,Minimarket Pratama,Grocery,distributor,retailer,Bogor,Cibinong,Ya,"EDC, QRIS, Giro",2021-04-15,aktif,12230719.0,10.0,13.0,4.1,1.0,0,1,1,1
M0221,Swalayan Bang Jali,Grocery,distributor,retailer,Bekasi,Grand Galaxy,Ya,"EDC, QRIS, Giro",2021-09-19,aktif,527253866.0,7.0,29.0,4.3,2.0,0,1,1,1
M0218,Swalayan Pratama,Grocery,toko_kelontong,retailer,Bekasi,Kemang Pratama,Ya,"QRIS, Giro",2022-05-10,aktif,53056251.0,14.0,5.0,0.0,1.0,0,0,0,1
M0216,Toko Utama,Grocery,minimarket,retailer,Bekasi,Kemang Pratama,Ya,"EDC, QRIS",2025-04-03,aktif,130003547.0,9.0,24.0,4.0,1.0,0,0,1,1
M0214,Mart Anugrah,Grocery,distributor,retailer,Tangerang,Alam Sutera,Ya,Giro,2019-07-29,aktif,118006719.0,12.0,46.0,3.3,2.0,0,1,1,1
M0213,Toko Barokah,Grocery,toko_kelontong,retailer,Bekasi,Harapan Indah,Ya,"EDC, QRIS, Giro",2024-04-11,aktif,154948225.0,12.0,30.0,3.3,1.0,0,1,1,1
M0004,Resto Abadi,F&B,catering,retailer,Bogor,Dramaga,Ya,"EDC, QRIS",2025-10-08,aktif,258582893.0,4.0,25.0,0.0,1.0,0,0,0,1
M0403,TOKO SPAREPART SEJAHTERA,Automotive,sparepart,retailer,Tangerang,Alam Sutera,Ya,"EDC, QRIS",2022-02-01,aktif,222065987.0,8.0,26.0,3.5,1.0,0,1,1,1
M0400,PT Otomotif Sejahtera,Automotive,dealer,supplier,Tangerang,Karawaci,Ya,"QRIS, Giro",2025-10-30,aktif,792143444.0,12.0,43.0,3.2,2.0,0,0,1,1
M0395,Toko Sparepart Anugrah,Automotive,accessories,retailer,Depok,Margonda,Ya,EDC,2024-04-27,aktif,189802783.0,1.0,1.0,0.0,1.0,0,1,0,1
M0390,UD Oli Purnama,Automotive,bengkel,supplier,Bandung,Cihampelas,Ya,EDC,2023-07-26,aktif,185483609.0,6.0,15.0,4.1,2.0,1,0,1,1
M0389,Auto Lestari,Automotive,dealer,retailer,Bandung,Dago,Ya,Giro,2020-02-07,aktif,154450073.0,14.0,25.0,0.0,1.0,1,1,0,1
M0018,PT Distributor Citra,F&B,bakery,supplier,Depok,Cinere,Ya,"QRIS, Giro",2024-01-24,aktif,378375582.0,7.0,90.0,0.0,1.0,1,0,0,1
M0017,Kafe Mas Bro,F&B,warung,retailer,Bekasi,Jababeka,Ya,"QRIS, Giro",2025-10-20,tidak aktif,26388846.0,14.0,29.0,3.8,2.0,0,0,1,1
M0015,UD Supplier Anugrah,F&B,cafe,supplier,Bekasi,Jababeka,Ya,"QRIS, Giro",2019-01-03,aktif,74036275.0,15.0,96.0,0.0,1.0,0,1,0,1
M0013,RM Persada,F&B,bakery,retailer,Depok,Margonda,Ya,Giro,2020-10-09,aktif,81634787.0,19.0,25.0,3.8,1.0,0,0,1,1
M0011,Bakery Berkah,F&B,cafe,retailer,Bekasi,Grand Galaxy,Ya,QRIS,2019-07-12,aktif,43268008.0,4.0,30.0,4.9,1.0,0,0,1,1
M0010,Kafe Gemilang,F&B,cafe,retailer,Tangerang,Cipondoh,Ya,"QRIS, Giro",2025-01-16,aktif,106996217.0,2.0,18.0,4.3,3.0,0,0,1,1
M0009,Dapur Pratama,F&B,catering,retailer,Bogor,Cibinong,Ya,EDC,2025-05-12,aktif,43032794.0,16.0,20.0,5.0,1.0,0,0,1,1
M0007,Warung Anugrah,F&B,cafe,retailer,Tangerang,Gading Serpong,Ya,EDC,2021-12-29,aktif,271994263.0,10.0,12.0,0.0,2.0,0,0,0,1
M0005,Warung Abadi,F&B,warung,retailer,Bekasi,Summarecon,Ya,"EDC, QRIS, Giro",2025-12-08,aktif,53183670.0,15.0,25.0,0.0,1.0,1,1,0,1
M0016,Dapur Lestari,F&B,cafe,retailer,Jakarta,Cempaka Putih,Ya,"QRIS, Giro",2019-11-19,aktif,65037272.0,8.0,1.0,3.9,2.0,0,0,1,1
M0230,PT Distribusi Mandiri,Grocery,distributor,supplier,Bogor,Unknown,Ya,Giro,2020-02-16,aktif,506825945.0,12.0,99.0,3.3,1.0,1,0,1,1
M0217,Minimarket Kang Asep,Grocery,minimarket,retailer,Bekasi,Unknown,Ya,EDC,2022-09-26,aktif,32751434.0,10.0,12.0,4.6,1.0,1,0,1,1
M0254,Swalayan Sumber,Grocery,distributor,retailer,Jakarta,Senayan,Ya,"EDC, QRIS",2023-04-11,aktif,53056251.0,1.0,41.0,4.3,1.0,0,0,1,1
M0192,CV Konveksi Sentosa,Fashion,accessories,supplier,Bandung,Unknown,Ya,Giro,2022-07-11,aktif,583829201.0,12.0,46.0,0.0,1.0,0,0,0,1
M0253,Mart Pratama,Grocery,supermarket,retailer,Bogor,Bogor Tengah,Ya,EDC,2024-11-05,aktif,53056251.0,14.0,19.0,0.0,1.0,0,0,0,1
M0071,Warung Pratama,F&B,cafe,retailer,Bandung,Dago,Ya,"EDC, QRIS",2021-11-24,aktif,65037272.0,14.0,6.0,5.0,2.0,0,1,1,1
M0324,Gadget Prima,Electronics,gadget,retailer,Bogor,Tanah Sareal,Ya,QRIS,2025-11-04,aktif,71649473.0,13.0,41.0,4.3,2.0,0,0,1,1
M0121,Fashion Mandiri,Fashion,accessories,retailer,Bekasi,Unknown,Ya,"QRIS, Giro",2025-04-18,aktif,133809640.0,10.0,30.0,0.0,1.0,0,0,0,1
M0129,Unknown_M0129,Fashion,accessories,supplier,Bandung,Braga,Ya,EDC,2025-08-08,aktif,318687351.0,17.0,50.0,3.5,1.0,0,1,1,1
M0135,CV Konveksi Pak Haji,Fashion,accessories,supplier,Depok,Unknown,Ya,Giro,2023-06-22,aktif,141026815.0,4.0,91.0,4.9,1.0,0,0,1,1
M0174,Outlet Utama,Fashion,textile,retailer,Jakarta,Unknown,Ya,QRIS,2019-11-21,aktif,89257568.0,3.0,12.0,0.0,1.0,0,0,0,1
M0094,Warung Barokah,F&B,cafe,retailer,Depok,Cimanggis,Ya,"QRIS, Giro",2024-08-03,aktif,65037272.0,17.0,49.0,3.5,1.0,0,0,1,1
M0384,Toko Sparepart Prima,Automotive,dealer,retailer,Jakarta,Unknown,Ya,"EDC, QRIS, Giro",2019-10-02,aktif,40907356.0,7.0,24.0,3.1,1.0,0,0,1,1
M0349,Toko Sparepart Mandiri,Automotive,sparepart,retailer,Bekasi,Unknown,Ya,"EDC, QRIS",2023-07-24,aktif,34394258.0,7.0,41.0,0.0,5.0,0,0,0,1
M0028,Resto Barokah,F&B,warung,retailer,Depok,Unknown,Ya,"QRIS, Giro",2020-10-06,tidak aktif,92076307.0,10.0,44.0,3.3,1.0,0,1,1,1
M0052,Kafe Bang Jali,F&B,catering,retailer,Tangerang,Alam Sutera,Ya,EDC,2020-05-12,aktif,65037272.0,19.0,35.0,0.0,1.0,0,1,0,1
M0387,UD Oli Surya,Automotive,accessories,supplier,Jakarta,Kemang,Ya,"EDC, QRIS, Giro",2024-06-11,aktif,214874842.5,15.0,56.0,0.0,1.0,0,1,0,1
M0347,Bengkel Sumber,Automotive,sparepart,retailer,Bekasi,Kemang Pratama,Ya,"EDC, QRIS",2022-07-14,aktif,80332371.0,4.0,8.0,4.7,1.0,0,0,1,1
M0198,Fashion Anugrah,Fashion,textile,retailer,Tangerang,BSD,Tidak,,,,75402621.0,18.0,17.0,4.7,1.0,0,1,1,0
M0197,Butik Bersama,Fashion,accessories,retailer,Bandung,Buah Batu,Tidak,,,,29636827.0,1.0,19.0,0.0,1.0,0,0,0,0
M0185,Outlet Harmoni,Fashion,footwear,retailer,Tangerang,Cipondoh,Tidak,,,,53697848.0,15.0,32.0,4.5,1.0,0,1,1,0
M0186,CV Konveksi Bang Jali,Fashion,footwear,supplier,Depok,Cimanggis,Tidak,,,,520968634.0,20.0,90.0,3.9,1.0,0,0,1,0
M0189,Fashion Barokah,Fashion,clothing,retailer,Bekasi,Grand Galaxy,Tidak,,,,30642106.0,19.0,8.0,4.4,1.0,0,1,1,0
M0224,Mart Surya,Grocery,toko_kelontong,retailer,Tangerang,Karawaci,Tidak,,,,15379649.0,10.0,33.0,4.4,1.0,1,0,1,0
M0397,Auto Purnama,Automotive,bengkel,retailer,Depok,Cinere,Tidak,,,,14050645.0,9.0,41.0,4.1,1.0,1,0,1,0
M0020,Kedai Mulia,F&B,bakery,retailer,Bandung,Dago,Tidak,,,,18419614.0,3.0,26.0,4.4,2.0,1,0,1,0
M0014,Kedai Mandiri,F&B,bakery,retailer,Bekasi,Jababeka,Tidak,,,,11734546.0,20.0,30.0,3.5,1.0,1,0,1,0
M0391,Toko Sparepart Sentosa,Automotive,dealer,retailer,Jakarta,Senayan,Tidak,,,,29251072.0,1.0,15.0,4.7,1.0,0,0,1,0
M0229,Swalayan Mulia,Grocery,minimarket,retailer,Bogor,Cibinong,Tidak,,,,34491609.0,5.0,30.0,4.0,1.0,0,1,1,0
M0225,Mart Berkah,Grocery,toko_kelontong,retailer,Bogor,Dramaga,Tidak,,,,42937722.0,10.0,10.0,4.4,2.0,0,1,1,0
M0228,Swalayan Maju,Grocery,toko_kelontong,retailer,Depok,Cimanggis,Tidak,,,,24891319.0,16.0,41.0,4.2,1.0,1,0,1,0
M0215,Toko Harmoni,Grocery,distributor,retailer,Bekasi,Harapan Indah,Tidak,,,,49439372.0,9.0,27.0,4.4,2.0,1,0,1,0
M0231,UD Sembako Mas Bro,Grocery,distributor,supplier,Bogor,Tanah Sareal,Tidak,,,,164054081.0,2.0,53.0,4.1,3.0,0,0,1,0
M0219,UD Sembako Lestari,Grocery,distributor,supplier,Bekasi,Grand Galaxy,Tidak,,,,199576696.0,8.0,36.0,0.0,5.0,0,0,0,0
M0393,Bengkel Bu Tini,Automotive,bengkel,retailer,Jakarta,Tebet,Tidak,,,,20010948.0,12.0,5.0,4.5,5.0,1,1,1,0
M0392,Bengkel Indonesia,Automotive,sparepart,retailer,Bogor,Bogor Tengah,Tidak,,,,102229133.0,3.0,49.0,4.5,1.0,0,1,1,0
M0083,Resto Mandiri,F&B,cafe,retailer,Bekasi,Kemang Pratama,Tidak,,,,248289171.0,20.0,14.0,4.7,1.0,0,0,1,0
M0075,Kedai Surya,F&B,catering,retailer,Tangerang,Karawaci,Tidak,,,,6213465.0,11.0,23.0,3.3,3.0,0,1,1,0
M0106,Kafe Abadi,F&B,catering,retailer,Bogor,Dramaga,Tidak,,,,94456103.0,10.0,31.0,4.8,1.0,0,0,1,0
M0113,Dapur Surya,F&B,cafe,retailer,Bogor,Bogor Tengah,Tidak,,,,69317446.0,9.0,22.0,3.7,3.0,0,1,1,0
M0259,Swalayan Mas Bro,Grocery,supermarket,retailer,Bogor,Bogor Tengah,Tidak,,,,97898079.0,15.0,41.0,3.3,1.0,1,0,1,0
M0181,Fashion Buana,Fashion,accessories,retailer,Bogor,Cibinong,Tidak,,,,115306068.0,4.0,49.0,4.6,1.0,0,0,1,0
M0196,Toko Baju Karya,Fashion,footwear,retailer,Depok,Sawangan,Tidak,,,,92876911.0,20.0,37.0,3.3,2.0,0,1,1,0
M0194,Outlet Sukses,Fashion,footwear,retailer,Bandung,Cihampelas,Tidak,,,,21398579.0,15.0,38.0,4.7,5.0,1,1,1,0
M0193,Outlet Bang Jali,Fashion,textile,retailer,Jakarta,Kelapa Gading,Tidak,,,,79612714.0,11.0,30.0,3.4,1.0,0,0,1,0
M0190,Butik Makmur,Fashion,accessories,retailer,Bandung,Buah Batu,Tidak,,,,16795767.0,10.0,32.0,4.8,1.0,0,1,1,0
M0239,Toko Gemilang,Grocery,toko_kelontong,retailer,Bekasi,Kemang Pratama,Tidak,,,,36193575.0,1.0,28.0,4.9,1.0,0,0,1,0
M0201,PT Distribusi Sumber,Grocery,minimarket,supplier,Depok,Cinere,Tidak,,,,391787393.0,10.0,69.0,0.0,2.0,1,0,0,0
M0255,Mart Harmoni,Grocery,supermarket,retailer,Tangerang,Alam Sutera,Tidak,,,,16727540.0,1.0,23.0,3.1,2.0,1,0,1,0
M0202,PT Distribusi Nusantara,Grocery,toko_kelontong,supplier,Bogor,Dramaga,Tidak,,,,460870486.0,12.0,13.0,3.1,2.0,0,0,1,0
M0212,CV Grosir Kang Asep,Grocery,distributor,supplier,Jakarta,Sudirman,Tidak,,,,729925120.0,15.0,89.0,3.1,3.0,0,0,1,0
M0249,Minimarket Bang Jali,Grocery,supermarket,retailer,Jakarta,Kelapa Gading,Tidak,,,,321628855.0,13.0,30.0,3.2,1.0,0,1,1,0
M0179,CV Konveksi Mas Bro,Fashion,clothing,supplier,Bekasi,Summarecon,Tidak,,,,238117434.0,19.0,92.0,0.0,1.0,0,0,0,0
M0163,Outlet Buana,Fashion,accessories,retailer,Bandung,Buah Batu,Tidak,,,,186275258.0,7.0,46.0,4.8,1.0,0,1,1,0
M0172,Fashion Mulia,Fashion,textile,retailer,Jakarta,Thamrin,Tidak,,,,31508589.0,18.0,44.0,3.5,1.0,0,0,1,0
M0273,Minimarket Persada,Grocery,minimarket,retailer,Bogor,Sentul,Tidak,,,,187042678.0,7.0,38.0,3.7,5.0,0,0,1,0
M0261,UD Sembako Sukses,Grocery,distributor,supplier,Bogor,Bogor Tengah,Tidak,,,,140182488.0,10.0,12.0,3.3,1.0,1,0,1,0
M0104,Dapur Gemilang,F&B,bakery,retailer,Jakarta,Kuningan,Tidak,,,,31894701.0,13.0,6.0,0.0,5.0,0,1,0,0
M0128,Toko Baju Persada,Fashion,accessories,retailer,Bandung,Braga,Tidak,,,,39441615.0,20.0,30.0,3.8,1.0,0,1,1,0
M0154,Outlet Pak Haji,Fashion,footwear,retailer,Bogor,Tanah Sareal,Tidak,,,,80924592.0,20.0,10.0,3.2,1.0,0,1,1,0
M0119,Dapur Anugrah,F&B,restaurant,retailer,Bogor,Tanah Sareal,Tidak,,,,183649669.0,10.0,20.0,3.1,1.0,1,1,1,0
M0304,Digital Indonesia,Electronics,service,retailer,Bekasi,Grand Galaxy,Tidak,,,,113729483.0,11.0,4.0,4.6,1.0,0,0,1,0
M0308,PT Elektronik Bersama,Electronics,accessories,supplier,Depok,Cimanggis,Tidak,,,,183319829.0,17.0,40.0,0.0,1.0,0,1,0,0
M0120,Resto Bu Tini,F&B,bakery,retailer,Bandung,Buah Batu,Tidak,,,,129182892.0,15.0,19.0,5.0,1.0,0,1,1,0
M0118,Dapur Bersama,F&B,catering,retailer,Bandung,Cihampelas,Tidak,,,,22935345.0,7.0,36.0,4.3,1.0,0,1,1,0
M0142,Outlet Sentosa,Fashion,accessories,retailer,Bogor,Bogor Tengah,Tidak,,,,212920300.0,6.0,35.0,3.5,1.0,0,0,1,0
M0140,CV Konveksi Berkah,Fashion,textile,supplier,Bandung,Dago,Tidak,,,,109924964.0,13.0,90.0,4.0,1.0,0,1,1,0
M0112,Kedai Barokah,F&B,warung,retailer,Bandung,Dago,Tidak,,,,64111705.0,9.0,38.0,4.9,1.0,0,1,1,0
M0176,PT Tekstil Mbak Sri,Fashion,clothing,supplier,Tangerang,BSD,Tidak,,,,570341920.0,6.0,30.0,0.0,1.0,0,1,0,0
M0286,CV Tech Supply Buana,Electronics,service,supplier,Tangerang,Gading Serpong,Tidak,,,,61733035.0,2.0,94.0,3.7,1.0,0,0,1,0
M0280,Mart Pak Haji,Grocery,toko_kelontong,retailer,Jakarta,Menteng,Tidak,,,,46418923.0,9.0,47.0,0.0,2.0,0,0,0,0
M0284,Digital Lestari,Electronics,service,retailer,Tangerang,Gading Serpong,Tidak,,,,21551717.0,6.0,31.0,4.1,1.0,0,0,1,0
M0160,PT Tekstil Anugrah,Fashion,footwear,supplier,Bekasi,Kemang Pratama,Tidak,,,,497568048.0,12.0,61.0,4.8,1.0,1,1,1,0
M0289,Gadget Indonesia,Electronics,gadget,retailer,Bandung,Dago,Tidak,,,,84553301.0,7.0,17.0,3.2,2.0,1,1,1,0
M0155,Toko Baju Mas Bro,Fashion,textile,retailer,Bogor,Tanah Sareal,Tidak,,,,85477626.0,19.0,12.0,3.6,1.0,0,1,1,0
M0171,Butik Pak Haji,Fashion,footwear,retailer,Tangerang,BSD,Tidak,,,,29486320.0,10.0,30.0,3.8,3.0,1,1,1,0
M0177,CV Konveksi Sumber,Fashion,clothing,supplier,Bogor,Sentul,Tidak,,,,297344368.0,18.0,99.0,4.1,1.0,0,1,1,0
M0265,Minimarket Bu Tini,Grocery,supermarket,retailer,Bandung,Setiabudhi,Tidak,,,,52309505.0,4.0,33.0,3.6,1.0,0,0,1,0
M0272,Minimarket Buana,Grocery,minimarket,retailer,Jakarta,Kuningan,Tidak,,,,18033182.0,10.0,30.0,4.3,1.0,0,1,1,0
M0039,Warung Makmur,F&B,cafe,retailer,Bogor,Sentul,Tidak,,,,19868230.0,2.0,35.0,4.6,1.0,1,1,1,0
M0021,RM Mas Bro,F&B,cafe,retailer,Bekasi,Jababeka,Tidak,,,,245567862.0,18.0,43.0,3.1,1.0,0,0,1,0
M0030,PT Distributor Gemilang,F&B,cafe,supplier,Jakarta,Thamrin,Tidak,,,,233022366.0,6.0,89.0,3.1,1.0,0,1,1,0
M0062,UD Supplier Sentosa,F&B,restaurant,supplier,Jakarta,Cempaka Putih,Tidak,,,,253651749.0,18.0,58.0,4.8,2.0,0,0,1,0
M0059,Dapur Bu Tini,F&B,cafe,retailer,Depok,Cinere,Tidak,,,,88466728.0,3.0,17.0,4.4,1.0,0,0,1,0
M0310,Komputer Abadi,Electronics,service,retailer,Tangerang,Gading Serpong,Tidak,,,,54735694.0,8.0,30.0,4.9,1.0,0,0,1,0
M0311,Komputer Sumber,Electronics,computer,retailer,Bogor,Sentul,Tidak,,,,53977989.0,3.0,35.0,4.4,1.0,0,1,1,0
M0313,PT Elektronik Purnama,Electronics,gadget,supplier,Depok,Margonda,Tidak,,,,569536300.0,18.0,89.0,3.8,1.0,1,1,1,0
M0102,Warung Prima,F&B,catering,retailer,Depok,Cimanggis,Tidak,,,,44966090.0,3.0,47.0,4.0,2.0,0,1,1,0
M0322,PT Elektronik Sejahtera,Electronics,accessories,supplier,Depok,Cimanggis,Tidak,,,,473719352.0,10.0,91.0,4.1,1.0,0,0,1,0
M0326,Toko IT Harmoni,Electronics,accessories,retailer,Jakarta,Kelapa Gading,Tidak,,,,22014904.0,5.0,4.0,0.0,1.0,1,0,0,0
M0355,Motor Makmur,Automotive,accessories,retailer,Depok,Cimanggis,Tidak,,,,64545787.0,10.0,30.0,0.0,1.0,1,1,0,0
M0085,CV Bahan Berkah,F&B,bakery,supplier,Tangerang,Gading Serpong,Tidak,,,,154114303.0,8.0,11.0,3.7,1.0,1,0,1,0
M0343,CV Sparepart Mbak Sri,Automotive,sparepart,supplier,Bogor,Tanah Sareal,Tidak,,,,357974837.0,20.0,47.0,4.4,1.0,0,1,1,0
M0099,Dapur Kang Asep,F&B,bakery,retailer,Tangerang,Gading Serpong,Tidak,,,,65962839.0,7.0,7.0,3.2,3.0,0,1,1,0
M0097,Kedai Persada,F&B,catering,retailer,Tangerang,Gading Serpong,Tidak,,,,85712415.0,13.0,30.0,3.7,1.0,0,0,1,0
M0074,Warung Mulia,F&B,bakery,retailer,Bandung,Braga,Tidak,,,,268451088.0,3.0,39.0,0.0,1.0,0,0,0,0
M0325,Gadget Purnama,Electronics,service,retailer,Depok,Cinere,Tidak,,,,26551169.0,2.0,30.0,4.9,1.0,0,0,1,0
M0116,Kafe Maju,F&B,cafe,retailer,Depok,Cimanggis,Tidak,,,,86132090.0,6.0,20.0,0.0,5.0,0,1,0,0
M0114,CV Bahan Jaya,F&B,bakery,supplier,Bandung,Braga,Tidak,,,,2111350632.0,15.0,57.0,0.0,1.0,0,1,0,0
M0001,Kafe Berkah,F&B,cafe,retailer,Jakarta,Kemang,Tidak,,,,102671254.0,10.0,37.0,3.0,1.0,0,0,1,0
M0381,PT Otomotif Barokah,Automotive,accessories,supplier,Tangerang,Karawaci,Tidak,,,,150311824.0,10.0,7.0,4.1,1.0,0,0,1,0
M0385,Auto Bang Jali,Automotive,accessories,retailer,Bekasi,Harapan Indah,Tidak,,,,33157536.0,12.0,26.0,4.0,1.0,0,1,1,0
M0026,Resto Harmoni,F&B,bakery,retailer,Bogor,Tanah Sareal,Tidak,,,,72553177.0,5.0,27.0,4.4,1.0,0,0,1,0
