trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T001501,2026-03-29 04:56:54,M0375,M0372,976912.78,transfer,bank_transfer,success,M2M settlement - Grocery,REF62904288,M2M,2026-03-29 04:56:54,4,Sunday,2026-03
T001502,2025-10-28 23:11:49,M0649,M0221,75000000.0,transfer,bank_transfer,success,M2M settlement - Fashion,REF85130492,M2M,2025-10-28 23:11:49,23,Tuesday,2025-10
T001503,2026-06-22 00:55:45,C01826,M0528,297088.82,QRIS,QRIS,success,C2M payment - Electronics,REF90924299,C2M,2026-06-22 00:55:45,0,Monday,2026-06
T001504,2026-02-01 16:20:18,C01280,M0227,28083072.95,EDC,debit,success,C2M payment - Fashion,REF18384223,C2M,2026-02-01 16:20:18,16,Sunday,2026-02
T001505,2026-02-14 05:59:50,C01673,M0145,22632941.88,transfer,bank_transfer,success,C2M payment - F&B,REF67933448,C2M,2026-02-14 05:59:50,5,Saturday,2026-02
T001506,2026-03-05 21:31:53,M0615,M0700,51124009.96,transfer,bank_transfer,success,M2M settlement - Automotive,REF94421277,M2M,2026-03-05 21:31:53,21,Thursday,2026-03
T001507,2025-07-28 14:46:13,C01241,M0354,15625942.34,EDC,debit,success,C2M payment - Grocery,REF66558304,C2M,2025-07-28 14:46:13,14,Monday,2025-07
T001508,2026-05-31 07:48:21,C00148,M0499,4001868.37,QRIS,QRIS,success,C2M payment - Electronics,REF38459100,C2M,2026-05-31 07:48:21,7,Sunday,2026-05
T001509,2026-03-19 12:08:11,C00201,M0106,16821277.59,EDC,debit,success,C2M payment - F&B,REF77826397,C2M,2026-03-19 12:08:11,12,Thursday,2026-03
T001510,2026-03-03 00:08:25,C01364,M0482,12028009.59,EDC,debit,success,C2M payment - Grocery,REF64355769,C2M,2026-03-03 00:08:25,0,Tuesday,2026-03
T001511,2026-03-07 05:27:59,C01492,M0273,159561.53,QRIS,QRIS,success,C2M payment - Fashion,REF51701236,C2M,2026-03-07 05:27:59,5,Saturday,2026-03
T001512,2025-09-27 01:52:54,C00173,M0680,14076501.75,transfer,bank_transfer,success,C2M payment - Automotive,REF36579897,C2M,2025-09-27 01:52:54,1,Saturday,2025-09
T001513,2026-03-10 14:11:07,C00214,M0360,348393.55,unknown,unknown,success,C2M payment - Grocery,REF77294793,C2M,2026-03-10 14:11:07,14,Tuesday,2026-03
T001514,2025-09-19 19:38:57,C00006,M0164,11432280.57,EDC,debit,success,C2M payment - F&B,REF07801957,C2M,2025-09-19 19:38:57,19,Friday,2025-09
T001515,2025-07-28 05:21:02,C00135,M0409,1057111.57,QRIS,QRIS,success,C2M payment - Grocery,REF57233988,C2M,2025-07-28 05:21:02,5,Monday,2025-07
T001516,2026-03-23 09:13:20,C01381,M0493,445836.19,transfer,bank_transfer,success,C2M payment - Electronics,REF98104279,C2M,2026-03-23 09:13:20,9,Monday,2026-03
T001517,2026-06-19 16:45:43,C00253,M0213,6995797.58,QRIS,QRIS,success,C2M payment - Fashion,REF53188550,C2M,2026-06-19 16:45:43,16,Friday,2026-06
T001518,2025-08-25 14:39:24,C00318,M0462,2488844.21,EDC,debit,success,C2M payment - Grocery,REF71994964,C2M,2025-08-25 14:39:24,14,Monday,2025-08
T001520,2025-10-13 00:26:00,C01852,M0415,229863.24,QRIS,QRIS,success,C2M payment - Grocery,REF62685651,C2M,2025-10-13 00:26:00,0,Monday,2025-10
T001522,2025-11-13 19:25:27,M0235,M0224,45002280.36,transfer,bank_transfer,success,M2M settlement - Fashion,REF09732610,M2M,2025-11-13 19:25:27,19,Thursday,2025-11
T001523,2025-11-30 18:31:29,C00737,M0431,5022070.0,QRIS,QRIS,success,C2M payment - Grocery,REF43481770,C2M,2025-11-30 18:31:29,18,Sunday,2025-11
T001524,2025-08-26 17:35:24,M0083,M0208,339427.66,transfer,bank_transfer,success,M2M settlement - F&B,REF77643906,M2M,2025-08-26 17:35:24,17,Tuesday,2025-08
T001525,2025-11-23 17:23:21,C00654,M0134,39461993.73,EDC,debit,success,C2M payment - F&B,REF19109554,C2M,2025-11-23 17:23:21,17,Sunday,2025-11
T001526,2025-08-31 19:43:35,C01236,M0658,10603703.41,EDC,debit,success,C2M payment - Automotive,REF97528755,C2M,2025-08-31 19:43:35,19,Sunday,2025-08
T001527,2025-09-17 08:43:13,C01210,M0552,30000000.0,transfer,bank_transfer,success,C2M payment - Electronics,REF24812428,C2M,2025-09-17 08:43:13,8,Wednesday,2025-09
T001529,2025-07-17 09:21:03,M0282,M0446,6442983.36,transfer,bank_transfer,success,M2M settlement - Grocery,REF31026267,M2M,2025-07-17 09:21:03,9,Thursday,2025-07
T001530,2026-03-17 20:53:51,C01494,M0682,12568392.43,EDC,debit,success,C2M payment - Automotive,REF57530805,C2M,2026-03-17 20:53:51,20,Tuesday,2026-03
T001531,2025-12-11 22:23:42,C00080,M0617,287928.01,QRIS,QRIS,success,C2M payment - Automotive,REF52089252,C2M,2025-12-11 22:23:42,22,Thursday,2025-12
T001532,2026-01-22 14:05:51,C00409,M0570,7858803.51,QRIS,QRIS,success,C2M payment - Electronics,REF37434223,C2M,2026-01-22 14:05:51,14,Thursday,2026-01
T001533,2025-09-24 03:03:47,M0673,M0584,9379348.15,EDC,debit,success,M2M settlement - Electronics,REF33809150,M2M,2025-09-24 03:03:47,3,Wednesday,2025-09
T001534,2025-10-06 22:41:30,M0366,M0538,27645805.95,transfer,bank_transfer,success,M2M settlement - Electronics,REF91791548,M2M,2025-10-06 22:41:30,22,Monday,2025-10
T001535,2025-12-26 08:52:03,C01481,M0481,8423950.46,QRIS,QRIS,success,C2M payment - Grocery,REF36193146,C2M,2025-12-26 08:52:03,8,Friday,2025-12
T001537,2025-09-30 12:23:45,C00405,M0162,1720602.19,QRIS,QRIS,success,C2M payment - F&B,REF35124326,C2M,2025-09-30 12:23:45,12,Tuesday,2025-09
T001538,2026-05-02 22:38:43,M0151,M0395,11536642.59,transfer,bank_transfer,success,M2M settlement - Grocery,REF88764790,M2M,2026-05-02 22:38:43,22,Saturday,2026-05
T001539,2025-07-19 12:56:40,C00604,M0456,106978.38,transfer,bank_transfer,success,C2M payment - Grocery,REF10091926,C2M,2025-07-19 12:56:40,12,Saturday,2025-07
T001540,2025-09-10 09:50:19,C01022,M0459,7984710.51,EDC,debit,success,C2M payment - Grocery,REF42478346,C2M,2025-09-10 09:50:19,9,Wednesday,2025-09
T001541,2025-11-08 16:34:36,C00390,M0350,9907363.78,QRIS,QRIS,success,C2M payment - Fashion,REF03061739,C2M,2025-11-08 16:34:36,16,Saturday,2025-11
T001542,2026-06-14 02:57:37,M0502,M0447,1622360.05,QRIS,QRIS,success,M2M settlement - Grocery,REF65246972,M2M,2026-06-14 02:57:37,2,Sunday,2026-06
T001543,2025-12-12 10:41:44,M0574,M0599,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF74963113,M2M,2025-12-12 10:41:44,10,Friday,2025-12
T001544,2025-07-12 19:07:21,C01594,M0178,16444000.58,QRIS,QRIS,success,C2M payment - F&B,REF41353836,C2M,2025-07-12 19:07:21,19,Saturday,2025-07
T001545,2025-10-05 08:25:32,M0585,M0314,17244192.15,transfer,bank_transfer,success,M2M settlement - Fashion,REF12212922,M2M,2025-10-05 08:25:32,8,Sunday,2025-10
T001546,2026-02-20 14:23:52,C01769,M0634,17111008.84,EDC,debit,success,C2M payment - Automotive,REF13221603,C2M,2026-02-20 14:23:52,14,Friday,2026-02
T001547,2025-11-21 14:28:07,C00563,M0569,6296835.91,QRIS,QRIS,success,C2M payment - Electronics,REF81895940,C2M,2025-11-21 14:28:07,14,Friday,2025-11
T001548,2025-07-14 06:12:26,M0654,M0648,17198698.19,transfer,bank_transfer,success,M2M settlement - Automotive,REF17591668,M2M,2025-07-14 06:12:26,6,Monday,2025-07
T001549,2025-08-11 23:39:22,C01891,M0464,18038610.27,QRIS,QRIS,success,C2M payment - Grocery,REF28249376,C2M,2025-08-11 23:39:22,23,Monday,2025-08
T001550,2026-02-26 17:08:50,M0026,M0043,1158449.04,transfer,bank_transfer,success,M2M settlement - F&B,REF39276156,M2M,2026-02-26 17:08:50,17,Thursday,2026-02
T001551,2025-07-10 09:30:51,C00153,M0232,18190113.97,QRIS,QRIS,success,C2M payment - Fashion,REF70641567,C2M,2025-07-10 09:30:51,9,Thursday,2025-07
T001552,2026-03-19 05:13:55,C01460,M0150,13776304.12,EDC,debit,success,C2M payment - F&B,REF50495594,C2M,2026-03-19 05:13:55,5,Thursday,2026-03
T001553,2025-10-26 05:27:02,C00556,M0240,17291670.04,QRIS,QRIS,success,C2M payment - Fashion,REF32504722,C2M,2025-10-26 05:27:02,5,Sunday,2025-10
T001554,2025-09-03 07:34:01,C00276,M0562,12023539.26,QRIS,QRIS,success,C2M payment - Electronics,REF17078784,C2M,2025-09-03 07:34:01,7,Wednesday,2025-09
T001555,2025-08-16 18:12:55,M0525,M0670,29645533.88,transfer,bank_transfer,success,M2M settlement - Automotive,REF65591172,M2M,2025-08-16 18:12:55,18,Saturday,2025-08
T001556,2026-02-24 02:21:52,C00790,M0454,5513057.87,QRIS,QRIS,success,C2M payment - Grocery,REF29708920,C2M,2026-02-24 02:21:52,2,Tuesday,2026-02
T001557,2025-12-08 10:04:12,C00056,M0602,49547653.41,EDC,credit_card,success,C2M payment - Automotive,REF56974620,C2M,2025-12-08 10:04:12,10,Monday,2025-12
T001558,2025-09-26 03:21:23,C01046,M0239,10647682.12,QRIS,QRIS,success,C2M payment - Fashion,REF39436638,C2M,2025-09-26 03:21:23,3,Friday,2025-09
T001559,2026-03-10 20:33:59,M0295,M0063,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF37362600,M2M,2026-03-10 20:33:59,20,Tuesday,2026-03
T001560,2026-05-04 22:21:57,C01873,M0295,16116186.78,EDC,credit_card,success,C2M payment - Fashion,REF09009543,C2M,2026-05-04 22:21:57,22,Monday,2026-05
T001561,2025-07-14 01:28:58,C00390,M0683,845142.1,QRIS,QRIS,success,C2M payment - Automotive,REF76418565,C2M,2025-07-14 01:28:58,1,Monday,2025-07
T001562,2025-08-03 15:31:24,C00628,M0215,1336531.21,QRIS,QRIS,success,C2M payment - Fashion,REF28718001,C2M,2025-08-03 15:31:24,15,Sunday,2025-08
T001563,2025-12-14 18:16:53,C00297,M0350,5801495.67,transfer,bank_transfer,success,C2M payment - Fashion,REF93387416,C2M,2025-12-14 18:16:53,18,Sunday,2025-12
T001564,2025-08-02 06:02:53,C00221,M0707,5665333.55,EDC,credit_card,success,C2M payment - F&B,REF80449570,C2M,2025-08-02 06:02:53,6,Saturday,2025-08
T001565,2026-06-24 19:03:42,M0168,M0691,1562456.61,transfer,bank_transfer,success,M2M settlement - Automotive,REF61524798,M2M,2026-06-24 19:03:42,19,Wednesday,2026-06
T001566,2026-03-22 01:57:00,C00575,M0107,9138179.3,EDC,debit,success,C2M payment - F&B,REF57932989,C2M,2026-03-22 01:57:00,1,Sunday,2026-03
T001567,2026-03-02 22:23:07,M0192,M0069,12047003.02,transfer,bank_transfer,success,M2M settlement - F&B,REF21835735,M2M,2026-03-02 22:23:07,22,Monday,2026-03
T001568,2025-10-18 07:56:22,C01620,M0628,6939818.2,QRIS,QRIS,success,C2M payment - Automotive,REF49752920,C2M,2025-10-18 07:56:22,7,Saturday,2025-10
T001569,2025-10-09 06:12:01,C01291,M0402,4649380.43,transfer,bank_transfer,success,C2M payment - Grocery,REF81358951,C2M,2025-10-09 06:12:01,6,Thursday,2025-10
T001570,2025-12-04 05:36:17,C01929,M0489,6687156.89,EDC,debit,success,C2M payment - Grocery,REF78797664,C2M,2025-12-04 05:36:17,5,Thursday,2025-12
T001571,2026-04-06 17:21:59,M0547,M0512,36452683.92,EDC,debit,success,M2M settlement - Electronics,REF18753797,M2M,2026-04-06 17:21:59,17,Monday,2026-04
T001572,2025-09-24 05:39:42,M0648,M0610,48679547.12,transfer,bank_transfer,success,M2M settlement - Automotive,REF42889789,M2M,2025-09-24 05:39:42,5,Wednesday,2025-09
T001573,2025-11-02 23:43:16,C00065,M0410,6291977.38,EDC,debit,success,C2M payment - Grocery,REF97192728,C2M,2025-11-02 23:43:16,23,Sunday,2025-11
T001574,2025-09-30 02:28:24,C00493,M0326,75000000.0,transfer,bank_transfer,success,C2M payment - Fashion,REF16196357,C2M,2025-09-30 02:28:24,2,Tuesday,2025-09
T001575,2026-04-27 19:02:13,C00665,M0703,64889469.11,transfer,bank_transfer,success,C2M payment - Automotive,REF81803361,C2M,2026-04-27 19:02:13,19,Monday,2026-04
T001576,2025-09-10 00:50:20,C01440,M0241,6168277.61,QRIS,QRIS,success,C2M payment - Fashion,REF97292458,C2M,2025-09-10 00:50:20,0,Wednesday,2025-09
T001577,2025-11-27 13:51:06,C00747,M0203,7461040.77,QRIS,QRIS,success,C2M payment - F&B,REF96984433,C2M,2025-11-27 13:51:06,13,Thursday,2025-11
T001578,2025-12-10 07:35:25,M0155,M0002,49092729.18,transfer,bank_transfer,success,M2M settlement - F&B,REF62986885,M2M,2025-12-10 07:35:25,7,Wednesday,2025-12
T001579,2025-08-25 04:55:42,C01842,M0461,118260.12,QRIS,QRIS,success,C2M payment - Grocery,REF55605138,C2M,2025-08-25 04:55:42,4,Monday,2025-08
T001580,2026-04-24 23:57:46,C00797,M0649,4015978.69,transfer,bank_transfer,success,C2M payment - Automotive,REF91046702,C2M,2026-04-24 23:57:46,23,Friday,2026-04
T001581,2026-06-30 17:20:33,C00309,M0581,12825010.24,EDC,debit,success,C2M payment - Electronics,REF84495440,C2M,2026-06-30 17:20:33,17,Tuesday,2026-06
T001582,2025-09-13 10:23:57,M0523,M0570,9338707.91,transfer,bank_transfer,success,M2M settlement - Electronics,REF63620278,M2M,2025-09-13 10:23:57,10,Saturday,2025-09
T001583,2026-06-15 13:01:22,C00249,M0452,6623794.16,EDC,debit,success,C2M payment - Grocery,REF77111772,C2M,2026-06-15 13:01:22,13,Monday,2026-06
T001584,2025-12-24 09:47:21,C01664,M0016,28078775.4,transfer,bank_transfer,success,C2M payment - F&B,REF12243489,C2M,2025-12-24 09:47:21,9,Wednesday,2025-12
T001585,2026-05-29 03:59:42,C01416,M0311,4216068.01,EDC,debit,success,C2M payment - Fashion,REF92869441,C2M,2026-05-29 03:59:42,3,Friday,2026-05
T001586,2025-10-09 10:08:19,C00850,M0309,158112.81,QRIS,QRIS,success,C2M payment - Fashion,REF90304850,C2M,2025-10-09 10:08:19,10,Thursday,2025-10
T001587,2026-04-22 13:00:04,C00985,M0355,447168.23,EDC,debit,success,C2M payment - Grocery,REF40464382,C2M,2026-04-22 13:00:04,13,Wednesday,2026-04
T001589,2026-03-31 02:26:06,C00774,M0248,19694357.54,transfer,bank_transfer,success,C2M payment - Fashion,REF52030022,C2M,2026-03-31 02:26:06,2,Tuesday,2026-03
T001590,2026-06-09 21:00:52,C00004,M0510,3120099.74,QRIS,QRIS,success,C2M payment - Electronics,REF02700425,C2M,2026-06-09 21:00:52,21,Tuesday,2026-06
T001591,2026-06-04 07:52:14,C01287,M0442,759362.18,EDC,debit,success,C2M payment - Grocery,REF16712594,C2M,2026-06-04 07:52:14,7,Thursday,2026-06
T001592,2025-09-29 07:03:00,C01013,M0355,153642.86,QRIS,QRIS,success,C2M payment - Grocery,REF32438680,C2M,2025-09-29 07:03:00,7,Monday,2025-09
T001593,2026-03-14 13:36:15,C00725,M0675,27005007.79,transfer,bank_transfer,success,C2M payment - Automotive,REF67498714,C2M,2026-03-14 13:36:15,13,Saturday,2026-03
T001594,2026-02-01 15:11:36,C01558,M0674,13888738.36,EDC,debit,success,C2M payment - Automotive,REF97400108,C2M,2026-02-01 15:11:36,15,Sunday,2026-02
T001595,2025-10-31 18:13:25,C00590,M0248,4274281.53,unknown,unknown,success,C2M payment - Fashion,REF15280037,C2M,2025-10-31 18:13:25,18,Friday,2025-10
T001596,2026-02-05 09:36:34,C00208,M0382,11359790.01,transfer,bank_transfer,success,C2M payment - Grocery,REF90796818,C2M,2026-02-05 09:36:34,9,Thursday,2026-02
T001597,2025-12-10 09:31:50,C01490,M0455,368268.54,QRIS,QRIS,success,C2M payment - Grocery,REF97155571,C2M,2025-12-10 09:31:50,9,Wednesday,2025-12
T001598,2026-04-25 10:31:16,C00016,M0221,15519641.59,QRIS,QRIS,success,C2M payment - Fashion,REF69435254,C2M,2026-04-25 10:31:16,10,Saturday,2026-04
T001599,2026-03-02 16:29:07,C01682,M0435,25755989.63,EDC,credit_card,success,C2M payment - Grocery,REF73938561,C2M,2026-03-02 16:29:07,16,Monday,2026-03
T001601,2025-11-17 06:04:47,C01240,M0479,26497910.31,QRIS,QRIS,success,C2M payment - Grocery,REF33385665,C2M,2025-11-17 06:04:47,6,Monday,2025-11
T001602,2025-11-06 04:14:37,C01572,M0685,29805424.52,EDC,debit,success,C2M payment - Automotive,REF47620598,C2M,2025-11-06 04:14:37,4,Thursday,2025-11
T001603,2026-04-16 04:21:40,M0681,M0265,56767153.8,transfer,bank_transfer,success,M2M settlement - Fashion,REF35242456,M2M,2026-04-16 04:21:40,4,Thursday,2026-04
T001604,2026-01-09 01:06:34,C00076,M0662,13858354.99,transfer,bank_transfer,success,C2M payment - Automotive,REF27901908,C2M,2026-01-09 01:06:34,1,Friday,2026-01
T001605,2025-10-02 21:38:57,C01631,M0545,24573010.06,EDC,debit,success,C2M payment - Electronics,REF29007079,C2M,2025-10-02 21:38:57,21,Thursday,2025-10
T001606,2026-06-13 18:26:16,C01641,M0239,41792943.09,QRIS,QRIS,success,C2M payment - Fashion,REF69909936,C2M,2026-06-13 18:26:16,18,Saturday,2026-06
T001607,2026-01-23 05:58:20,C00349,M0407,60911426.25,EDC,debit,success,C2M payment - Grocery,REF13954255,C2M,2026-01-23 05:58:20,5,Friday,2026-01
T001608,2026-02-10 07:00:12,M0568,M0503,15013492.33,transfer,bank_transfer,success,M2M settlement - Electronics,REF39919462,M2M,2026-02-10 07:00:12,7,Tuesday,2026-02
T001609,2026-03-17 12:58:06,C01279,M0394,3344214.36,QRIS,QRIS,success,C2M payment - Grocery,REF62448373,C2M,2026-03-17 12:58:06,12,Tuesday,2026-03
T001610,2026-04-15 08:19:26,C00568,M0047,5989493.29,EDC,debit,success,C2M payment - F&B,REF69751279,C2M,2026-04-15 08:19:26,8,Wednesday,2026-04
T001611,2025-10-26 17:44:48,M0700,M0616,48778048.63,transfer,bank_transfer,success,M2M settlement - Automotive,REF27475978,M2M,2025-10-26 17:44:48,17,Sunday,2025-10
T001612,2025-10-25 05:35:13,M0239,M0303,43084405.03,transfer,bank_transfer,success,M2M settlement - Fashion,REF45341231,M2M,2025-10-25 05:35:13,5,Saturday,2025-10
T001613,2025-08-24 10:06:08,C00614,M0663,29846616.27,QRIS,QRIS,success,C2M payment - Automotive,REF71773663,C2M,2025-08-24 10:06:08,10,Sunday,2025-08
T001614,2026-06-02 01:55:56,C00143,M0284,126605.86,QRIS,QRIS,success,C2M payment - Fashion,REF51003610,C2M,2026-06-02 01:55:56,1,Tuesday,2026-06
T001615,2025-11-15 16:37:58,C01781,M0162,6230602.49,transfer,bank_transfer,success,C2M payment - F&B,REF98980512,C2M,2025-11-15 16:37:58,16,Saturday,2025-11
T001616,2026-03-10 11:39:33,C01858,M0019,9999975.16,transfer,bank_transfer,success,C2M payment - F&B,REF08367799,C2M,2026-03-10 11:39:33,11,Tuesday,2026-03
T001617,2026-03-04 20:46:57,C00733,M0617,383737.85,QRIS,QRIS,success,C2M payment - Automotive,REF91190139,C2M,2026-03-04 20:46:57,20,Wednesday,2026-03
T001618,2026-05-22 12:11:30,C00212,M0433,12965082.73,EDC,debit,success,C2M payment - Grocery,REF89361702,C2M,2026-05-22 12:11:30,12,Friday,2026-05
T001619,2026-04-05 18:48:29,M0141,M0260,35696931.51,transfer,bank_transfer,success,M2M settlement - Fashion,REF67297622,M2M,2026-04-05 18:48:29,18,Sunday,2026-04
T001620,2025-09-14 07:10:22,M0698,M0675,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF18811962,M2M,2025-09-14 07:10:22,7,Sunday,2025-09
T001621,2025-11-24 14:11:38,M0644,M0421,15995689.84,QRIS,QRIS,success,M2M settlement - Grocery,REF26341189,M2M,2025-11-24 14:11:38,14,Monday,2025-11
T001622,2026-03-15 10:42:53,C01777,M0401,5156762.66,QRIS,QRIS,success,C2M payment - Grocery,REF97485855,C2M,2026-03-15 10:42:53,10,Sunday,2026-03
T001623,2025-09-22 21:46:44,C00869,M0594,241243.11,EDC,debit,success,C2M payment - Electronics,REF49060582,C2M,2025-09-22 21:46:44,21,Monday,2025-09
T001624,2026-04-03 06:42:59,C01222,M0356,8205498.93,EDC,debit,success,C2M payment - Grocery,REF38232580,C2M,2026-04-03 06:42:59,6,Friday,2026-04
T001625,2026-04-14 18:41:11,M0659,M0624,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF80506275,M2M,2026-04-14 18:41:11,18,Tuesday,2026-04
T001627,2025-09-04 02:53:21,M0543,M0419,1598090.76,transfer,bank_transfer,success,M2M settlement - Grocery,REF25716637,M2M,2025-09-04 02:53:21,2,Thursday,2025-09
T001628,2026-03-19 15:03:14,C01643,M0698,8324367.45,EDC,credit_card,success,C2M payment - Automotive,REF70246152,C2M,2026-03-19 15:03:14,15,Thursday,2026-03
T001630,2025-10-04 20:05:42,M0075,M0550,37912217.36,transfer,bank_transfer,success,M2M settlement - Electronics,REF83853991,M2M,2025-10-04 20:05:42,20,Saturday,2025-10
T001631,2025-11-19 17:42:11,C01546,M0216,30000000.0,QRIS,QRIS,success,C2M payment - Fashion,REF78537125,C2M,2025-11-19 17:42:11,17,Wednesday,2025-11
T001632,2026-01-15 09:13:30,C01230,M0549,10499892.4,QRIS,QRIS,success,C2M payment - Electronics,REF98430245,C2M,2026-01-15 09:13:30,9,Thursday,2026-01
T001633,2025-10-05 03:12:39,C01210,M0552,26835828.61,EDC,credit_card,success,C2M payment - Electronics,REF81368828,C2M,2025-10-05 03:12:39,3,Sunday,2025-10
T001635,2025-10-30 06:39:02,M0520,M0586,1219639.98,transfer,bank_transfer,success,M2M settlement - Electronics,REF84999722,M2M,2025-10-30 06:39:02,6,Thursday,2025-10
T001636,2026-04-25 12:04:05,M0468,M0557,7723319.35,transfer,bank_transfer,success,M2M settlement - Electronics,REF69413211,M2M,2026-04-25 12:04:05,12,Saturday,2026-04
T001637,2025-11-30 16:53:08,C01955,M0178,8524248.59,QRIS,QRIS,success,C2M payment - F&B,REF41414604,C2M,2025-11-30 16:53:08,16,Sunday,2025-11
T001638,2025-10-29 04:46:14,M0489,M0458,15146703.1,transfer,bank_transfer,success,M2M settlement - Grocery,REF50870637,M2M,2025-10-29 04:46:14,4,Wednesday,2025-10
T001639,2026-01-11 12:53:10,C01788,M0644,9427715.29,EDC,credit_card,success,C2M payment - Automotive,REF63745974,C2M,2026-01-11 12:53:10,12,Sunday,2026-01
T001640,2025-12-23 06:04:33,M0201,M0132,20302846.39,transfer,bank_transfer,success,M2M settlement - F&B,REF87001273,M2M,2025-12-23 06:04:33,6,Tuesday,2025-12
T001641,2025-07-13 02:24:47,C01475,M0672,65693.82,transfer,bank_transfer,success,C2M payment - Automotive,REF48932729,C2M,2025-07-13 02:24:47,2,Sunday,2025-07
T001642,2025-11-11 03:16:24,M0144,M0532,25901335.25,transfer,bank_transfer,success,M2M settlement - Electronics,REF67761453,M2M,2025-11-11 03:16:24,3,Tuesday,2025-11
T001643,2025-12-21 17:23:20,C00055,M0221,5976720.04,transfer,bank_transfer,success,C2M payment - Fashion,REF74825116,C2M,2025-12-21 17:23:20,17,Sunday,2025-12
T001644,2026-06-29 13:01:25,C01813,M0539,4320688.98,transfer,bank_transfer,success,C2M payment - Electronics,REF27024512,C2M,2026-06-29 13:01:25,13,Monday,2026-06
T001645,2026-06-08 01:48:18,C00628,M0252,1554095.76,QRIS,QRIS,success,C2M payment - Fashion,REF75495972,C2M,2026-06-08 01:48:18,1,Monday,2026-06
T001646,2026-02-13 17:58:25,C01509,M0515,5711822.21,EDC,debit,success,C2M payment - Electronics,REF01336245,C2M,2026-02-13 17:58:25,17,Friday,2026-02
T001647,2026-01-19 20:59:24,C01729,M0309,1080502.3,EDC,debit,success,C2M payment - Fashion,REF25279921,C2M,2026-01-19 20:59:24,20,Monday,2026-01
T001648,2026-06-08 09:19:03,C00987,M0535,27770590.26,EDC,credit_card,success,C2M payment - Electronics,REF35840698,C2M,2026-06-08 09:19:03,9,Monday,2026-06
T001649,2026-02-24 12:58:56,C00297,M0328,42382777.71,EDC,credit_card,success,C2M payment - Fashion,REF14629978,C2M,2026-02-24 12:58:56,12,Tuesday,2026-02
T001650,2026-01-21 21:27:36,C00576,M0350,19054327.9,EDC,debit,success,C2M payment - Fashion,REF04129403,C2M,2026-01-21 21:27:36,21,Wednesday,2026-01
T001651,2025-09-01 19:23:12,M0073,M0544,610731.63,transfer,bank_transfer,success,M2M settlement - Electronics,REF30677609,M2M,2025-09-01 19:23:12,19,Monday,2025-09
T001652,2025-11-30 02:24:51,M0535,M0693,65240964.15,transfer,bank_transfer,success,M2M settlement - Automotive,REF88952712,M2M,2025-11-30 02:24:51,2,Sunday,2025-11
T001653,2026-01-21 17:54:03,C01569,M0515,30213776.8,transfer,bank_transfer,success,C2M payment - Electronics,REF95974444,C2M,2026-01-21 17:54:03,17,Wednesday,2026-01
T001654,2025-09-03 16:04:36,C00886,M0635,7123396.04,EDC,debit,success,C2M payment - Automotive,REF01621886,C2M,2025-09-03 16:04:36,16,Wednesday,2025-09
T001655,2025-12-23 00:46:09,C01326,M0018,14517366.19,QRIS,QRIS,success,C2M payment - F&B,REF60651186,C2M,2025-12-23 00:46:09,0,Tuesday,2025-12
T001656,2026-04-12 13:55:34,C00443,M0244,29017948.78,transfer,bank_transfer,success,C2M payment - Fashion,REF22900979,C2M,2026-04-12 13:55:34,13,Sunday,2026-04
T001657,2026-04-25 15:34:54,C01467,M0428,5450711.97,QRIS,QRIS,success,C2M payment - Grocery,REF19064328,C2M,2026-04-25 15:34:54,15,Saturday,2026-04
T001660,2026-01-31 12:43:42,M0214,M0328,16085414.28,transfer,bank_transfer,success,M2M settlement - Fashion,REF62940172,M2M,2026-01-31 12:43:42,12,Saturday,2026-01
T001661,2025-07-27 19:48:33,M0681,M0400,3832670.31,unknown,unknown,success,M2M settlement - Grocery,REF29052718,M2M,2025-07-27 19:48:33,19,Sunday,2025-07
T001663,2026-04-23 03:20:22,C00416,M0035,428131.51,QRIS,QRIS,success,C2M payment - F&B,REF53022708,C2M,2026-04-23 03:20:22,3,Thursday,2026-04
T001665,2025-08-17 16:23:10,M0272,M0367,49564445.76,transfer,bank_transfer,success,M2M settlement - Grocery,REF24039414,M2M,2025-08-17 16:23:10,16,Sunday,2025-08
T001666,2026-04-26 09:13:08,C01970,M0064,317863.37,transfer,bank_transfer,success,C2M payment - F&B,REF80965678,C2M,2026-04-26 09:13:08,9,Sunday,2026-04
T001667,2026-05-15 01:55:17,M0495,M0206,12314338.16,QRIS,QRIS,success,M2M settlement - F&B,REF41765734,M2M,2026-05-15 01:55:17,1,Friday,2026-05
T001668,2026-03-05 15:12:01,C01078,M0106,3618846.69,QRIS,QRIS,success,C2M payment - F&B,REF69427191,C2M,2026-03-05 15:12:01,15,Thursday,2026-03
T001669,2025-11-04 11:47:13,M0687,M0418,75000000.0,transfer,bank_transfer,success,M2M settlement - Grocery,REF72417152,M2M,2025-11-04 11:47:13,11,Tuesday,2025-11
T001670,2026-03-03 23:42:17,C00152,M0383,4032095.18,QRIS,QRIS,success,C2M payment - Grocery,REF23005493,C2M,2026-03-03 23:42:17,23,Tuesday,2026-03
