merchant_id,observed_qris_amount,observed_edc_amount,gross_qris_mdr_period,gross_edc_mdr_period,observation_months,monthly_gross_qris_mdr,monthly_gross_edc_mdr,monthly_net_qris_fbi,monthly_net_edc_fbi,monthly_net_total_fbi
M0557,278575531.87,401257968.27,1950028.72309,4010190.475315,12,162502.39359083332,334182.5396095833,138127.03455220832,284055.1586681458,422182.19322035415
M0556,9282493.3,9357199.78,12495.76056,97705.2683,12,1041.31338,8142.105691666667,885.1163730000001,6920.789837916666,7805.906210916666
M0555,472505842.74,1159504865.84,3307540.89918,8961369.647255,12,275628.40826500003,746780.8039379166,234284.14702525001,634763.6833472291,869047.8303724792
M0554,666424029.38,2806655633.02,4664968.20566,23899072.93495,12,388747.3504716667,1991589.4112458334,330435.24790091673,1692850.9995589582,2023286.247459875
M0553,210440836.5,414607527.25,1473085.8555,3728088.2512950003,12,122757.15462500001,310674.02094125,104343.58143125,264072.9178000625,368416.49923131254
M0552,287111993.78,432114091.85,2009783.95646,4318547.0517,12,167481.99637166667,359878.92097499996,142359.69691591666,305897.08282874996,448256.77974466665
M0551,661729445.28,2215938147.4500003,4632106.11696,24677405.389615,12,386008.84308,2056450.4491345834,328107.516618,1747982.8817643959,2076090.398382396
M0550,420678989.37,422139849.49,2944752.92559,3842969.3589000003,12,245396.0771325,320247.446575,208586.665562625,272210.32958875,480796.9951513751
M0209,7593848.34,4261007.26,7333.30824,14830.928765,12,611.10902,1235.9107304166666,519.442667,1050.5241208541665,1569.9667878541666
M0208,9791499.31,1803874.2,12522.80358,2705.8113000000003,12,1043.566965,225.48427500000003,887.03192025,191.66163375000002,1078.693554
M0233,241136432.72,349550287.71,1687955.02904,3158936.66734,12,140662.91908666666,263244.7222783333,119563.48122366666,223758.01393658333,343321.49516025
M0229,615004502.29,363516641.09000003,4305031.5160300005,2613958.79316,12,358752.6263358334,217829.89943,304939.73238545837,185155.4145155,490095.1469009584
M0258,7573695.0,10482276.86,7572.31407,107245.11938,12,631.0261725,8937.093281666666,536.372246625,7596.529289416666,8132.901536041666
M0257,490577192.37,1115282268.47,3434040.34659,10598615.020165,12,286170.0288825,883217.9183470834,243244.524550125,750735.2305950208,993979.7551451458
M0225,578198328.4399999,727105977.62,4047388.2990800003,9333975.118525,12,337282.3582566667,777831.2598770834,286690.00451816665,661156.5708955209,947846.5754136875
M0223,8544400.48,2468238.04,13096.40052,13614.26856,12,1091.36671,1134.52238,927.6617034999999,964.3440230000001,1892.0057265
M0221,717513500.66,1500015014.13,5022594.50462,15701490.383585,12,418549.54205166665,1308457.5319654166,355767.11074391665,1112188.902170604,1467956.0129145207
M0219,600077514.86,1142548034.16,4200542.60402,9859151.20971,12,350045.2170016667,821595.9341425,297538.4344514167,698356.5440211251,995894.9784725418
M0217,11779423.4,7504309.82,22501.311120000002,108917.80119000001,12,1875.1092600000002,9076.483432500001,1593.842871,7715.010917625001,9308.853788625001
M0216,396184902.35,531367343.41,2773294.3164500003,5214948.133640001,12,231107.85970416668,434579.0111366667,196441.68074854166,369392.1594661667,565833.8402147084
M0215,219724033.45,110004824.84,1538068.23415,405573.55939,12,128172.35284583333,33797.79661583334,108946.49991895833,28728.127123458336,137674.62704241666
M0243,12605048.19,8505849.95,10149.83811,56634.013730000006,12,845.8198425,4719.5011441666675,718.946866125,4011.5759725416674,4730.522838666668
M0242,353657280.62,542482357.04,2475600.96434,4637167.905215,12,206300.08036166665,386430.65876791667,175355.06830741666,328466.05995272915,503821.1282601458
M0533,3313268.73,1010386.05,3722.5054800000003,7167.00884,12,310.20879,597.2507366666667,263.6774715,507.6631261666667,771.3405976666668
M0276,17584248.47,6812183.2,20406.89676,28650.51855,12,1700.57473,2387.5432125,1445.4885205,2029.411730625,3474.900251125
M0275,457892436.02,488754421.11,3205247.0521400003,4715922.62815,12,267103.9210116667,392993.55234583333,227038.3328599167,334044.51949395833,561082.8523538751
M0273,14023546.39,11483641.15,24164.40186,57644.956215000006,12,2013.7001550000002,4803.746351250001,1711.6451317500002,4083.1843985625005,5794.8295303125005
M0272,432372450.89,561080108.99,3026607.15623,3391349.42916,12,252217.26301916665,282612.45243,214384.67356629166,240220.5845655,454605.25813179166
M0518,216083398.21,2163817105.83,1512583.78747,15696780.223070001,12,126048.64895583334,1308065.0185891667,107141.35161245834,1111855.2658007916,1218996.6174132498
M0517,288307909.09,532594567.2,2018155.36363,6775965.080625,12,168179.61363583335,564663.75671875,142952.67159045834,479964.1932109375,622916.8648013958
M0546,209618129.64,153555710.94,1467326.90748,1215960.343575,12,122277.24229000001,101330.02863125001,103935.6559465,86130.5243365625,190066.1802830625
M0545,425665467.39,1297275519.48,2979658.27173,9990256.482695,12,248304.8559775,832521.3735579167,211059.127580875,707643.1675242292,918702.2951051041
M0544,8743755.65,2547409.34,14599.6668,22929.885925000002,12,1216.6389000000001,1910.8238270833335,1034.1430650000002,1624.2002530208335,2658.343318020834
M0543,6886842.4399999995,2479556.16,9775.63869,7147.295625,12,814.6365575,595.6079687499999,692.4410738749999,506.2667734374999,1198.7078473124998
M0542,532004033.26,1458757067.9,3724028.23282,13088215.718335,12,310335.68606833334,1090684.6431945835,263785.3331580833,927081.9467153959,1190867.2798734792
M0539,296829567.08,966555595.4,2077806.96956,9574302.565955,12,173150.58079666668,797858.5471629166,147177.99367716667,678179.7650884792,825357.7587656458
M0537,15495572.01,10053544.14,20246.17038,49475.49216,12,1687.180865,4122.95768,1434.10373525,3504.514028,4938.61776325
M0535,534409196.56,2112210783.87,3740864.37592,17388908.23022,12,311738.69799333334,1449075.6858516668,264977.8932943333,1231714.3329739168,1496692.22626825
M0238,436065776.07,696459848.17,3052460.43249,8752946.536,12,254371.7027075,729412.2113333334,216215.94730137498,620000.3796333334,836216.3269347084
M0520,288893658.25,283280816.63,2022255.60775,2103986.720185,12,168521.30064583334,175332.22668208333,143243.10554895832,149032.39267977083,292275.4982287291
M0519,516476093.55,656604308.21,3615332.65485,5612646.651605,12,301277.7212375,467720.55430041667,256086.063051875,397562.4711553542,653648.5342072292
M0269,9348967.8,10125655.14,15305.71944,131986.54958,12,1275.4766200000001,10998.879131666667,1084.155127,9349.047261916667,10433.202388916667
M0266,516815516.46,349841600.77,3617708.61522,3272892.219345,12,301475.717935,272741.01827875,256254.36024475002,231829.8655369375,488084.22578168754
M0263,484888365.33,477528333.88,3394218.55731,4563904.02709,12,282851.5464425,380325.33559083333,240423.814476125,323276.5352522083,563700.3497283333
M0262,8741400.44,573326.89,11995.74792,4892.69933,12,999.64566,407.7249441666667,849.698811,346.5662025416667,1196.2650135416666
M0261,3934295.58,8161188.87,4308.39624,78976.73248,12,359.03302,6581.3943733333335,305.178067,5594.185217333334,5899.3632843333335
M0289,448692297.55,530284011.55,3140846.08285,4429035.335575,12,261737.1735708333,369086.27796458337,222476.5975352083,313723.33626989584,536199.9338051041
M0288,14392558.05,2919904.25,15548.24439,37730.38376,12,1295.6870325,3144.1986466666663,1101.333977625,2672.568849666666,3773.902827291666
M0256,11093741.34,5941915.63,13818.79059,36568.59578,12,1151.5658825,3047.382981666667,978.8310001250001,2590.275534416667,3569.1065345416673
M0254,4640175.74,1676933.14,7204.2852,2515.3997099999997,12,600.3571000000001,209.61664249999998,510.303535,178.174146125,688.477681125
M0252,244861875.35,335957593.98,1714033.12745,2155569.7570950002,12,142836.09395416666,179630.81309125002,121410.67986104166,152686.19112756252,274096.87098860415
M0250,6772596.58,2177452.5700000003,7195.1466,36514.45674,12,599.59555,3042.871395,509.65621749999997,2586.44068575,3096.0969032499997
M0249,360829987.87,328666696.86,2525809.91509,2935667.63629,12,210484.15959083333,244638.96969083333,178911.53565220832,207943.12423720834,386854.65988941665
M0248,553455489.93,589345056.13,3874188.42951,5830452.219655001,12,322849.0357925,485871.0183045834,274421.680423625,412990.36555889586,687412.0459825208
M0278,7945060.67,9572611.49,9360.9756,38354.221245,12,780.0812999999999,3196.18510375,663.0691049999999,2716.7573381875,3379.8264431875
M0277,6744724.6,4826327.67,10762.9905,79620.23072,12,896.915875,6635.019226666667,762.37849375,5639.766342666667,6402.144836416666
M0308,637682892.37,1498175817.58,4463780.246590001,13555290.977735,12,371981.6872158334,1129607.5814779166,316184.43413345836,960166.4442562291,1276350.8783896875
M0306,383524983.26,279423656.57,2684674.88282,1509516.85553,12,223722.90690166666,125793.07129416667,190164.47086641667,106924.11060004166,297088.58146645833
M0305,294169933.35,1143308630.73,2059189.53345,8734485.33845,12,171599.1277875,727873.7782041667,145859.258619375,618692.7114735417,764551.9700929166
M0303,359345882.99,322989656.98,2515421.18093,3054843.3290649997,12,209618.43174416665,254570.2774220833,178175.66698254165,216384.7358087708,394560.40279131243
M0502,253003246.02,413776950.0,1771022.72214,2747512.365195,12,147585.226845,228959.36376625,125447.44281825,194615.45920131248,320062.9020195625
M0531,11957142.84,4286603.54,17867.10585,60048.492865,12,1488.9254875,5004.041072083333,1265.5866643749998,4253.434911270833,5519.021575645833
M0529,245237841.1,332113641.83,1716664.8877,2535937.78173,12,143055.40730833335,211328.14847749998,121597.09621208334,179628.92620587497,301226.0224179583
M0527,405373572.79,457420425.87,2837615.00953,5174979.4128,12,236467.91746083333,431248.2844,200997.72984170832,366561.04174,567558.7715817083
M0526,431605227.0,528308358.82,3021236.589,4988268.615665,12,251769.71575,415689.0513054167,214004.25838749998,353335.69360960415,567339.9519971041
M0525,540819965.82,437047424.46,3785739.76074,4250936.15086,12,315478.313395,354244.67923833337,268156.56638575,301107.9773525834,569264.5437383334
M0523,383222445.25,444661960.82,2682557.11675,3301676.082435,12,223546.42639583335,275139.67353625,190014.46243645833,233868.7225058125,423883.18494227086
M0522,304054033.31,1104764042.3,2128378.23317,9668681.509375,12,177364.85276416666,805723.4591145833,150760.12484954167,684864.9402473958,835625.0650969375
M0521,14140155.13,16355820.879999999,23062.19115,163373.72771500002,12,1921.8492625,13614.477309583335,1633.571873125,11572.305713145835,13205.877586270835
M0294,6601206.42,6009846.86,6425.40606,96336.735175,12,535.450505,8028.061264583333,455.13292925,6823.852074895833,7278.985004145833
M0293,13446058.16,8738412.59,23464.92798,67439.27192,12,1955.410665,5619.939326666667,1662.09906525,4776.948427666666,6439.047492916667
M0324,10612968.24,2404383.87,19928.56398,33881.261185,12,1660.713665,2823.4384320833337,1411.60661525,2399.9226672708337,3811.5292825208335
M0323,311596915.03,625961245.97,2181178.40521,5516386.190385,12,181764.86710083333,459698.84919875,154500.13703570832,390744.0218189375,545244.1588546458
M0321,415873486.6,421820692.8,2911114.4062,4783411.861135,12,242592.86718333335,398617.65509458334,206203.93710583335,338825.00683039584,545028.9439362292
M0320,251194979.81,260375024.21,1758364.85867,2136008.70018,12,146530.40488916668,178000.725015,124550.84415579167,151300.61626275,275851.4604185417
M0319,985093395.88,2689451524.85,6895653.77116,36709935.623435,12,574637.8142633333,3059161.3019529167,488442.1421238333,2600287.106659979,3088729.2487838124
M0318,9445260.72,6579570.2700000005,6049.11111,86620.092655,12,504.09259249999997,7218.341054583333,428.478703625,6135.5898963958325,6564.0686000208325
M0286,364700855.09000003,336929774.25,2552905.98563,4071501.251405,12,212742.16546916668,339291.7709504167,180830.84064879167,288398.00530785415,469228.8459566458
M0285,14516450.2,9039224.120000001,27309.71829,66322.606075,12,2275.8098575,5526.883839583334,1934.438378875,4697.851263645834,6632.289642520834
M0284,19164394.54,6092301.83,30638.41125,42362.296015,12,2553.2009375000002,3530.191334583333,2170.2207968750004,3000.6626343958333,5170.883431270833
M0283,343506147.38,868317902.11,2404543.03166,8674248.9743,12,200378.58597166665,722854.0811916668,170321.79807591665,614425.9690129168,784747.7670888335
M0282,299326765.66,350875372.1,2095287.35962,3010863.70121,12,174607.27996833334,250905.30843416668,148416.18797308335,213269.51216904167,361685.700142125
M0281,6765683.73,6533355.74,9737.97651,21743.00572,12,811.4980425,1811.9171433333333,689.773336125,1540.1295718333333,2229.9029079583333
M0280,393241019.35,378279763.77,2752687.13545,3033158.74224,12,229390.59462083332,252763.22852,194982.00542770833,214848.744242,409830.7496697083
M0279,13225283.209999999,10957580.37,20678.59623,160562.934535,12,1723.2163524999999,13380.244544583335,1464.7338996249998,11373.207862895833,12837.941762520833
M0315,22899692.19,8980709.96,43864.109670000005,53727.619940000004,12,3655.3424725000004,4477.301661666667,3107.0411016250005,3805.7064124166673,6912.747514041668
M0314,370343948.21,248602817.91,2592407.63747,2236247.957555,12,216033.96978916667,186353.9964629167,183628.87432079166,158400.8969934792,342029.77131427085
M0313,13873513.71,6761762.3,21687.027000000002,59313.12967,12,1807.2522500000002,4942.7608058333335,1536.1644125000003,4201.346684958334,5737.511097458334
M0312,9810754.25,6160742.67,14134.507109999999,67303.571205,12,1177.8755924999998,5608.63093375,1001.1942536249998,4767.3362936875,5768.5305473125
M0310,14598354.790000001,14387853.12,25629.964320000003,136592.763015,12,2135.8303600000004,11382.730251250001,1815.4558060000002,9675.3207135625,11490.7765195625
M0309,14846733.65,10108969.629999999,19191.304050000002,72200.846995,12,1599.2753375000002,6016.737249583333,1359.3840368750002,5114.226662145833,6473.610699020834
M0339,13802725.44,4618873.24,23819.038979999998,52202.486475000005,12,1984.9199149999997,4350.20720625,1687.1819277499997,3697.6761253125,5384.8580530624995
M0338,469146351.34,757823791.59,3284024.45938,7015695.738600001,12,273668.7049483333,584641.3115500001,232618.39920608333,496945.11481750006,729563.5140235834
M0336,462734997.89,1154591636.48,3239144.98523,12861908.220755,12,269928.7487691667,1071825.6850629167,229439.43645379168,911051.8323034792,1140491.2687572709
M0334,8516154.16,5193343.84,4928.0871,42587.866409999995,12,410.673925,3548.9888674999997,349.07283624999997,3016.640537375,3365.713373625
M0302,12915481.35,4680948.22,28751.82378,13393.90865,12,2395.985315,1116.1590541666667,2036.58751775,948.7351960416667,2985.3227137916665
M0300,424305235.69,261833066.82999998,2970136.64983,3238103.8209700002,12,247511.38748583334,269841.9850808334,210384.67936295833,229365.68731870837,439750.3666816667
M0299,385590725.85,407678780.06,2699135.08095,3010262.8766449997,12,224927.92341249998,250855.23972041663,191188.734900625,213226.95376235413,404415.6886629791
M0298,8860110.94,4939982.52,10996.93656,82632.93218999999,12,916.41138,6886.077682499999,778.949673,5853.166030124999,6632.1157031249995
M0296,504542710.77,1153691322.59,3531798.97539,14420050.172740001,12,294316.5812825,1201670.8477283334,250169.094090125,1021420.2205690834,1271589.3146592083
M0295,719536744.45,639961657.0600001,5036757.21115,5880539.91597,12,419729.76759583334,490044.99299750006,356770.30245645833,416538.24404787505,773308.5465043334
M0353,12859407.96,7785081.66,14495.56032,81781.745785,12,1207.96336,6815.145482083334,1026.768856,5792.873659770834,6819.642515770834
M0352,309024392.21,185821684.06,2163170.74547,1216212.2168700001,12,180264.22878916666,101351.01807250001,153224.59447079166,86148.36536162501,239372.95983241667
M0350,546761165.77,1113758215.01,3827328.16039,10224810.62185,12,318944.0133658333,852067.5518208334,271102.4113609583,724257.4190477083,995359.8304086665
M0486,315669636.32,311076810.5,2209687.45424,2426591.606495,12,184140.62118666666,202215.96720791666,156519.52800866665,171883.57212672915,328403.10013539577
M0485,8369868.36,8783997.46,6657.31089,17034.5164,12,554.7759075,1419.5430333333334,471.559521375,1206.6115783333332,1678.1710997083333
M0516,4615556.71,979681.46,5718.648300000001,5554.48166,12,476.5540250000001,462.8734716666667,405.0709212500001,393.4424509166667,798.5133721666668
M0515,309957556.46,1143357330.53,2169702.8952200003,10995379.19833,12,180808.57460166668,916281.5998608334,153687.28841141667,778839.3598817084,932526.6482931251
M0514,192378221.26,449446285.91,1346647.54882,4113365.82631,12,112220.62906833332,342780.4855258333,95387.53470808332,291363.41269695834,386750.94740504166
M0513,6488035.26,9295742.65,7742.75562,40984.92097,12,645.229635,3415.4100808333333,548.44518975,2903.098568708333,3451.5437584583333
M0511,287015097.22,322254279.36,2009105.68054,2679017.46664,12,167425.47337833335,223251.45555333336,142311.65237158333,189763.73722033337,332075.3895919167
M0508,172821595.64000002,279843864.97,1209751.1694800002,2766701.00611,12,100812.59745666668,230558.41717583334,85690.70783816668,195974.65459945833,281665.362437625
M0507,362674241.55,349481951.16,2538719.69085,4776523.1248,12,211559.9742375,398043.59373333334,179825.978101875,338337.0546733333,518163.0327752083
M0506,8798331.72,6761837.53,13484.99577,40232.613540000006,12,1123.7496475,3352.7177950000005,955.187200375,2849.81012575,3804.997326125
M0504,213558672.88,301021036.92,1494910.71016,1929010.13414,12,124575.89251333334,160750.84451166666,105889.50863633334,136638.21783491666,242527.72647125
M0503,361814508.26,1280147687.15,2532701.55782,11708902.56436,12,211058.46315166669,975741.8803633334,179399.69367891666,829380.5983088333,1008780.29198775
M0317,1071475357.9300001,3439835607.53,7500327.5055100005,26531781.38268,12,625027.2921258333,2210981.7818899998,531273.1983069583,1879334.5146064998,2410607.7129134582
M0342,10522401.44,7584818.99,8260.96518,68260.526765,12,688.4137649999999,5688.377230416667,585.1517002499999,4835.1206458541665,5420.272346104166
M0341,346542045.15999997,466515564.73,2425794.31612,4284969.713425,12,202149.52634333333,357080.80945208337,171827.09739183332,303518.68803427083,475345.78542610415
M0372,12898414.89,4223556.13,14346.59631,6335.334195,12,1195.5496925,527.94451625,1016.2172386249999,448.7528388125,1464.9700774374999
M0370,9705955.2,2570596.36,12148.887630000001,6004.834375,12,1012.4073025000001,500.4028645833334,860.5462071250001,425.3424348958334,1285.8886420208335
M0368,16583341.81,6067443.44,22836.68736,82435.26875999999,12,1903.05728,6869.605729999999,1617.598688,5839.164870499999,7456.763558499999
M0367,482545486.08,532131877.07,3377818.4025600003,4350800.4211,12,281484.86688000005,362566.7017583333,239262.13684800002,308181.69649458333,547443.8333425834
M0366,205970204.82999998,797121086.1,1441791.43381,7013113.42447,12,120149.28615083334,584426.1187058333,102126.89322820834,496762.2008999583,598889.0941281667
M0365,555759475.84,432450252.05,3890316.3308800003,2290406.317835,12,324193.02757333335,190867.19315291665,275564.07343733334,162237.11417997914,437801.1876173125
M0333,311274853.98,745478344.5,2178923.97786,6702912.83448,12,181576.998155,558576.0695399999,154340.44843175,474789.65910899994,629130.10754075
M0331,10858187.23,6608824.510000001,13536.06726,37401.690795,12,1128.005605,3116.80756625,958.8047642500001,2649.2864313125,3608.0911955625
M0330,10818182.77,2930345.01,10105.54824,19114.774634999998,12,842.12902,1592.8978862499998,715.809667,1353.9632033125,2069.7728703125
M0327,7036301.13,6731701.56,8413.85538,77981.15023500001,12,701.154615,6498.42918625,595.98142275,5523.6648083125,6119.6462310625
M0326,465819850.03000003,1021341940.2,3260738.95021,13245764.969985,12,271728.2458508333,1103813.74749875,230969.0089732083,938241.6853739375,1169210.6943471457
M0356,332941332.72,962468042.09,2330589.32904,7215208.793195001,12,194215.77742000003,601267.3994329168,165083.410807,511077.28951797925,676160.7003249793
M0354,391887041.15,311302218.63,2743209.28805,2650308.97916,12,228600.77400416668,220859.08159666669,194310.65790354167,187730.21935716667,382040.87726070837
M0469,477472063.34,903704520.6,3342304.44338,7083511.560579999,12,278525.3702816667,590292.6300483333,236746.56473941667,501748.7355410833,738495.3002805
M0500,4774809.15,4554421.26,5750.902680000001,28307.92669,12,479.24189000000007,2358.9938908333334,407.3556065,2005.1448072083333,2412.5004137083333
M0499,349067688.3,744101741.55,2443473.8181000003,7136014.81405,12,203622.81817500002,594667.9011708334,173079.39544875,505467.71599520836,678547.1114439584
M0498,385135228.18,390543822.15999997,2695946.59726,5204457.71614,12,224662.21643833336,433704.80967833335,190962.88397258334,368649.0882265833,559611.9721991667
M0497,12674560.47,9448719.2,24522.57495,137871.538555,12,2043.5479125,11489.294879583334,1737.015725625,9765.900647645834,11502.916373270835
M0496,221286920.07999998,315419330.0,1549008.44056,2602449.993845,12,129084.03671333333,216870.83282041666,109721.43120633333,184340.20789735415,294061.6391036875
M0495,307246801.56,408904798.85,2150727.61092,2884481.2323249998,12,179227.30091,240373.4360270833,152343.2057735,204317.42062302082,356660.6263965208
M0494,8980962.23,5385437.17,9359.96784,29627.76365,12,779.99732,2468.980304166667,662.997722,2098.6332585416667,2761.6309805416668
M0493,11700504.95,6451249.79,17753.17665,56908.039575,12,1479.4313875,4742.33663125,1257.516679375,4030.9861365625,5288.5028159375
M0492,313102263.49,1146295549.63,2191715.84443,12372312.338195,12,182642.98703583333,1031026.0281829167,155246.53898045834,876372.1239554791,1031618.6629359375
M0490,10804829.86,5549129.069999999,16723.51284,74514.240135,12,1393.62607,6209.52001125,1184.5821595,5278.0920095625,6462.6741690624995
M0488,430493207.29,519610971.05,3013452.45103,3015602.577955,12,251121.03758583334,251300.21482958333,213452.88194795835,213605.18260514582,427058.06455310417
M0487,284585093.26,379692387.07,1992095.65282,4125497.92785,12,166007.97106833334,343791.4939875,141106.77540808334,292222.769889375,433329.54529745836
M0346,7467944.75,5364447.77,11173.54152,16755.45175,12,931.12846,1396.2876458333333,791.459191,1186.8444989583334,1978.3036899583335
M0344,470948049.24,292802071.34,3296636.34468,2205514.010065,12,274719.69539,183792.83417208333,233511.7410815,156223.90904627083,389735.65012777084
M0343,8835475.2,1633773.08,9710.26608,9439.624215,12,809.1888399999999,786.63535125,687.8105139999999,668.6400485624999,1356.4505625624997
M0397,806032982.5,2675419453.94,5642230.8775,25699379.211255,12,470185.90645833337,2141614.93427125,399658.0204895834,1820372.6941305625,2220030.714620146
M0396,375252473.23,500478259.9,2626767.31261,5727210.144325,12,218897.27605083332,477267.5120270834,186062.6846432083,405677.38522302086,591740.0698662292
M0395,9554152.08,7218795.16,13334.58945,87638.70534,12,1111.2157875,7303.225445,944.533419375,6207.74162825,7152.275047625
M0364,9782634.32,6443825.5,19271.01048,23786.947350000002,12,1605.9175400000001,1982.2456125,1365.029909,1684.908770625,3049.938679625
M0362,10329726.18,1397755.4,16488.36618,2096.6331,12,1374.0305150000002,174.719425,1167.92593775,148.51151124999998,1316.437449
M0361,14368889.34,8983195.22,17216.01684,106606.16305,12,1434.66807,8883.846920833334,1219.4678595,7551.269882708333,8770.737742208334
M0360,7379780.38,996948.87,10733.43558,9987.634075,12,894.452965,832.3028395833334,760.2850202499999,707.4574136458333,1467.742433895833
M0358,530524225.83,650883764.18,3713669.58081,4787424.50435,12,309472.4650675,398952.04202916665,263051.595307375,339109.23572479165,602160.8310321667
M0357,358820954.95,649934742.39,2511746.68465,7378003.63052,12,209312.22372083334,614833.6358766666,177915.39016270833,522608.5904951666,700523.980657875
M0388,9917999.47,2457590.14,14391.45543,18083.953045,12,1199.2879525,1506.9960870833331,1019.394759625,1280.9466740208331,2300.341433645833
M0387,8900787.33,3441311.64,9777.80487,32398.050965000002,12,814.8170725,2699.8375804166667,692.594511625,2294.8619433541667,2987.4564549791667
M0385,9754429.37,6588436.73,11591.76849,43910.593835,12,965.9807075,3659.2161529166665,821.083601375,3110.3337299791665,3931.4173313541664
M0382,185405812.82,447124938.98,1297840.68974,3922582.93557,12,108153.39081166667,326881.9112975,91930.38218991667,277849.62460287503,369780.0067927917
M0381,648859869.11,1066125399.19,4542019.08377,7036263.0478,12,378501.5903141667,586355.2539833334,321726.35176704166,498401.9658858333,820128.317652875
M0470,283261419.04,449675534.68,1982829.93328,2295485.907005,12,165235.82777333332,191290.49225041666,140450.45360733333,162596.91841285417,303047.3720201875
M0419,14846593.530000001,6889162.55,27561.228900000002,78223.388815,12,2296.769075,6518.6157345833335,1952.25371375,5540.8233743958335,7493.077088145834
M0418,575661928.5600001,993267554.86,4029633.4999200003,5161537.564635,12,335802.79166000005,430128.13038625004,285432.37291100004,365608.9108283125,651041.2837393126
M0416,313460462.39,132386465.08,2194223.23673,1282149.06027,12,182851.93639416667,106845.7550225,155424.14593504166,90818.891769125,246243.03770416667
M0413,511519121.29,982842033.89,3580633.84903,9195758.73278,12,298386.15408583335,766313.2277316666,253628.23097295835,651366.2435719166,904994.474544875
M0411,9448667.66,7836628.7,11065.88433,62347.10284,12,922.1570275,5195.591903333333,783.833473375,4416.253117833333,5200.086591208333
M0380,201686165.13,349810778.87,1411803.15591,1911699.944305,12,117650.2629925,159308.32869208333,100002.72354362499,135412.07938827082,235414.80293189583
M0379,229306471.28,390812173.14,1605145.29896,3048527.433355,12,133762.10824666667,254043.9527795833,113697.79200966666,215937.3598626458,329635.1518723125
M0378,13027126.77,11071536.04,17384.04651,113536.586825,12,1448.6705425,9461.382235416668,1231.369961125,8042.174900104167,9273.544861229168
M0375,10217792.61,4878387.32,17584.068209999998,13237.828695,12,1465.3390174999997,1103.15239125,1245.5381648749997,937.6795325625,2183.2176974374997
M0374,12165612.85,6650524.22,12003.221160000001,10900.78633,12,1000.2684300000001,908.3988608333334,850.2281655,772.1390317083334,1622.3671972083334
M0373,8785757.86,4200624.19,5283.79782,38679.55729,12,440.316485,3223.2964408333332,374.26901225,2739.801974708333,3114.070986958333
M0403,10522626.32,5361915.38,8973.35025,36358.46173,12,747.7791874999999,3029.8718108333337,635.6123093749999,2575.3910392083335,3211.0033485833333
M0401,257559398.73,428972018.75,1802915.79111,2873156.99001,12,150242.98259250002,239429.74916749998,127706.53520362501,203515.28679237497,331221.821996
M0399,12420380.85,10269920.01,12362.70786,129049.68719,12,1030.225655,10754.140599166667,875.69180675,9141.019509291667,10016.711316041667
M0425,13979881.53,1462005.29,18956.97951,13828.666185,12,1579.7482925000002,1152.38884875,1342.7860486250001,979.5305214375,2322.3165700625004
M0424,392634490.51,470862139.74,2748441.43357,3431125.596885,12,229036.78613083332,285927.13307375,194681.2682112083,243038.0631126875,437719.33132389584
M0662,380789902.95,798580031.22,2665529.32065,6601829.7485,12,222127.4433875,550152.4790416666,188808.326879375,467629.6071854166,656437.9340647917
M0661,515837782.48,3409404838.23,3610864.47736,20610822.575910002,12,300905.3731133333,1717568.5479925002,255769.5671463333,1459933.2657936253,1715702.8329399587
M0483,12310534.45,1433691.86,18382.42371,2150.5377900000003,12,1531.8686424999999,179.21148250000002,1302.0883461249998,152.329760125,1454.4181062499997
M0479,606486543.41,307067847.14,4245405.80387,1933980.7344850001,12,353783.81698916666,161165.06120708334,300716.24444079166,136990.30202602083,437706.5464668125
M0478,10405524.72,8447075.790000001,16196.21091,65049.792075000005,12,1349.6842425,5420.81600625,1147.2316061249999,4607.6936053125,5754.9252114374995
M0476,471768719.35,657580640.78,3302381.03545,6677280.65857,12,275198.4196208333,556440.0548808334,233918.6566777083,472974.04664870835,706892.7033264167
M0475,608326804.53,1148282637.44,4258287.63171,7415385.952355,12,354857.3026425,617948.8293629166,301628.70724612504,525256.5049584791,826885.2122046042
M0474,12541618.52,6163660.38,20976.22815,49385.167010000005,12,1748.0190125,4115.430584166667,1485.8161606249998,3498.1159965416673,4983.932157166667
M0473,12887593.31,2850827.15,21813.74994,31071.030595,12,1817.8124950000001,2589.2525495833333,1545.1406207500002,2200.864667145833,3746.005287895833
M0392,11978242.54,8647300.5,19575.6576,90340.338175,12,1631.3048,7528.361514583333,1386.60908,6399.107287395833,7785.716367395833
M0389,10567988.34,6758163.79,10908.483629999999,53906.55201,12,909.0403024999999,4492.2126675,772.6842571249999,3818.380767375,4591.0650245
M0420,445055968.38,421194191.68,3115391.7786600003,2770366.475505,12,259615.98155500003,230863.87295875,220673.58432175004,196234.2920149375,416907.87633668754
M0448,294730074.85,203175938.74,2063110.52395,1056362.15714,12,171925.87699583333,88030.17976166667,146136.9954464583,74825.65279741667,220962.64824387498
M0446,10830857.69,2862935.89,14703.27555,22982.42248,12,1225.2729625,1915.2018733333334,1041.482018125,1627.9215923333334,2669.4036104583333
M0445,165105888.53,554945365.54,1155741.21971,2675450.470825,12,96311.76830916667,222954.20590208334,81865.00306279167,189511.07501677083,271376.0780795625
M0443,416397199.02,571298464.99,2914780.3931400003,4535103.793625,12,242898.36609500003,377925.3161354167,206463.61118075,321236.51871510415,527700.1298958542
