trx_id,timestamp,source_id,target_id,amount,channel,status,description,ref_number,trx_type,timestamp_dt,hour,day_of_week,month
T009368,2026-01-24 09:05:03,M0265,M0226,395042.0,QRIS,success,Bayar tagihan,REF54667377,M2M,2026-01-24 09:05:03,9,Saturday,2026-01
T040812,2025-10-01 20:32:21,M0650,M0599,4293027.0,QRIS,success,,REF35465077,M2M,2025-10-01 20:32:21,20,Wednesday,2025-10
T000940,2026-06-17 23:17:31,M0176,M0013,20635990.0,QRIS,success,Bayar tagihan,REF76403168,M2M,2026-06-17 23:17:31,23,Wednesday,2026-06
T019475,2026-01-24 04:13:23,M0457,M0708,556911.0,EDC,success,DP pembelian,REF41612855,M2M,2026-01-24 04:13:23,4,Saturday,2026-01
T039399,2026-05-12 17:41:46,M0363,M0378,1881247.0,transfer,success,,REF38043555,M2M,2026-05-12 17:41:46,17,Tuesday,2026-05
T041924,2025-09-12 08:21:48,M0032,M0161,1790576.0,transfer,success,DP pembelian,REF53979287,M2M,2025-09-12 08:21:48,8,Friday,2025-09
T030186,2026-03-28 09:46:41,M0515,M0513,700651.0,transfer,success,Pembayaran bahan,REF37798761,M2M,2026-03-28 09:46:41,9,Saturday,2026-03
T024877,2026-04-20 06:59:34,M0329,M0222,1438579.0,transfer,success,Payment invoice,REF47778531,M2M,2026-04-20 06:59:34,6,Monday,2026-04
T035351,2025-08-23 10:42:56,M0456,M0418,879772.0,transfer,success,DP pembelian,REF16987722,M2M,2025-08-23 10:42:56,10,Saturday,2025-08
T011692,2025-09-04 10:53:06,M0361,M0368,5669640.0,QRIS,success,Payment invoice,REF01207339,M2M,2025-09-04 10:53:06,10,Thursday,2025-09
T019621,2026-02-14 13:48:21,M0143,M0199,3520807.0,transfer,success,Transfer pembayaran,REF51126873,M2M,2026-02-14 13:48:21,13,Saturday,2026-02
T009182,2026-02-25 11:11:30,M0446,M0481,4406053.0,transfer,success,Pembayaran bulanan,REF64447236,M2M,2026-02-25 11:11:30,11,Wednesday,2026-02
T013697,2025-07-23 00:41:15,M0519,M0540,3456543.0,QRIS,success,Pembelian stok,REF06782396,M2M,2025-07-23 00:41:15,0,Wednesday,2025-07
T002768,2025-07-02 16:30:37,M0435,M0477,778088.0,transfer,success,,REF75933042,M2M,2025-07-02 16:30:37,16,Wednesday,2025-07
T037510,2025-08-17 07:08:43,M0097,M0025,699973.0,transfer,success,DP pembelian,REF46674721,M2M,2025-08-17 07:08:43,7,Sunday,2025-08
T006348,2025-08-23 00:15:18,M0114,M0025,1928131.0,QRIS,success,,REF28997319,M2M,2025-08-23 00:15:18,0,Saturday,2025-08
T008278,2025-10-26 18:05:39,M0438,M0403,7004813.0,QRIS,success,Pembayaran bulanan,REF73704033,M2M,2025-10-26 18:05:39,18,Sunday,2025-10
T036839,2026-03-21 22:21:21,M0050,M0205,6924070.0,transfer,success,Transfer pembayaran,REF19644563,M2M,2026-03-21 22:21:21,22,Saturday,2026-03
T001346,2026-02-18 14:41:55,M0396,M0369,5731120.0,transfer,success,,REF03239897,M2M,2026-02-18 14:41:55,14,Wednesday,2026-02
T034274,2025-11-30 15:04:38,M0446,M0465,1475127.0,EDC,success,,REF34166913,M2M,2025-11-30 15:04:38,15,Sunday,2025-11
T008984,2025-10-03 14:58:01,M0217,M0227,1040716.0,transfer,success,Pelunasan,REF92506868,M2M,2025-10-03 14:58:01,14,Friday,2025-10
T033532,2026-06-12 04:28:10,M0643,M0620,1865606.0,transfer,success,Pelunasan,REF22073282,M2M,2026-06-12 04:28:10,4,Friday,2026-06
T016865,2026-04-02 15:43:55,M0682,M0665,3221785.0,transfer,success,Transfer pembayaran,REF21532893,M2M,2026-04-02 15:43:55,15,Thursday,2026-04
T023024,2025-08-04 04:11:58,M0307,M0236,14711530.0,transfer,success,,REF79082695,M2M,2025-08-04 04:11:58,4,Monday,2025-08
T014750,2026-02-24 04:54:55,M0077,M0025,780643.0,transfer,success,,REF71288942,M2M,2026-02-24 04:54:55,4,Tuesday,2026-02
T018839,2026-02-02 02:10:36,M0391,M0390,630825.0,QRIS,success,Pembayaran bahan,REF14472161,M2M,2026-02-02 02:10:36,2,Monday,2026-02
T036288,2026-02-28 22:03:58,M0338,M0227,542693.0,transfer,success,,REF24765001,M2M,2026-02-28 22:03:58,22,Saturday,2026-02
T020745,2026-02-21 05:01:51,M0169,M0167,10811091.0,QRIS,success,,REF46134446,M2M,2026-02-21 05:01:51,5,Saturday,2026-02
T040486,2025-11-10 05:04:28,M0264,M0237,1107229.0,QRIS,success,Pelunasan,REF12193490,M2M,2025-11-10 05:04:28,5,Monday,2025-11
T020209,2026-05-19 03:23:28,M0127,M0106,12512367.0,transfer,success,,REF28131632,M2M,2026-05-19 03:23:28,3,Tuesday,2026-05
T018419,2025-11-21 15:22:18,M0521,M0537,6085053.0,transfer,success,Pembelian stok,REF65249265,M2M,2025-11-21 15:22:18,15,Friday,2025-11
T005279,2025-12-25 09:26:58,M0101,M0052,18049410.0,EDC,success,,REF24146778,M2M,2025-12-25 09:26:58,9,Thursday,2025-12
T002740,2025-12-22 05:41:37,M0173,M0130,466899.0,EDC,success,Bayar supplier,REF75464210,M2M,2025-12-22 05:41:37,5,Monday,2025-12
T017022,2026-01-11 10:36:24,M0241,M0227,1611048.0,transfer,success,Pelunasan,REF99013401,M2M,2026-01-11 10:36:24,10,Sunday,2026-01
T011545,2026-05-24 12:43:25,M0276,M0248,544701.0,QRIS,success,,REF46745029,M2M,2026-05-24 12:43:25,12,Sunday,2026-05
T013753,2025-09-15 21:31:01,M0363,M0481,8209586.0,transfer,success,Pelunasan,REF08552196,M2M,2025-09-15 21:31:01,21,Monday,2025-09
T000254,2026-02-12 23:23:50,M0543,M0280,1882739.0,transfer,success,,REF40764155,M2M,2026-02-12 23:23:50,23,Thursday,2026-02
T012637,2025-07-14 23:22:58,M0555,M0590,8036212.0,transfer,success,Transfer pembayaran,REF78345648,M2M,2025-07-14 23:22:58,23,Monday,2025-07
T000490,2026-06-10 04:11:33,M0043,M0135,7426783.0,QRIS,success,Transfer pembayaran,REF15165257,M2M,2026-06-10 04:11:33,4,Wednesday,2026-06
T034811,2025-08-01 15:30:01,M0479,M0466,2112845.0,QRIS,success,Pembelian stok,REF44094410,M2M,2025-08-01 15:30:01,15,Friday,2025-08
T019061,2026-01-01 23:47:41,M0278,M0309,6478268.0,transfer,success,Pembayaran bahan,REF27412840,M2M,2026-01-01 23:47:41,23,Thursday,2026-01
T024922,2026-03-23 03:17:05,M0617,M0675,2418100.0,transfer,success,Payment invoice,REF39645381,M2M,2026-03-23 03:17:05,3,Monday,2026-03
T039491,2025-07-21 19:48:49,M0547,M0511,7491798.0,transfer,success,Bayar tagihan,REF03804897,M2M,2025-07-21 19:48:49,19,Monday,2025-07
T022310,2025-09-29 11:22:28,M0391,M0489,898871.0,transfer,success,Pelunasan,REF58405612,M2M,2025-09-29 11:22:28,11,Monday,2025-09
T000386,2026-03-16 03:55:29,M0123,M0355,9548382.0,transfer,success,Transfer pembayaran,REF24850800,M2M,2026-03-16 03:55:29,3,Monday,2026-03
T032076,2026-02-06 14:14:16,M0134,M0205,11160290.0,transfer,success,Bayar supplier,REF22739223,M2M,2026-02-06 14:14:16,14,Friday,2026-02
T013769,2025-09-18 11:35:23,M0259,M0274,13315063.0,EDC,success,,REF83155494,M2M,2025-09-18 11:35:23,11,Thursday,2025-09
T010444,2026-02-05 07:05:28,M0678,M0646,16145186.0,transfer,success,,REF18608226,M2M,2026-02-05 07:05:28,7,Thursday,2026-02
T026397,2025-11-26 07:15:32,M0587,M0143,885894.0,EDC,success,Transfer pembayaran,REF68570817,M2M,2025-11-26 07:15:32,7,Wednesday,2025-11
T026875,2025-11-05 17:25:07,M0306,M0227,1508748.0,transfer,success,,REF31877363,M2M,2025-11-05 17:25:07,17,Wednesday,2025-11
T009213,2026-06-18 07:52:03,M0600,M0612,548546.0,transfer,success,Pembayaran bahan,REF70718406,M2M,2026-06-18 07:52:03,7,Thursday,2026-06
T013337,2025-07-14 15:35:56,M0283,M0285,13334963.0,transfer,success,Bayar tagihan,REF78524930,M2M,2025-07-14 15:35:56,15,Monday,2025-07
T021521,2025-11-26 02:12:03,M0076,M0630,7161805.0,transfer,success,,REF62180965,M2M,2025-11-26 02:12:03,2,Wednesday,2025-11
T025725,2025-12-31 07:37:27,M0578,M0553,9222532.0,EDC,success,,REF29936429,M2M,2025-12-31 07:37:27,7,Wednesday,2025-12
T034903,2025-12-06 16:04:38,M0649,M0695,3639582.0,transfer,success,DP pembelian,REF97262379,M2M,2025-12-06 16:04:38,16,Saturday,2025-12
T013430,2026-03-17 00:29:14,M0283,M0333,1428143.0,EDC,success,Pembayaran bulanan,REF22801446,M2M,2026-03-17 00:29:14,0,Tuesday,2026-03
T035510,2026-04-18 07:34:09,M0375,M0440,5923499.0,transfer,success,Pembayaran bulanan,REF88147096,M2M,2026-04-18 07:34:09,7,Saturday,2026-04
T009842,2026-01-16 00:27:50,M0264,M0227,3732185.0,QRIS,success,Payment invoice,REF49815703,M2M,2026-01-16 00:27:50,0,Friday,2026-01
T028334,2026-05-16 20:04:05,M0563,M0558,6492831.0,transfer,success,Transfer pembayaran,REF67080164,M2M,2026-05-16 20:04:05,20,Saturday,2026-05
T016894,2025-12-11 04:13:28,M0138,M0119,3371671.0,QRIS,success,,REF06791267,M2M,2025-12-11 04:13:28,4,Thursday,2025-12
T071337,2025-11-01 12:04:38,M0268,M0324,3711133.0,transfer,success,Pembelian stok,REF02563730,M2M,2025-11-01 12:04:38,12,Saturday,2025-11
T002890,2025-12-09 11:53:59,M0203,M0147,552417.0,EDC,success,,REF17867982,M2M,2025-12-09 11:53:59,11,Tuesday,2025-12
T020429,2026-04-18 06:57:11,M0260,M0248,817560.0,QRIS,success,,REF38438173,M2M,2026-04-18 06:57:11,6,Saturday,2026-04
T030981,2026-02-23 02:59:05,M0357,M0376,779003.0,transfer,success,,REF85861905,M2M,2026-02-23 02:59:05,2,Monday,2026-02
T006400,2025-09-07 03:43:14,M0635,M0700,12494142.0,EDC,success,,REF99364159,M2M,2025-09-07 03:43:14,3,Sunday,2025-09
T041364,2025-10-11 08:25:39,M0166,M0147,1476211.0,transfer,success,,REF22004865,M2M,2025-10-11 08:25:39,8,Saturday,2025-10
T023161,2026-03-14 19:30:29,M0258,M0271,913728.0,transfer,success,Transfer pembayaran,REF50870929,M2M,2026-03-14 19:30:29,19,Saturday,2026-03
T013462,2025-12-10 04:14:27,M0405,M0378,679678.0,transfer,success,Pelunasan,REF25388856,M2M,2025-12-10 04:14:27,4,Wednesday,2025-12
T035332,2025-08-14 02:32:08,M0422,M0440,17149360.0,QRIS,success,DP pembelian,REF83383261,M2M,2025-08-14 02:32:08,2,Thursday,2025-08
T022146,2025-12-25 03:52:05,M0012,M0053,7305587.0,EDC,success,Payment invoice,REF99680569,M2M,2025-12-25 03:52:05,3,Thursday,2025-12
T006070,2026-03-21 00:04:55,M0088,M0013,7803335.0,transfer,success,Pelunasan,REF15035732,M2M,2026-03-21 00:04:55,0,Saturday,2026-03
T005888,2025-12-20 18:54:12,M0639,M0700,6128790.0,EDC,success,Bayar tagihan,REF80375462,M2M,2025-12-20 18:54:12,18,Saturday,2025-12
T030652,2026-05-27 03:36:04,M0603,M0700,792356.0,QRIS,success,,REF70157382,M2M,2026-05-27 03:36:04,3,Wednesday,2026-05
T028946,2025-07-28 04:59:38,M0322,M0242,4243281.0,transfer,success,,REF33302864,M2M,2025-07-28 04:59:38,4,Monday,2025-07
T034830,2026-06-02 21:18:47,M0191,M0120,2328544.0,transfer,success,,REF66991996,M2M,2026-06-02 21:18:47,21,Tuesday,2026-06
T026437,2026-06-01 09:41:34,M0280,M0274,521032.0,EDC,success,,REF68189915,M2M,2026-06-01 09:41:34,9,Monday,2026-06
T007407,2026-02-17 06:59:28,M0273,M0227,1016125.0,transfer,success,Payment invoice,REF98601577,M2M,2026-02-17 06:59:28,6,Tuesday,2026-02
T030088,2026-02-08 15:12:41,M0051,M0155,1413267.0,transfer,success,Pembayaran bahan,REF93963379,M2M,2026-02-08 15:12:41,15,Sunday,2026-02
T022363,2026-05-21 19:11:06,M0017,M0167,15778925.0,transfer,success,Transfer pembayaran,REF17253153,M2M,2026-05-21 19:11:06,19,Thursday,2026-05
T000059,2026-06-17 04:05:33,M0196,M0139,5660119.0,transfer,success,Bayar supplier,REF92033900,M2M,2026-06-17 04:05:33,4,Wednesday,2026-06
T015450,2026-01-31 09:51:30,M0387,M0425,2388851.0,EDC,success,Payment invoice,REF27472705,M2M,2026-01-31 09:51:30,9,Saturday,2026-01
T013519,2026-06-02 19:01:33,M0217,M0247,7796260.0,QRIS,success,,REF83426625,M2M,2026-06-02 19:01:33,19,Tuesday,2026-06
T010618,2026-01-04 12:36:49,M0304,M0214,542763.0,transfer,success,Pembayaran bulanan,REF53844993,M2M,2026-01-04 12:36:49,12,Sunday,2026-01
T024888,2026-01-10 04:22:55,M0402,M0377,8206172.0,transfer,success,,REF58161538,M2M,2026-01-10 04:22:55,4,Saturday,2026-01
T041331,2025-12-24 17:05:43,M0217,M0274,4545301.0,QRIS,success,,REF29587399,M2M,2025-12-24 17:05:43,17,Wednesday,2025-12
T010231,2025-11-30 19:26:09,M0639,M0602,2055075.0,transfer,success,Bayar tagihan,REF36718172,M2M,2025-11-30 19:26:09,19,Sunday,2025-11
T028863,2025-07-29 23:23:53,M0564,M0528,7359965.0,EDC,success,Bayar supplier,REF88299949,M2M,2025-07-29 23:23:53,23,Tuesday,2025-07
T015570,2026-05-11 06:35:19,M0302,M0310,619004.0,transfer,success,Bayar tagihan,REF44931108,M2M,2026-05-11 06:35:19,6,Monday,2026-05
T005456,2025-11-03 18:43:05,M0409,M0476,738366.0,QRIS,success,Payment invoice,REF45536360,M2M,2025-11-03 18:43:05,18,Monday,2025-11
T022201,2026-01-07 11:52:53,M0097,M0081,7734575.0,transfer,success,Payment invoice,REF95319009,M2M,2026-01-07 11:52:53,11,Wednesday,2026-01
T009551,2026-03-12 10:22:11,M0630,M0668,717811.0,transfer,success,Pembayaran bulanan,REF85292009,M2M,2026-03-12 10:22:11,10,Thursday,2026-03
T029157,2026-06-19 20:38:34,M0260,M0248,663191.0,QRIS,success,,REF18891678,M2M,2026-06-19 20:38:34,20,Friday,2026-06
T037633,2025-09-16 22:23:03,M0018,M0153,933594.0,QRIS,success,Bayar tagihan,REF24838273,M2M,2025-09-16 22:23:03,22,Tuesday,2025-09
T007151,2025-12-22 06:58:30,M0142,M0052,1365456.0,transfer,success,Bayar tagihan,REF49150757,M2M,2025-12-22 06:58:30,6,Monday,2025-12
T011218,2025-10-03 03:15:17,M0307,M0333,17536369.0,EDC,success,Pembelian stok,REF19916281,M2M,2025-10-03 03:15:17,3,Friday,2025-10
T027404,2026-03-14 03:18:08,M0004,M0034,2483516.0,EDC,success,Pembelian stok,REF07860259,M2M,2026-03-14 03:18:08,3,Saturday,2026-03
T038855,2025-07-27 15:00:32,M0658,M0624,579736.0,transfer,success,Bayar tagihan,REF92503556,M2M,2025-07-27 15:00:32,15,Sunday,2025-07
T020404,2026-01-04 15:08:13,M0327,M0248,738729.0,transfer,success,Transfer pembayaran,REF03815973,M2M,2026-01-04 15:08:13,15,Sunday,2026-01
T003789,2026-04-20 12:39:15,M0085,M0205,14942657.0,EDC,success,Bayar supplier,REF52164143,M2M,2026-04-20 12:39:15,12,Monday,2026-04
T038277,2026-03-26 13:06:06,M0385,M0473,1297658.0,transfer,success,Pembelian stok,REF81567415,M2M,2026-03-26 13:06:06,13,Thursday,2026-03
T034673,2026-01-07 23:42:19,M0084,M0034,1405492.0,transfer,success,,REF11702577,M2M,2026-01-07 23:42:19,23,Wednesday,2026-01
T025798,2025-09-09 19:22:02,M0102,M0201,1095268.0,EDC,success,Bayar tagihan,REF23889572,M2M,2025-09-09 19:22:02,19,Tuesday,2025-09
T004380,2025-10-18 19:39:31,M0563,M0540,563446.0,EDC,success,Pelunasan,REF97625784,M2M,2025-10-18 19:39:31,19,Saturday,2025-10
T022507,2025-08-01 07:44:37,M0400,M0379,5818650.0,transfer,success,Bayar supplier,REF51061225,M2M,2025-08-01 07:44:37,7,Friday,2025-08
T001180,2026-02-02 05:03:24,M0499,M0532,2290525.0,QRIS,success,Bayar tagihan,REF29720847,M2M,2026-02-02 05:03:24,5,Monday,2026-02
T026156,2026-06-12 21:27:42,M0098,M0199,10885337.0,EDC,success,Bayar supplier,REF84790986,M2M,2026-06-12 21:27:42,21,Friday,2026-06
T027832,2025-12-03 01:27:01,M0621,M0665,10163862.0,transfer,success,Pelunasan,REF36136852,M2M,2025-12-03 01:27:01,1,Wednesday,2025-12
T000053,2026-05-17 23:05:39,M0162,M0157,14181319.0,transfer,success,Pembelian stok,REF32683474,M2M,2026-05-17 23:05:39,23,Sunday,2026-05
T011864,2026-04-26 01:26:10,M0547,M0554,4614513.0,transfer,success,,REF57719741,M2M,2026-04-26 01:26:10,1,Sunday,2026-04
T001066,2025-11-20 01:21:36,M0589,M0570,679740.0,EDC,success,,REF16036066,M2M,2025-11-20 01:21:36,1,Thursday,2025-11
T037083,2025-10-22 20:48:18,M0134,M0179,1851672.0,EDC,success,Transfer pembayaran,REF52323218,M2M,2025-10-22 20:48:18,20,Wednesday,2025-10
T007439,2025-12-28 07:49:46,M0395,M0468,1653167.0,QRIS,success,Pembayaran bulanan,REF76870548,M2M,2025-12-28 07:49:46,7,Sunday,2025-12
T023676,2026-03-07 23:31:15,M0307,M0285,21924479.0,EDC,success,Pelunasan,REF67675526,M2M,2026-03-07 23:31:15,23,Saturday,2026-03
T018267,2026-06-11 14:00:14,M0578,M0528,15909832.0,transfer,success,Payment invoice,REF25374676,M2M,2026-06-11 14:00:14,14,Thursday,2026-06
T020611,2026-05-27 23:43:05,M0499,M0520,9130498.0,QRIS,success,Transfer pembayaran,REF98606118,M2M,2026-05-27 23:43:05,23,Wednesday,2026-05
T013236,2026-05-27 04:18:40,M0273,M0269,1694827.0,transfer,success,,REF90555037,M2M,2026-05-27 04:18:40,4,Wednesday,2026-05
T002859,2025-09-26 11:07:59,M0262,M0298,2886021.0,transfer,success,,REF79119148,M2M,2025-09-26 11:07:59,11,Friday,2025-09
T000913,2026-06-29 17:23:49,M0127,M0207,825450.0,transfer,success,,REF53151327,M2M,2026-06-29 17:23:49,17,Monday,2026-06
T029912,2026-04-13 07:04:05,M0559,M0528,2912950.0,QRIS,success,Pembayaran bulanan,REF04132503,M2M,2026-04-13 07:04:05,7,Monday,2026-04
T003003,2025-08-17 11:25:52,M0519,M0554,2050340.0,transfer,success,,REF79416949,M2M,2025-08-17 11:25:52,11,Sunday,2025-08
T008412,2026-01-14 06:56:12,M0572,M0504,446741.0,transfer,success,Pembelian stok,REF54845161,M2M,2026-01-14 06:56:12,6,Wednesday,2026-01
T032551,2025-09-24 17:37:00,M0278,M0309,553175.0,QRIS,success,,REF17983244,M2M,2025-09-24 17:37:00,17,Wednesday,2025-09
T029230,2025-07-17 02:10:52,M0636,M0620,3568701.0,transfer,success,Pelunasan,REF57450174,M2M,2025-07-17 02:10:52,2,Thursday,2025-07
T005742,2025-07-26 18:31:29,M0008,M0044,6813512.0,transfer,success,DP pembelian,REF16381982,M2M,2025-07-26 18:31:29,18,Saturday,2025-07
T026135,2025-11-20 06:28:55,M0608,M0663,4145836.0,transfer,success,Pelunasan,REF91021862,M2M,2025-11-20 06:28:55,6,Thursday,2025-11
T033130,2026-01-09 19:13:22,M0338,M0300,22043981.0,transfer,success,Bayar supplier,REF59329778,M2M,2026-01-09 19:13:22,19,Friday,2026-01
T021412,2026-06-24 01:47:33,M0020,M0053,5019767.0,transfer,success,Pembayaran bulanan,REF38860100,M2M,2026-06-24 01:47:33,1,Wednesday,2026-06
T002814,2025-09-21 03:35:30,M0084,M0174,1913265.0,transfer,success,,REF31633315,M2M,2025-09-21 03:35:30,3,Sunday,2025-09
T004317,2026-05-10 18:29:45,M0152,M0155,7058737.0,transfer,success,Payment invoice,REF88895829,M2M,2026-05-10 18:29:45,18,Sunday,2026-05
T010474,2026-04-15 14:32:14,M0652,M0669,16747469.0,transfer,success,Pelunasan,REF67817720,M2M,2026-04-15 14:32:14,14,Wednesday,2026-04
T009802,2025-09-17 05:14:52,M0507,M0092,17946710.0,QRIS,success,,REF68087958,M2M,2025-09-17 05:14:52,5,Wednesday,2025-09
T017406,2025-07-02 00:48:41,M0314,M0300,3925281.0,transfer,success,Payment invoice,REF85134513,M2M,2025-07-02 00:48:41,0,Wednesday,2025-07
T030575,2025-11-06 11:34:05,M0267,M0333,462758.0,EDC,success,Bayar tagihan,REF15268590,M2M,2025-11-06 11:34:05,11,Thursday,2025-11
T015753,2026-02-06 14:14:06,M0405,M0480,736954.0,transfer,success,,REF00169046,M2M,2026-02-06 14:14:06,14,Friday,2026-02
T020367,2025-10-02 06:15:16,M0415,M0398,6770797.0,QRIS,success,,REF75796494,M2M,2025-10-02 06:15:16,6,Thursday,2025-10
T028042,2026-02-16 10:03:21,M0302,M0227,2200672.0,transfer,success,,REF22098536,M2M,2026-02-16 10:03:21,10,Monday,2026-02
T032661,2026-05-17 10:18:37,M0258,M0236,8853465.0,QRIS,success,Transfer pembayaran,REF27484068,M2M,2026-05-17 10:18:37,10,Sunday,2026-05
T038530,2025-11-02 15:28:19,M0692,M0655,7441312.0,transfer,success,Pembelian stok,REF86779669,M2M,2025-11-02 15:28:19,15,Sunday,2025-11
T029162,2025-09-28 14:37:43,M0211,M0237,5905586.0,QRIS,success,Bayar tagihan,REF95827422,M2M,2025-09-28 14:37:43,14,Sunday,2025-09
T033547,2026-03-01 23:07:23,M0456,M0376,484218.0,EDC,success,Pembayaran bahan,REF67939964,M2M,2026-03-01 23:07:23,23,Sunday,2026-03
T020897,2026-03-08 05:13:43,M0530,M0545,20391056.0,EDC,success,Pembelian stok,REF52085579,M2M,2026-03-08 05:13:43,5,Sunday,2026-03
T034117,2025-09-18 17:36:08,M0613,M0627,1183279.0,transfer,success,,REF79455450,M2M,2025-09-18 17:36:08,17,Thursday,2025-09
T003406,2026-05-25 05:14:00,M0079,M0006,874286.0,QRIS,success,,REF91472840,M2M,2026-05-25 05:14:00,5,Monday,2026-05
T037012,2025-07-26 03:22:23,M0270,M0242,3775732.0,transfer,success,Payment invoice,REF93305445,M2M,2025-07-26 03:22:23,3,Saturday,2025-07
T009336,2025-08-18 16:41:20,M0658,M0616,21194753.0,EDC,success,Transfer pembayaran,REF50886140,M2M,2025-08-18 16:41:20,16,Monday,2025-08
T014975,2026-03-12 16:18:58,M0340,M0309,2058817.0,QRIS,success,,REF81375530,M2M,2026-03-12 16:18:58,16,Thursday,2026-03
T041040,2025-09-29 14:41:24,M0491,M0551,17734427.0,transfer,success,,REF92903905,M2M,2025-09-29 14:41:24,14,Monday,2025-09
T028418,2025-09-29 03:16:24,M0316,M0318,366943.0,transfer,success,Payment invoice,REF49694499,M2M,2025-09-29 03:16:24,3,Monday,2025-09
T019596,2026-02-19 03:04:39,M0436,M0464,1944262.0,transfer,success,Transfer pembayaran,REF04423292,M2M,2026-02-19 03:04:39,3,Thursday,2026-02
T070987,2026-02-04 16:10:20,M0276,M0287,748523.0,transfer,success,DP pembelian,REF72783321,M2M,2026-02-04 16:10:20,16,Wednesday,2026-02
T006404,2026-05-23 15:51:24,M0422,M0368,4275975.0,EDC,success,Bayar supplier,REF28030129,M2M,2026-05-23 15:51:24,15,Saturday,2026-05
T008704,2025-09-24 09:55:39,M0674,M0634,20041688.0,transfer,success,Bayar supplier,REF18061996,M2M,2025-09-24 09:55:39,9,Wednesday,2025-09
T005452,2026-03-13 18:06:07,M0061,M0130,2226777.0,QRIS,success,Pembayaran bulanan,REF55765729,M2M,2026-03-13 18:06:07,18,Friday,2026-03
T031834,2026-06-04 09:00:42,M0074,M0053,2189895.0,QRIS,success,Transfer pembayaran,REF28835636,M2M,2026-06-04 09:00:42,9,Thursday,2026-06
T013190,2025-08-25 23:24:44,M0143,M0130,2114888.0,transfer,success,Pembayaran bulanan,REF80136563,M2M,2025-08-25 23:24:44,23,Monday,2025-08
T020349,2025-11-25 02:14:23,M0597,M0612,1621261.0,transfer,success,DP pembelian,REF94236571,M2M,2025-11-25 02:14:23,2,Tuesday,2025-11
T030889,2025-12-06 02:00:50,M0604,M0618,12185348.0,transfer,success,,REF52427423,M2M,2025-12-06 02:00:50,2,Saturday,2025-12
T026861,2025-11-05 06:00:38,M0319,M0248,1050787.0,transfer,success,Pembelian stok,REF57782689,M2M,2025-11-05 06:00:38,6,Wednesday,2025-11
T025242,2025-07-12 14:59:16,M0402,M0376,5565416.0,transfer,success,Transfer pembayaran,REF60441791,M2M,2025-07-12 14:59:16,14,Saturday,2025-07
T031622,2026-03-10 18:44:46,M0409,M0476,2273683.0,transfer,success,,REF91318729,M2M,2026-03-10 18:44:46,18,Tuesday,2026-03
T034296,2026-03-24 03:06:30,M0598,M0690,1076516.0,transfer,success,,REF06959824,M2M,2026-03-24 03:06:30,3,Tuesday,2026-03
T019318,2026-01-22 17:22:20,M0232,M0310,7488454.0,transfer,success,Pembayaran bulanan,REF61149314,M2M,2026-01-22 17:22:20,17,Thursday,2026-01
T017172,2025-11-07 07:11:52,M0650,M0700,7398774.0,transfer,success,,REF30237526,M2M,2025-11-07 07:11:52,7,Friday,2025-11
T019920,2025-09-27 20:51:16,M0181,M0042,2989567.0,transfer,success,,REF90462731,M2M,2025-09-27 20:51:16,20,Saturday,2025-09
T020130,2025-11-21 11:29:34,M0038,M0016,1666070.0,QRIS,success,Bayar tagihan,REF07619634,M2M,2025-11-21 11:29:34,11,Friday,2025-11
T027025,2025-10-19 08:57:13,M0290,M0269,411836.0,QRIS,success,Bayar supplier,REF73671612,M2M,2025-10-19 08:57:13,8,Sunday,2025-10
T024716,2025-07-12 01:50:25,M0447,M0384,3733569.0,transfer,success,,REF95730277,M2M,2025-07-12 01:50:25,1,Saturday,2025-07
T010086,2026-06-27 04:09:25,M0433,M0376,12157734.0,transfer,success,Bayar tagihan,REF42485037,M2M,2026-06-27 04:09:25,4,Saturday,2026-06
T008602,2026-01-14 13:14:07,M0340,M0309,2708872.0,transfer,success,Pembayaran bahan,REF64274696,M2M,2026-01-14 13:14:07,13,Wednesday,2026-01
T016847,2025-11-10 14:29:05,M0115,M0090,2403033.0,QRIS,success,,REF38334443,M2M,2025-11-10 14:29:05,14,Monday,2025-11
T026970,2025-11-27 05:35:28,M0338,M0272,7264721.0,transfer,success,,REF42349724,M2M,2025-11-27 05:35:28,5,Thursday,2025-11
T024663,2025-08-22 10:06:35,M0559,M0554,379421.0,EDC,success,Transfer pembayaran,REF57698152,M2M,2025-08-22 10:06:35,10,Friday,2025-08
T004293,2025-09-04 16:23:31,M0446,M0377,1368342.0,transfer,success,,REF07522521,M2M,2025-09-04 16:23:31,16,Thursday,2025-09
T009188,2025-08-01 15:25:31,M0138,M0119,1423856.0,EDC,success,Transfer pembayaran,REF37076700,M2M,2025-08-01 15:25:31,15,Friday,2025-08
T020620,2025-10-11 02:06:00,M0696,M0665,11144367.0,QRIS,success,Bayar supplier,REF56478384,M2M,2025-10-11 02:06:00,2,Saturday,2025-10
T012088,2026-02-12 11:40:22,M0469,M0377,1584486.0,transfer,success,Payment invoice,REF73765284,M2M,2026-02-12 11:40:22,11,Thursday,2026-02
T030305,2025-08-12 05:16:51,M0343,M0227,7335657.0,unknown,success,Pembayaran bahan,REF77040557,M2M,2025-08-12 05:16:51,5,Tuesday,2025-08
T028528,2025-09-21 17:29:08,M0044,M0150,13531994.0,transfer,success,Pembayaran bulanan,REF38935809,M2M,2025-09-21 17:29:08,17,Sunday,2025-09
