merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_bni_acquiring,produk_bni,tgl_registrasi,status,skala_usaha,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_hub,customer_density,log_pagerank,log_omzet,log_weighted_degree,log_n_customers
M0227,Supplier Busana Mandala,Fashion,accessories,supplier,Depok,Cimanggis,Ya,QRIS,2022-01-16,aktif,UKE,521354434.0,3.0,0.187171,0.0014238844476884783,0.001063258785942492,7,67.0,1.0,0.06239033333333333,33.0,7.0,27.0,3.8,4.0,0,0,1,0,8.25,2.7238477256571674,20.071940665924988,0.17157316590890978,3.5263605246161616
M0193,Grosir Bahan Pangan Gemilang,F&B,catering,supplier,Depok,Sawangan,Ya,QRIS,2024-03-08,aktif,UMI,70985296.0,3.0,0.168903,0.001182155302380897,0.01256485623003195,13,28.0,0.6666666666666666,0.056301,24.0,18.0,18.0,0.0,5.0,1,0,0,0,6.0,2.5511275848583095,18.07798332905359,0.15606570214382148,3.2188758248682006
M0191,Kafe Arunika Maju,F&B,bakery,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,2022-02-08,aktif,UMI,93858887.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,12.0,22.0,4.0,4.0,0,1,1,0,0.0,0.0,18.357303020828017,0.0,0.0
M0190,UD Mahardika Boga Internasional,F&B,catering,retailer,Bogor,Tanah Sareal,Ya,QRIS,2024-12-08,aktif,UMI,66082519.0,1.0,0.057692,0.0006068686900327959,0.0,7,67.0,1.0,0.057692,21.0,20.0,12.0,4.0,4.0,1,1,1,0,10.5,1.9556747342752308,18.006414822043073,0.056089175741910344,3.091042453358316
M0188,Grosir Bahan Pangan Tunas,F&B,restaurant,supplier,Bogor,Sentul,Ya,QRIS,2025-07-24,aktif,UKE,492035767.0,6.0,0.346494,0.002239858505504652,0.016884345047923324,3,76.0,0.8333333333333334,0.057748999999999995,38.0,4.0,22.0,0.0,4.0,1,1,0,1,5.428571428571429,3.152675552802354,20.014061971001116,0.29750417726255923,3.6635616461296463
M0184,Kafe Sinar Asri,F&B,warung,retailer,Jakarta,Kemang,Ya,QRIS,2024-11-24,aktif,UMI,23491414.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,11.0,18.0,3.7,3.0,1,1,1,0,0.0,0.0,16.972145593220155,0.0,0.0
M0183,Bakery Nawasena Cemerlang,F&B,restaurant,retailer,Bogor,Sentul,Ya,QRIS,2023-12-27,aktif,UMI,102098529.0,4.0,0.247345,0.0015271825802094803,0.004038338658146965,3,76.0,0.75,0.061836249999999995,31.0,12.0,29.0,4.2,3.0,1,1,1,0,6.2,2.7894351338712466,18.441448885381885,0.22101729242705875,3.4657359027997265
M0182,Kafe Mahardika Bersama,F&B,warung,retailer,Depok,Sawangan,Ya,QRIS,2021-11-25,aktif,UMI,32140438.0,1.0,0.071429,0.0007471087317222963,0.0,7,67.0,0.0,0.071429,18.0,11.0,11.0,3.1,3.0,0,1,1,0,9.0,2.136658873178483,17.28562557717227,0.06899327148687145,2.9444389791664403
M0564,PT Kencana Gadget Sejahtera,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2022-12-12,aktif,UBE,8838306707.0,6.0,0.36084499999999997,0.0020739599421183575,0.016475399361022363,3,76.0,0.8333333333333334,0.06014083333333334,61.0,13.0,38.0,3.8,5.0,0,0,1,1,8.714285714285714,3.0791354556347845,22.902361146379356,0.30810583033582356,4.127134385045092
M0563,UD Bintang Teknologi Persada,Electronics,gadget,retailer,Bandung,Cihampelas,Ya,QRIS + EDC,2026-03-09,aktif,UKE,327816271.0,2.0,0.11422399999999999,0.0009540161320668246,0.0,10,26.0,0.0,0.057111999999999996,20.0,13.0,13.0,3.7,2.0,0,0,1,0,6.666666666666667,2.355192848562335,19.607963863066384,0.10815819849106369,3.044522437723423
M0562,PT Sinar Inovasi Sejahtera,Electronics,gadget,retailer,Depok,Sawangan,Ya,QRIS + EDC,2025-01-14,aktif,UME,1789291822.0,3.0,0.166387,0.001266139314788526,0.0036089456869009585,8,46.0,0.6666666666666666,0.055462333333333336,45.0,15.0,22.0,3.7,2.0,1,1,1,0,11.25,2.614573836342375,21.305085748908095,0.15391093680548223,3.828641396489095
M0561,Servis Elektronik Bang Fajar,Electronics,accessories,retailer,Bandung,Dago,Ya,QRIS + EDC,2021-01-12,aktif,UMI,26010592.0,1.0,0.09375,0.0007903146453928226,0.0,13,28.0,1.0,0.09375,10.0,8.0,17.0,3.8,2.0,0,0,1,0,5.0,2.1864047484088607,17.074014436088433,0.08961215868968714,2.3978952727983707
M0560,Toko Elektronik Kencana,Electronics,service,retailer,Tangerang,BSD,Ya,QRIS,2021-10-05,aktif,UMI,38661010.0,2.0,0.102632,0.0008508817848442079,0.0036958466453674123,0,44.0,0.0,0.051316,22.0,11.0,22.0,3.2,3.0,0,1,1,0,7.333333333333333,2.252219562673138,17.470342182463053,0.09770004906320855,3.1354942159291497
M0558,Langgeng Teknologi Distribusi,Electronics,accessories,supplier,Jakarta,Sudirman,Ya,QRIS + EDC,2024-01-14,aktif,UKE,532539550.0,6.0,0.358478,0.002895651775378776,0.01427220447284345,15,53.0,0.8333333333333334,0.05974633333333334,38.0,19.0,22.0,3.7,4.0,1,0,1,1,5.428571428571429,3.399746922046936,20.09316772696807,0.30636495542115194,3.6635616461296463
M0557,UD Anugerah Elektronik Mandiri,Electronics,computer,retailer,Bandung,Buah Batu,Ya,QRIS + EDC,2022-10-04,aktif,UKE,706404556.0,5.0,0.283123,0.0021721809820897083,0.012278594249201278,13,28.0,0.8,0.056624600000000004,31.0,11.0,32.0,4.1,3.0,0,1,1,0,5.166666666666667,3.1233252482903584,20.375698658252468,0.24929695009525293,3.4657359027997265
M0556,Grosir Elektronik Anugerah,Electronics,gadget,supplier,Jakarta,Kemang,Ya,QRIS,2026-03-15,aktif,UMI,41919498.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,8.0,21.0,4.0,2.0,1,1,1,0,0.0,0.0,17.551261646569767,0.0,0.0
M0555,Sinar Komputer House,Electronics,gadget,retailer,Bandung,Cihampelas,Ya,QRIS + EDC,2025-06-24,aktif,UME,3298469832.0,3.0,0.16919499999999998,0.0012561462678237793,0.004063897763578275,9,20.0,0.3333333333333333,0.05639833333333333,54.0,14.0,47.0,4.0,3.0,0,0,1,0,13.5,2.6072321438216903,21.916724510913102,0.1563154778174828,4.007333185232471
M0554,Kencana Teknologi Distribusi,Electronics,accessories,supplier,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2022-10-30,aktif,UBE,7960498366.0,2.0,0.139945,0.0010837782161426356,0.0010990415335463259,8,46.0,0.5,0.0699725,60.0,17.0,47.0,4.1,5.0,1,0,1,0,20.0,2.471296294462657,22.797757443762443,0.13098001562851194,4.110873864173311
M0553,Sinar Elektronik Distribusi,Electronics,gadget,supplier,Bekasi,Harapan Indah,Ya,QRIS + EDC,2021-09-21,aktif,UKE,735958044.0,4.0,0.240935,0.001562733235432585,0.00585814696485623,17,39.0,0.25,0.06023375,25.0,18.0,29.0,0.0,5.0,0,0,0,0,5.0,2.8110478686914417,20.41668367099227,0.2158651277355115,3.258096538021482
M0552,CV Lentera Teknologi Utama,Electronics,gadget,retailer,Bogor,Bogor Tengah,Ya,QRIS + EDC,2022-01-10,aktif,UKE,938886973.0,3.0,0.18995,0.0013507515259268334,0.002336102236421725,3,76.0,0.6666666666666666,0.06331666666666666,35.0,10.0,22.0,3.6,3.0,0,0,1,0,8.75,2.674666808901362,20.66020566145057,0.17391128943398457,3.58351893845611
M0551,PT Karya Distribusi Sejahtera,Electronics,computer,supplier,Jakarta,Pluit,Ya,QRIS + EDC,2021-03-10,aktif,UBE,6752031456.0,4.0,0.208816,0.0018242424182959229,0.0102185303514377,15,53.0,0.5,0.05220399999999999,59.0,14.0,41.0,3.8,5.0,0,1,1,0,11.8,2.9571174343359035,22.63310925314509,0.18964136815616675,4.0943445622221
M0550,Digital Store Karya,Electronics,computer,retailer,Bandung,Braga,Ya,QRIS + EDC,2025-01-11,aktif,UKE,1121002722.0,2.0,0.125803,0.001148956726623109,0.0004089456869009585,15,53.0,0.5,0.0629015,39.0,18.0,23.0,4.2,4.0,0,1,1,0,13.0,2.5248936771186377,20.83748941011466,0.11849655881595654,3.6888794541139363
M0209,UD Sembada Boga Sejahtera,F&B,cafe,retailer,Jakarta,Pluit,Ya,QRIS,2021-07-21,aktif,UMI,43108727.0,1.0,0.069767,0.0007061711857082573,0.0,9,20.0,1.0,0.069767,17.0,14.0,20.0,4.3,4.0,0,0,1,0,8.5,2.0871259231833403,17.57923604037291,0.06744086775196902,2.8903717578961645
M0208,Kafe Adikara Sukses,F&B,warung,retailer,Bogor,Sentul,Ya,QRIS,2022-11-07,aktif,UMI,29552282.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,4.0,6.0,3.5,1.0,0,0,1,0,0.0,0.0,17.201671557715315,0.0,0.0
M0233,CV Mandala Apparel Retailindo,Fashion,textile,retailer,Bekasi,Jababeka,Ya,QRIS + EDC,2022-12-29,aktif,UKE,217200907.0,1.0,0.050847,0.000744838111869575,0.0,12,58.0,0.0,0.050847,19.0,17.0,22.0,4.1,5.0,0,0,1,0,9.5,2.133974839428301,19.196333326494138,0.04959650565540632,2.995732273553991
M0229,Toko Busana Pak Hendra,Fashion,footwear,retailer,Bekasi,Jababeka,Ya,QRIS,2024-07-16,aktif,UKE,369283855.0,3.0,0.238178,0.001554977883866154,0.0011961661341853035,0,44.0,0.0,0.07939266666666667,34.0,10.0,17.0,0.0,3.0,1,1,0,0,8.5,2.8063727385109156,19.727076163730512,0.2136409442178006,3.5553480614894135
M0258,Toko Busana Bu Sari,Fashion,accessories,retailer,Bandung,Setiabudhi,Ya,QRIS,2023-08-17,aktif,UMI,46953086.0,2.0,0.11521600000000001,0.0009766660000806327,0.0014466453674121405,17,39.0,0.5,0.057608000000000006,20.0,15.0,17.0,3.9,1.0,1,1,1,0,6.666666666666667,2.376454322440154,17.664659512255778,0.10904810812349783,3.044522437723423
M0257,Pelita Mode House,Fashion,footwear,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2024-07-21,aktif,UME,2998174849.0,1.0,0.058824,0.0006835104943946234,0.0,0,44.0,1.0,0.058824,43.0,18.0,49.0,4.2,7.0,1,1,1,0,21.5,2.058614269967961,21.82126955714095,0.057158858284294296,3.784189633918261
M0225,UD Sinar Garmen Mandiri,Fashion,textile,retailer,Bogor,Sentul,Ya,QRIS + EDC,2022-03-18,aktif,UME,3371619479.0,7.0,0.426018,0.002602925516433473,0.006783386581469648,3,76.0,0.7142857142857143,0.060859714285714295,40.0,16.0,30.0,4.0,4.0,0,1,1,1,5.0,3.296919804020219,21.93865902374323,0.35488594463333595,3.713572066704308
M0223,Rumah Mode Sentosa,Fashion,clothing,retailer,Tangerang,Alam Sutera,Ya,QRIS,2024-04-02,aktif,UMI,39756697.0,1.0,0.088235,0.00073229749391063,0.0,12,58.0,1.0,0.088235,12.0,16.0,23.0,3.8,3.0,1,0,1,0,6.0,2.1190197557184898,17.49828888801421,0.08455711775775625,2.5649493574615367
M0221,UD Cakrawala Distribusi Indonesia,Fashion,footwear,supplier,Jakarta,Senayan,Ya,QRIS + EDC,2026-01-01,aktif,UME,3672593262.0,3.0,0.153601,0.0015464212158591282,0.005295846645367412,14,29.0,0.3333333333333333,0.05120033333333333,65.0,17.0,54.0,0.0,6.0,0,1,0,0,16.25,2.8011890652204796,22.02416386065242,0.14288835439976688,4.189654742026425
M0219,Atelier Kencana,Fashion,accessories,retailer,Depok,Margonda,Ya,QRIS + EDC,2024-04-21,aktif,UME,3306702692.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,8.0,24.0,3.9,3.0,0,1,1,0,0.0,0.0,21.919217364576216,0.0,0.0
M0217,Rumah Mode Pelita,Fashion,clothing,retailer,Bogor,Tanah Sareal,Ya,QRIS,2023-06-02,aktif,UMI,76989336.0,2.0,0.10961,0.0008601842249526828,0.0029546325878594248,0,44.0,0.5,0.054805,19.0,14.0,18.0,3.3,4.0,1,1,1,0,6.333333333333333,2.2619549810555286,18.159177489709165,0.10400860223454371,2.995732273553991
M0216,UD Pelita Mode Sejahtera,Fashion,textile,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2024-08-08,aktif,UKE,519844369.0,5.0,0.281344,0.0019154857510197544,0.005893929712460064,4,30.0,0.4,0.056268799999999994,29.0,1.0,22.0,0.0,1.0,0,1,0,0,4.833333333333333,3.0034453268441905,20.06904003628248,0.24790952706709715,3.4011973816621555
M0215,Kencana Tekstil Market,Fashion,accessories,retailer,Jakarta,Cempaka Putih,Ya,QRIS + EDC,2023-10-16,aktif,UKE,291690792.0,3.0,0.21163200000000001,0.0014809966856791416,0.0009712460063897763,17,39.0,0.3333333333333333,0.07054400000000001,18.0,19.0,20.0,3.7,5.0,1,1,1,0,4.5,2.7606405548745543,19.491204871089906,0.1919682111790549,2.9444389791664403
M0243,Pusat Tekstil Bu Wati,Fashion,footwear,supplier,Bogor,Sentul,Ya,QRIS + EDC,2025-12-31,aktif,UMI,48908313.0,1.0,0.075,0.0009310740849755674,0.0,15,53.0,1.0,0.075,23.0,17.0,15.0,4.0,3.0,1,1,1,0,11.5,2.333186152843532,17.70545796044316,0.07232066157962612,3.1780538303479458
M0242,CV Pelita Distribusi Internasional,Fashion,footwear,supplier,Tangerang,BSD,Ya,QRIS + EDC,2021-07-08,aktif,UKE,651099422.0,3.0,0.17860600000000001,0.0012648222264582153,0.0031130990415335464,6,16.0,0.3333333333333333,0.05953533333333333,29.0,17.0,22.0,0.0,4.0,1,0,0,0,7.25,2.613609276122442,20.2941729120141,0.16433238419439583,3.4011973816621555
M0533,Sentra Gadget Sahabat,Electronics,accessories,retailer,Tangerang,Alam Sutera,Ya,QRIS,2023-05-10,aktif,UMI,35575100.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,8.0,11.0,0.0,1.0,1,0,0,0,0.0,0.0,17.387156541008544,0.0,0.0
M0276,Selaras Apparel House,Fashion,clothing,retailer,Bekasi,Summarecon,Ya,QRIS + EDC,2025-12-13,aktif,UMI,73202022.0,8.0,0.516387,0.0034157733328434186,0.027394249201277955,17,39.0,0.125,0.064548375,22.0,7.0,13.0,4.5,1.0,0,0,1,1,2.4444444444444446,3.5598446034019564,18.10873361516168,0.4163305316873941,3.1354942159291497
M0275,Buana Tekstil House,Fashion,accessories,retailer,Bogor,Dramaga,Ya,QRIS,2025-01-30,aktif,UKE,338008724.0,4.0,0.21896300000000002,0.0015296110366021436,0.008460063897763579,3,76.0,0.75,0.054740750000000005,36.0,8.0,36.0,4.2,2.0,0,0,1,0,7.2,2.7909264514851153,19.638582266723596,0.1980004972903263,3.6109179126442243
M0273,Pusaka Kriya House,Fashion,footwear,retailer,Bogor,Dramaga,Ya,QRIS + EDC,2023-02-22,aktif,UMI,59195332.0,4.0,0.260625,0.001706862816916188,0.009119488817891375,3,76.0,0.75,0.06515625,22.0,10.0,13.0,0.0,3.0,1,1,0,0,4.4,2.8941771841329804,17.896353262287175,0.23160762972633916,3.1354942159291497
M0272,CV Mitra Distribusi Nusantara,Fashion,textile,supplier,Tangerang,Cipondoh,Ya,QRIS + EDC,2022-04-06,aktif,UME,1842131364.0,4.0,0.228207,0.0014758909651972304,0.007084984025559106,12,58.0,0.25,0.05705175,39.0,20.0,63.0,4.1,4.0,1,1,1,0,7.8,2.75740589751685,21.334189088740427,0.20555538229441253,3.6888794541139363
M0518,PT Harmoni Teknologi Internasional,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2022-11-03,tidak aktif,UBE,7142110592.0,10.0,0.595051,0.0040094334678491845,0.03406006389776358,8,46.0,0.8,0.05950510000000001,45.0,23.0,46.0,0.0,7.0,1,0,0,1,4.090909090909091,3.715870269628595,22.689274170876963,0.46690571064725106,3.828641396489095
M0517,Distributor Gadget Karya,Electronics,accessories,supplier,Bogor,Cibinong,Ya,QRIS + EDC,2021-06-29,aktif,UKE,901686912.0,5.0,0.283966,0.0023456926417949643,0.015422364217252396,15,53.0,0.8,0.0567932,32.0,9.0,32.0,3.7,1.0,1,1,1,0,5.333333333333333,3.1969134648798017,20.619777914668457,0.24995372516639583,3.4965075614664802
M0546,CV Nusantara Gadget Mandiri,Electronics,service,retailer,Bandung,Setiabudhi,Ya,QRIS + EDC,2023-10-26,tidak aktif,UKE,449439714.0,2.0,0.115132,0.0013098182325509812,0.003164217252396166,9,20.0,0.5,0.057566,15.0,6.0,27.0,4.1,4.0,0,1,1,0,5.0,2.646045875989706,19.923512287197543,0.10897278355527822,2.772588722239781
M0545,Sinar Gadget Distribusi,Electronics,service,supplier,Jakarta,Senayan,Ya,QRIS + EDC,2024-01-19,aktif,UME,4100000000.0,5.0,0.315099,0.0023639750463590975,0.014098402555910543,18,41.0,0.6,0.0630198,47.0,15.0,47.0,0.0,4.0,1,1,0,0,7.833333333333333,3.2043610113247105,22.134252810900577,0.27391194796704427,3.871201010907891
M0544,Sentra Gadget Sembada,Electronics,accessories,retailer,Bekasi,Grand Galaxy,Ya,QRIS,2021-05-08,aktif,UMI,30269228.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,6.0,24.0,0.0,2.0,1,0,0,0,0.0,0.0,17.225642209910383,0.0,0.0
M0543,Komputer Adikara Baru,Electronics,gadget,retailer,Bekasi,Kemang Pratama,Ya,QRIS + EDC,2024-10-24,tidak aktif,UMI,100293240.0,1.0,0.058824,0.0005724711021100214,0.0,12,58.0,0.0,0.058824,15.0,12.0,14.0,3.0,2.0,1,0,1,0,7.5,1.9057889537245127,18.42360886282501,0.057158858284294296,2.772588722239781
M0542,CV Jelita Komputer Sentosa,Electronics,service,retailer,Bogor,Tanah Sareal,Ya,QRIS + EDC,2023-06-04,aktif,UME,2227066387.0,3.0,0.15458,0.0011072315548062083,0.005643450479233227,3,76.0,0.3333333333333333,0.051526666666666665,48.0,18.0,22.0,4.3,9.0,1,1,1,0,12.0,2.4909148599627415,21.523951035284725,0.1437366414783856,3.8918202981106265
M0539,CV Nusantara Gadget Niaga Raya,Electronics,computer,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2022-11-03,aktif,UME,2997060216.0,5.0,0.290443,0.0022933655040274425,0.015115654952076677,9,20.0,0.6,0.058088600000000004,45.0,21.0,38.0,0.0,7.0,1,1,0,0,7.5,3.1752856290899247,21.820897717504845,0.25498557027428315,3.828641396489095
M0537,Pusat Komponen Arunika Sukses,Electronics,accessories,supplier,Bogor,Tanah Sareal,Ya,QRIS,2022-12-25,aktif,UMI,91466007.0,2.0,0.12779000000000001,0.0009456236275852602,0.0012779552715654952,3,76.0,1.0,0.06389500000000001,24.0,12.0,25.0,3.7,3.0,1,0,1,0,8.0,2.3471985732216014,18.331477963955784,0.12025996553127599,3.2188758248682006
M0535,PT Pelita Distribusi Internasional,Electronics,computer,supplier,Depok,Cinere,Ya,QRIS + EDC,2022-04-10,aktif,UBE,8969056540.0,6.0,0.348295,0.002296757028673726,0.007933546325878595,7,67.0,0.5,0.05804916666666667,49.0,17.0,49.0,0.0,6.0,0,1,0,1,7.0,3.176701678549976,22.91704632810968,0.29884083127750843,3.912023005428146
M0238,PT Buana Distribusi Niaga Raya,Fashion,accessories,supplier,Bekasi,Grand Galaxy,Ya,QRIS + EDC,2025-06-05,aktif,UME,2563941072.0,3.0,0.180888,0.0013725501516425372,0.003828753993610224,8,46.0,1.0,0.06029600000000001,33.0,19.0,42.0,4.0,5.0,1,1,1,0,8.25,2.689580787798094,21.664811393291437,0.16626669783242307,3.5263605246161616
M0520,Grosir Elektronik Kencana,Electronics,accessories,supplier,Tangerang,BSD,Ya,QRIS,2022-01-24,aktif,UKE,482052048.0,4.0,0.26340800000000003,0.0018936300817556984,0.001906709265175719,12,58.0,1.0,0.065852,28.0,14.0,30.0,3.8,2.0,0,1,1,0,5.6,2.9925422316543737,19.993562651662042,0.23381283158209226,3.367295829986474
M0519,Komputer Jelita Maju,Electronics,gadget,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2024-04-02,aktif,UKE,347232938.0,4.0,0.251526,0.0018304491527253671,0.005275399361022364,12,58.0,1.0,0.0628815,41.0,8.0,21.0,3.8,1.0,0,0,1,0,8.2,2.9603377904547257,19.665506406642262,0.2243636067438092,3.7376696182833684
M0269,Supplier Busana Prima,Fashion,textile,supplier,Bogor,Dramaga,Ya,QRIS,2021-10-05,aktif,UMI,71796558.0,4.0,0.23381500000000002,0.001470764571174315,0.0016,3,76.0,1.0,0.058453750000000006,18.0,9.0,21.0,0.0,3.0,0,1,0,0,3.6,2.754147581823203,18.089347108078936,0.21011099528150226,2.9444389791664403
M0266,CV Nusantara Kriya Persada,Fashion,footwear,retailer,Tangerang,Cipondoh,Ya,QRIS + EDC,2021-06-22,aktif,UKE,945132249.0,7.0,0.39840600000000004,0.002601161512001125,0.016853674121405753,12,58.0,0.7142857142857143,0.056915142857142866,31.0,20.0,26.0,0.0,3.0,0,0,0,1,3.875,3.2962669631293453,20.666835422756282,0.3353330165277783,3.4657359027997265
M0263,Butik Nusantara Sukses,Fashion,clothing,retailer,Jakarta,Tebet,Ya,QRIS + EDC,2023-08-30,aktif,UKE,578951433.0,5.0,0.29135700000000003,0.0024888843673952334,0.010601916932907348,14,29.0,0.8,0.05827140000000001,36.0,12.0,22.0,3.6,2.0,0,1,1,0,6.0,3.253812129728261,20.17672915291732,0.255693603459025,3.6109179126442243
M0262,Butik Mitra Baru,Fashion,textile,retailer,Tangerang,Karawaci,Ya,QRIS + EDC,2021-09-16,aktif,UMI,50029932.0,2.0,0.103479,0.0008168498588867841,0.0012268370607028754,12,58.0,1.0,0.0517395,15.0,19.0,26.0,0.0,5.0,1,1,0,0,5.0,2.2157735420961626,17.72813204426701,0.09846791617562252,2.772588722239781
M0261,Butik Mahardika Mandiri,Fashion,textile,retailer,Tangerang,Gading Serpong,Ya,QRIS,2024-07-25,aktif,UMI,52936004.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,14.0,30.0,0.0,3.0,1,1,0,0,0.0,0.0,17.784594289127707,0.0,0.0
M0289,Atelier Prima,Fashion,textile,retailer,Jakarta,Thamrin,Ya,QRIS + EDC,2025-04-08,aktif,UKE,446004304.0,3.0,0.212184,0.0015698439970231264,0.0014466453674121405,5,19.0,0.6666666666666666,0.070728,39.0,26.0,34.0,4.4,5.0,1,0,1,0,9.75,2.8153153001030486,19.915839162404122,0.19242369130588238,3.6888794541139363
M0288,Galeri Fashion Bintang,Fashion,footwear,retailer,Jakarta,Cempaka Putih,Ya,QRIS,2025-02-08,aktif,UMI,36652102.0,2.0,0.11054800000000001,0.0008563714683076046,0.006144408945686901,15,53.0,0.0,0.055274000000000004,23.0,17.0,14.0,3.3,2.0,1,1,1,0,7.666666666666667,2.2579762167667305,17.416981365278286,0.10485358719129992,3.1780538303479458
M0256,Arunika Garmen Store,Fashion,footwear,retailer,Tangerang,Gading Serpong,Ya,QRIS,2021-08-02,tidak aktif,UMI,55628256.0,3.0,0.17810399999999998,0.001323437786618264,0.0036498402555910545,12,58.0,0.3333333333333333,0.059368,16.0,12.0,20.0,3.9,3.0,1,1,1,0,4.0,2.6556600152566756,17.83420184954552,0.1639063665616855,2.833213344056216
M0254,Toko Busana Mas Dimas,Fashion,clothing,retailer,Jakarta,Menteng,Ya,QRIS,2025-07-24,aktif,UMI,31753127.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,1,1,0,0,0.0,0.0,17.273501798135268,0.0,0.0
M0252,Galeri Fashion Pelita,Fashion,clothing,retailer,Jakarta,Pluit,Ya,QRIS + EDC,2021-12-17,aktif,UKE,381890248.0,1.0,0.066667,0.0006883787859979643,0.0,15,53.0,1.0,0.066667,30.0,11.0,30.0,0.0,4.0,1,0,0,0,15.0,2.064808481264788,19.76064381900777,0.06453883363752234,3.4339872044851463
M0250,Toko Busana Pak Surya,Fashion,clothing,retailer,Depok,Margonda,Ya,QRIS,2022-04-15,aktif,UMI,19935313.0,2.0,0.11818200000000001,0.0009601729618124495,0.0,7,67.0,1.0,0.059091000000000005,14.0,7.0,15.0,3.9,2.0,1,0,1,0,4.666666666666667,2.3610171593281755,16.808003289864917,0.11170415218161407,2.70805020110221
M0249,CV Adikara Distribusi Mandiri,Fashion,accessories,supplier,Bogor,Tanah Sareal,Ya,QRIS + EDC,2025-11-13,aktif,UKE,313231133.0,6.0,0.347439,0.0022419180869683044,0.012140575079872205,3,76.0,0.6666666666666666,0.0579065,26.0,13.0,25.0,0.0,2.0,0,0,0,1,3.7142857142857144,3.153555381882547,19.56245192327073,0.2982057537596447,3.295836866004329
M0248,Supplier Busana Kencana,Fashion,clothing,supplier,Depok,Margonda,Ya,QRIS + EDC,2025-12-17,aktif,UKE,1050674116.0,2.0,0.112873,0.0011638336876883834,0.003164217252396166,12,58.0,1.0,0.0564365,42.0,12.0,37.0,3.8,4.0,1,1,1,0,14.0,2.536734803865905,20.77269781130209,0.10694495976305424,3.7612001156935624
M0278,Gemilang Apparel Center,Fashion,footwear,retailer,Tangerang,BSD,Ya,QRIS,2024-01-17,aktif,UMI,61586804.0,1.0,0.050847,0.000537655497825351,0.0,12,58.0,0.0,0.050847,15.0,14.0,14.0,3.3,2.0,0,0,1,0,7.5,1.852627979458706,17.935958201013225,0.04959650565540632,2.772588722239781
M0277,Grosir Kain Gemilang,Fashion,accessories,supplier,Bekasi,Jababeka,Ya,QRIS,2021-10-12,aktif,UMI,19424718.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,18.0,16.0,3.0,5.0,0,1,1,0,0.0,0.0,16.782056988218887,0.0,0.0
M0308,PT Harmoni Mode Nusantara,Fashion,clothing,retailer,Tangerang,Gading Serpong,Ya,QRIS + EDC,2023-01-23,aktif,UME,2617778717.0,8.0,0.477192,0.0031120144026304435,0.024659424920127796,0,44.0,0.375,0.05964900000000001,46.0,10.0,33.0,3.9,3.0,0,1,1,1,5.111111111111111,3.4694833730754953,21.685591977561593,0.3901429883303743,3.8501476017100584
M0306,Prima Apparel House,Fashion,footwear,retailer,Jakarta,Senayan,Ya,QRIS + EDC,2023-12-10,aktif,UKE,323795754.0,2.0,0.14147300000000002,0.0012339391706991188,0.001901597444089457,14,29.0,0.5,0.07073650000000001,29.0,19.0,22.0,4.0,3.0,1,1,1,0,9.666666666666666,2.590721440271731,19.595623489177463,0.13231953361993243,3.4011973816621555
M0305,PT Jelita Busana Niaga Raya,Fashion,textile,retailer,Bogor,Cibinong,Ya,QRIS + EDC,2022-04-20,aktif,UME,2443682650.0,4.0,0.223006,0.0015442433497755421,0.011925878594249201,17,39.0,0.5,0.0557515,46.0,24.0,39.0,3.7,7.0,1,0,1,0,9.2,2.799865401651538,21.61677202162508,0.20131176266192993,3.8501476017100584
M0303,UD Sejahtera Garmen Sentosa,Fashion,textile,retailer,Depok,Margonda,Ya,QRIS + EDC,2022-03-27,aktif,UKE,562415605.0,2.0,0.130253,0.0009023405469205612,0.000270926517571885,7,67.0,0.5,0.0651265,24.0,10.0,22.0,4.0,3.0,0,1,1,0,8.0,2.304922905101138,20.147751647008878,0.12244150146908143,3.2188758248682006
