merchant_id,nama,kategori,sub_kategori,tipe,kota,kecamatan,is_nasabah_bni,produk_bni,tgl_registrasi,status,avg_omzet_bulanan,degree,weighted_degree,pagerank,betweenness,community_id,community_size,connected_bni_ratio,avg_neighbor_jaccard,n_customers,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating,is_hub,customer_density,log_pagerank,log_omzet,log_weighted_degree,log_n_customers,avg_amount_per_transactions,edc_ratio,qris_ratio
M0024,Kafe Pak Haji,F&B,cafe,retailer,Bogor,Unknown,Ya,QRIS,2019-11-05,aktif,18214465.0,7.0,0.374799,0.002240952998273136,0.024284959625688628,4,22.0,0.5714285714285714,0.053542714285714284,55.0,10.0,2.0,4.1,1.0,0,0,1,0,6.875,3.1531432036733826,16.717726671497672,0.3183075386147494,4.02535169073515,171061.01785714287,0.32142857,0.51785713
M0200,UD Supplier Pratama,F&B,warung,supplier,Tangerang,Alam Sutera,Ya,EDC,2025-08-28,aktif,117932591.0,4.0,0.219475,0.0016514096009443908,0.007315171182049153,13,36.0,0.75,0.054868749999999994,54.0,11.0,51.0,4.2,2.0,0,0,1,0,10.8,2.86300604295345,18.585623764964783,0.1984204382587038,4.007333185232471,460634.56363636366,0.12727273,0.2
M0534,Komputer Berkah,Electronics,computer,retailer,Jakarta,Senayan,Ya,EDC,2019-12-26,aktif,22077850.0,6.0,0.343463,0.0020674030342427686,0.007979272004628581,3,31.0,1.0,0.05724383333333333,52.0,17.0,30.0,0.0,2.0,0,1,0,0,7.428571428571429,3.076114785445735,16.910085446737952,0.29525060868673264,3.970291913552122,309938.2075471698,0.3962264,0.3962264
M0368,UD Sembako Lestari,Grocery,supermarket,supplier,Depok,Sawangan,Tidak,,,,297246976.0,9.0,0.486107,0.0023146693643367197,0.018237617286745653,6,29.0,0.7777777777777778,0.05401188888888889,101.0,10.0,76.0,4.3,1.0,0,1,1,1,10.1,3.184147461548323,19.51007392359279,0.3961599490868843,4.624972813284271,454655.25688073394,0.1559633,0.35779816
M0193,UD Supplier Nusantara,F&B,catering,supplier,Depok,Sawangan,Tidak,,,,349241771.0,6.0,0.33626,0.001978874894932492,0.010811762634266597,14,48.0,0.3333333333333333,0.056043333333333334,38.0,14.0,8.0,3.9,1.0,1,0,1,0,5.428571428571429,3.0344119244616508,19.67127499676871,0.28987466695867603,3.6635616461296463,453018.71794871794,0.25641027,0.25641027
M0181,RM Mbak Sri,F&B,cafe,retailer,Bekasi,Harapan Indah,Ya,"EDC, QRIS",2020-12-08,tidak aktif,115306068.0,4.0,0.215022,0.001518864821994173,0.0062183986114255525,7,40.0,0.5,0.0537555,48.0,9.0,11.0,4.6,1.0,0,0,1,0,9.6,2.784310269450218,18.563100620454204,0.19476218362446687,3.8918202981106265,136068.47916666666,0.41666666,0.4375
M0162,Resto Citra,F&B,warung,retailer,Jakarta,Unknown,Ya,EDC,2023-03-16,aktif,133335110.0,2.0,0.114327,0.0012089193507147317,0.0017709355268784746,12,67.0,1.0,0.0571635,52.0,18.0,30.0,0.0,2.0,0,0,0,0,17.333333333333332,2.5717869666522692,18.70837614881527,0.10825063523590223,3.970291913552122,123928.01785714286,0.30357143,0.58928573
M0439,Swalayan Sentosa,Grocery,toko_kelontong,retailer,Bogor,Tanah Sareal,Ya,QRIS,2024-10-22,aktif,14174509.0,4.0,0.212273,0.0016767274905186902,0.0038286418635071567,10,29.0,0.75,0.05306825,48.0,5.0,31.0,3.0,1.0,1,0,1,0,9.6,2.877358276731213,16.46695583907937,0.19249710980746024,3.8918202981106265,489130.5,0.4375,0.3125
M0440,UD Sembako Pratama,Grocery,minimarket,supplier,Jakarta,Menteng,Tidak,,,,281477153.0,6.0,0.349465,0.0024381723659450028,0.010660830629134909,7,40.0,1.0,0.05824416666666667,49.0,20.0,30.0,3.7,1.0,0,0,1,0,7.0,3.23402937406411,19.45556184416882,0.2997082176079122,3.912023005428146,469263.14,0.06,0.42
M0454,Unknown_M0454,Grocery,distributor,retailer,Bekasi,Harapan Indah,Ya,EDC,2023-02-25,aktif,103351035.0,3.0,0.172995,0.001020741809267703,0.002163358740220864,0,39.0,1.0,0.057665,57.0,10.0,36.0,3.3,3.0,0,0,1,0,14.25,2.4165758887608395,18.453641868231458,0.15956030708765856,4.060443010546419,165155.58620689655,0.29310346,0.6034483
M0055,Resto Purnama,F&B,catering,retailer,Depok,Cinere,Ya,EDC,2021-04-27,aktif,166066616.0,1.0,0.06,0.000657354792145039,0.0,13,36.0,1.0,0.06,41.0,5.0,35.0,3.5,1.0,1,0,1,0,20.5,2.024661639481976,18.927899573047522,0.058268908123975775,3.7376696182833684,180888.46341463414,0.2682927,0.6097561
M0600,Motor Harmoni,Automotive,dealer,retailer,Jakarta,Kemang,Tidak,,,,92209197.0,2.0,0.10994000000000001,0.0007286517210312888,0.00029683294342565343,8,53.0,1.0,0.054970000000000005,53.0,9.0,30.0,0.0,1.0,0,0,0,0,17.666666666666668,2.1146297614890845,18.339570444939273,0.1043059598092157,3.9889840465642745,161177.92592592593,0.33333334,0.4814815
M0379,PT Distribusi Citra,Grocery,minimarket,supplier,Bandung,Braga,Ya,"EDC, QRIS",2021-05-15,aktif,1696515615.0,6.0,0.32784,0.001994679687440723,0.00876411843131336,3,31.0,0.6666666666666666,0.05464,90.0,15.0,55.0,4.3,3.0,0,1,1,0,12.857142857142858,3.0419857408556505,21.251842346979675,0.2835535618680008,4.51085950651685,453875.2340425532,0.17021276,0.24468085
M0505,Gadget Pratama,Electronics,gadget,retailer,Bekasi,Harapan Indah,Tidak,,,,36558405.0,4.0,0.220964,0.0015294479491078658,0.00489522803310442,8,53.0,0.75,0.055241,43.0,14.0,29.0,5.0,1.0,1,1,1,0,8.6,2.790826368918258,17.414421704037373,0.19964071066442104,3.784189633918261,184297.06666666668,0.31111112,0.51111114
M0007,Dapur Mandiri,F&B,catering,retailer,Jakarta,Tebet,Ya,EDC,2020-10-28,aktif,271994263.0,3.0,0.178026,0.0016508070490590674,0.005992000603728021,13,36.0,0.3333333333333333,0.059342,64.0,14.0,6.0,0.0,1.0,0,1,0,0,16.0,2.862661945513751,19.421291535802617,0.16384015629312773,4.174387269895637,201487.3076923077,0.30769232,0.4923077
M0354,Toko Mas Bro,Grocery,toko_kelontong,retailer,Depok,Cinere,Tidak,,,,56857308.0,2.0,0.107143,0.0009291347071554478,0.0058460996654340555,12,67.0,0.5,0.0535715,53.0,12.0,36.0,0.0,1.0,1,0,0,0,17.666666666666668,2.33130345202177,17.856055336299683,0.10178282334219206,3.9889840465642745,199288.03636363638,0.38181818,0.45454547
M0288,Fashion Abadi,Fashion,footwear,retailer,Jakarta,Cempaka Putih,Tidak,,,,111494462.0,3.0,0.15000000000000002,0.0011747719907532904,0.006203305410912384,13,36.0,0.3333333333333333,0.05000000000000001,54.0,6.0,18.0,3.1,1.0,1,0,1,0,13.5,2.5453524248305714,18.529485488438564,0.1397619423751587,4.007333185232471,162797.33333333334,0.40350878,0.42105263
M0182,RM Sentosa,F&B,warung,retailer,Depok,Sawangan,Ya,"EDC, QRIS",2020-12-14,aktif,30357622.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,13.0,30.0,4.8,1.0,0,1,1,0,0.0,0.0,17.228558213618943,0.0,0.0,273091.1,0.25,0.53333336
M0103,Kedai Mulia,F&B,catering,retailer,Bekasi,Grand Galaxy,Tidak,,,,48233141.0,3.0,0.151724,0.0011836875277837697,0.00306391970417327,5,38.0,1.0,0.05057466666666668,51.0,4.0,17.0,3.9,1.0,0,1,1,0,12.75,2.5523219102214934,17.691556936097815,0.1412599502356945,3.9512437185814275,165017.5185185185,0.33333334,0.5
M0644,UD Oli Anugrah,Automotive,bengkel,supplier,Bandung,Setiabudhi,Ya,"EDC, QRIS",2019-11-25,aktif,88409115.0,3.0,0.181431,0.0013365083603756444,0.0027419314265590016,5,38.0,1.0,0.060477,61.0,9.0,66.0,0.0,2.0,0,1,0,0,15.25,2.664800512376478,18.29748564446309,0.16672641560090662,4.127134385045092,457531.375,0.171875,0.21875
M0056,Toko Grosir Mas Bro,F&B,restaurant,supplier,Depok,Margonda,Tidak,,,,619872329.0,6.0,0.317862,0.0017628240359124697,0.014142328880839182,11,31.0,0.6666666666666666,0.052976999999999996,97.0,20.0,18.0,3.4,1.0,0,1,1,0,13.857142857142858,2.924678728146436,20.245024095444272,0.276010726501342,4.584967478670572,484288.16161616164,0.1919192,0.26262626
M0375,Minimarket Sumber,Grocery,distributor,retailer,Depok,Cimanggis,Ya,QRIS,2023-03-09,aktif,455936549.0,3.0,0.16587000000000002,0.0011243034912863062,0.003129323573063668,1,28.0,1.0,0.055290000000000006,48.0,16.0,31.0,4.2,1.0,0,0,1,0,12.0,2.5049571967468696,19.93786421306029,0.15346758943127065,3.8918202981106265,185799.92156862744,0.33333334,0.5686275
M0484,Mart Berkah,Grocery,supermarket,retailer,Depok,Unknown,Tidak,,,,67777253.0,5.0,0.283145,0.0024464129333113243,0.017140844716122053,7,40.0,0.8,0.056629,35.0,6.0,11.0,0.0,2.0,0,1,0,0,5.833333333333333,3.237270769024121,18.0317372098967,0.24931409561551854,3.58351893845611,179836.6,0.34285715,0.54285717
M0604,Bengkel Makmur,Automotive,bengkel,retailer,Bandung,Braga,Ya,EDC,2025-09-21,aktif,222419116.0,7.0,0.382564,0.0025446643285726624,0.018423766759741403,12,67.0,0.7142857142857143,0.054652,51.0,20.0,34.0,0.0,2.0,0,0,0,0,6.375,3.2751292423387808,19.22007407438036,0.32393974629042616,3.9512437185814275,259269.88679245283,0.41509435,0.4716981
M0116,Dapur Anugrah,F&B,restaurant,retailer,Bekasi,Grand Galaxy,Tidak,,,,86132090.0,4.0,0.22101300000000001,0.0016894598835303315,0.005861192865947224,9,62.0,0.5,0.055253250000000004,47.0,10.0,22.0,0.0,1.0,0,0,0,0,9.4,2.884498926269213,18.27139261772598,0.19968084208253564,3.871201010907891,190208.47916666666,0.29166666,0.5
M0459,UD Sembako Mbak Sri,Grocery,distributor,supplier,Jakarta,Kelapa Gading,Ya,"EDC, QRIS",2021-03-08,aktif,188966546.0,6.0,0.332785,0.0014871474672952065,0.010152692878524891,16,46.0,0.6666666666666666,0.055464166666666675,87.0,15.0,34.0,4.1,1.0,0,1,1,0,12.428571428571429,2.7645234522725013,19.05708055735757,0.2872707378653081,4.477336814478207,533864.9120879121,0.16483517,0.2747253
M0196,Bakery Anugrah,F&B,catering,retailer,Tangerang,Alam Sutera,Ya,EDC,2023-01-24,aktif,92876911.0,2.0,0.107143,0.0008497374499563356,0.0023042286116771063,3,31.0,1.0,0.0535715,53.0,1.0,43.0,4.2,1.0,0,0,1,0,17.666666666666668,2.251015391942677,18.34678564760052,0.10178282334219206,3.9889840465642745,148902.32727272727,0.4,0.4
M0507,Toko IT Maju,Electronics,gadget,retailer,Bogor,Sentul,Ya,QRIS,2024-06-29,aktif,38526060.0,2.0,0.106893,0.0009782322038037377,0.000573541619500415,12,67.0,1.0,0.0534465,48.0,8.0,30.0,3.5,1.0,0,1,1,0,16.0,2.3779079447004228,17.4668454793493,0.10155699142160676,3.8918202981106265,151170.10416666666,0.41666666,0.41666666
M0657,UD Oli Kang Asep,Automotive,bengkel,supplier,Bandung,Buah Batu,Tidak,,,,297565055.0,1.0,0.058824,0.0006768846221443371,0.0,11,31.0,1.0,0.058824,31.0,18.0,75.0,3.6,3.0,0,1,1,0,15.5,2.0501216619048797,19.51114343467418,0.05715885828429429,3.4657359027997265,432250.28125,0.125,0.1875
M0295,UD Kain Makmur,Fashion,footwear,supplier,Depok,Sawangan,Ya,EDC,2023-05-24,aktif,391545540.0,3.0,0.18057499999999999,0.001469070696592613,0.001911805398334717,5,38.0,1.0,0.060191666666666664,41.0,13.0,29.0,5.0,5.0,0,0,1,0,10.25,2.7530686241062696,19.78561239102333,0.16600160792685778,3.7376696182833684,469878.61904761905,0.14285715,0.23809524
M0106,PT Distributor Karya,F&B,restaurant,supplier,Bandung,Buah Batu,Tidak,,,,406559434.0,2.0,0.127504,0.000994811509713043,0.0009257162981410208,14,48.0,1.0,0.063752,53.0,11.0,94.0,4.4,1.0,0,1,1,0,17.666666666666668,2.3931673041968304,19.823240687826388,0.12000634006024374,3.9889840465642745,504043.037037037,0.11111111,0.16666667
M0008,Kedai Nusantara,F&B,warung,retailer,Depok,Margonda,Tidak,,,,130997822.0,2.0,0.130827,0.0013238203589753742,0.0031595099740900057,8,53.0,0.5,0.0654135,52.0,3.0,12.0,4.0,2.0,1,0,1,0,17.333333333333332,2.655928745621012,18.69069126270673,0.12294922345355837,3.970291913552122,194732.4,0.38181818,0.5090909
M0654,UD Oli Pak Haji,Automotive,dealer,supplier,Depok,Cinere,Tidak,,,,121421591.0,3.0,0.185417,0.0017590692060694807,0.0016099413880713404,13,36.0,1.0,0.06180566666666667,34.0,8.0,28.0,4.9,1.0,0,0,1,0,8.5,2.922661028619488,18.61477927909436,0.17009461141943386,3.5553480614894135,473693.28571428574,0.2,0.17142858
M0208,Dapur Persada,F&B,warung,retailer,Bogor,Sentul,Tidak,,,,104260940.0,3.0,0.17486200000000002,0.001153946453574995,0.0012326113752421201,0,39.0,0.3333333333333333,0.05828733333333334,49.0,12.0,43.0,4.1,5.0,1,0,1,0,12.25,2.5288808337946733,18.462407362776645,0.16115069389019518,3.912023005428146,213239.14285714287,0.30612245,0.5102041
M0452,Minimarket Gemilang,Grocery,supermarket,retailer,Jakarta,Kemang,Ya,"EDC, QRIS",2025-06-25,aktif,155107361.0,5.0,0.290144,0.001696535394709179,0.0062435539456141675,6,29.0,0.8,0.058028800000000005,61.0,17.0,17.0,0.0,1.0,0,0,0,0,10.166666666666666,2.8884451224082373,18.859628093171157,0.2547538400506263,4.127134385045092,177144.45901639343,0.32786885,0.4918033
M0090,Toko Grosir Mbak Sri,F&B,restaurant,supplier,Bogor,Dramaga,Ya,EDC,2020-10-10,aktif,443679914.0,3.0,0.159995,0.0012406091280458586,0.00183130832893115,9,62.0,0.6666666666666666,0.053331666666666666,69.0,4.0,30.0,4.4,2.0,0,0,1,0,17.25,2.595709176838334,19.910613948252205,0.14841569476415611,4.248495242049359,465061.6111111111,0.16666667,0.2638889
M0530,Toko IT Bu Tini,Electronics,gadget,retailer,Depok,Sawangan,Ya,"EDC, QRIS",2020-03-17,aktif,29096109.0,2.0,0.114311,0.001053071139792021,0.0007043493572812115,7,40.0,0.5,0.0571555,49.0,2.0,22.0,4.8,5.0,0,0,1,0,16.333333333333332,2.4450140321105063,17.186115046230213,0.10823627669045853,3.912023005428146,138696.2,0.28,0.52
M0068,RM Persada,F&B,warung,retailer,Bogor,Bogor Tengah,Tidak,,,,162011780.0,1.0,0.05,0.0006198368263382913,0.0,7,40.0,1.0,0.05,51.0,14.0,6.0,4.4,2.0,0,1,1,0,25.5,1.9738543702518245,18.903179612774746,0.04879016416943201,3.9512437185814275,134833.71698113208,0.28301886,0.6603774
M0408,Mart Bersama,Grocery,toko_kelontong,retailer,Bekasi,Kemang Pratama,Ya,EDC,2024-12-26,aktif,57762969.0,5.0,0.272162,0.0019310975398191875,0.008205670012326114,12,67.0,0.6,0.054432400000000006,69.0,1.0,26.0,3.2,5.0,0,0,1,0,11.5,3.01116139995323,17.871858470894487,0.24071781529909242,4.248495242049359,196462.6338028169,0.35211268,0.45070422
M0653,Toko Sparepart Bu Tini,Automotive,dealer,retailer,Tangerang,Cipondoh,Ya,"EDC, QRIS",2022-04-25,aktif,51546773.0,3.0,0.172957,0.001254902372262968,0.0013986365808869772,7,40.0,0.3333333333333333,0.05765233333333333,54.0,20.0,21.0,3.9,1.0,0,0,1,0,13.5,2.6063144947395553,17.75800018644963,0.15952791085789483,4.007333185232471,187144.66666666666,0.42592594,0.537037
M0289,Fashion Berkah,Fashion,textile,retailer,Jakarta,Thamrin,Tidak,,,,84553301.0,4.0,0.242089,0.0015416284663461067,0.0036575855910245766,9,62.0,0.75,0.06052225,60.0,1.0,10.0,4.1,2.0,0,0,1,0,12.0,2.7982738094484576,18.252892686360592,0.21679463955906797,4.110873864173311,187962.09375,0.296875,0.40625
M0169,Bakery Buana,F&B,cafe,retailer,Bogor,Cibinong,Tidak,,,,52648625.0,1.0,0.051282,0.0006141608416841767,0.0,7,40.0,0.0,0.051282,47.0,20.0,13.0,0.0,3.0,1,0,0,0,23.5,1.9659380194475957,17.77915069933763,0.050010371794172385,3.871201010907891,176789.2857142857,0.36734694,0.3877551
M0022,UD Supplier Mas Bro,F&B,catering,supplier,Bekasi,Grand Galaxy,Ya,QRIS,2022-12-22,aktif,245640332.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,17.0,77.0,4.6,1.0,0,0,1,0,0.0,0.0,19.319378963066956,0.0,0.0,455272.375,0.0625,0.125
M0342,Outlet Maju,Fashion,clothing,retailer,Bandung,Buah Batu,Ya,QRIS,2019-12-02,aktif,81761619.0,6.0,0.351383,0.0022708083404248862,0.006037280205267527,12,67.0,0.5,0.058563833333333336,43.0,12.0,38.0,0.0,5.0,0,0,0,0,6.142857142857143,3.1658160618985187,18.219318498313392,0.3011285125096777,3.784189633918261,170441.62790697673,0.37209302,0.55813956
M0366,Minimarket Karya,Grocery,toko_kelontong,retailer,Depok,Margonda,Tidak,,,,45759115.0,10.0,0.544851,0.0031202760816491514,0.029723542877267126,9,62.0,0.7,0.05448510000000001,50.0,18.0,20.0,3.4,1.0,0,1,1,1,4.545454545454546,3.472052188517523,17.6389015866674,0.43492746556961065,3.9318256327243257,139348.8148148148,0.3148148,0.537037
M0301,Butik Barokah,Fashion,accessories,retailer,Bandung,Setiabudhi,Ya,EDC,2025-11-12,aktif,31136910.0,3.0,0.158491,0.001273027074593003,0.00183130832893115,5,38.0,0.6666666666666666,0.05283033333333333,48.0,18.0,23.0,4.2,1.0,0,0,1,0,12.0,2.619602938881162,17.253904522275707,0.14711829619373865,3.8918202981106265,126408.42857142857,0.4489796,0.46938777
M0606,Motor Sentosa,Automotive,accessories,retailer,Bandung,Cihampelas,Tidak,,,,355528591.0,4.0,0.209586,0.0013357408196894651,0.0038638593313712172,4,22.0,1.0,0.0523965,40.0,12.0,6.0,0.0,2.0,0,1,0,0,8.0,2.6642660596487855,19.689116231540254,0.1902781523020773,3.713572066704308,168365.09523809524,0.30952382,0.4047619
M0533,Toko IT Surya,Electronics,accessories,retailer,Tangerang,Alam Sutera,Ya,QRIS,2019-09-11,aktif,61868899.0,3.0,0.154861,0.0011129257802789882,0.0041154126732573645,2,31.0,1.0,0.05162033333333333,40.0,15.0,36.0,4.7,2.0,1,0,1,0,10.0,2.495620534174638,17.94052818813464,0.14397999041121107,3.713572066704308,193473.6511627907,0.44186047,0.39534885
M0334,PT Tekstil Mbak Sri,Fashion,accessories,supplier,Bogor,Bogor Tengah,Ya,QRIS,2022-08-01,aktif,171187607.0,8.0,0.459285,0.002685374737877878,0.019887807209518778,11,31.0,0.75,0.05741062500000001,70.0,13.0,69.0,4.6,1.0,0,1,1,1,7.777777777777778,3.326967513112454,18.958270635874555,0.37794658973789186,4.2626798770413155,448091.92957746476,0.1971831,0.18309858
M0270,Toko Baju Surya,Fashion,footwear,retailer,Bekasi,Grand Galaxy,Tidak,,,,73858859.0,1.0,0.051546,0.0006561884970830028,0.0,13,36.0,0.0,0.051546,51.0,2.0,1.0,3.6,2.0,1,0,1,0,25.5,2.0231204938785714,18.117666532663566,0.05026146223179925,3.9512437185814275,1129187.641509434,0.26415095,0.5471698
M0107,Kedai Barokah,F&B,warung,retailer,Bandung,Dago,Tidak,,,,358545924.0,4.0,0.225163,0.0016148265382911963,0.0029129876990415817,11,31.0,0.5,0.05629075,40.0,17.0,27.0,4.5,1.0,0,0,1,0,8.0,2.8418970246430346,19.697567313007244,0.20307389636932058,3.713572066704308,112085.5,0.425,0.425
M0296,Toko Baju Mulia,Fashion,textile,retailer,Tangerang,Cipondoh,Tidak,,,,71649473.0,4.0,0.24481,0.0014785741707579422,0.0030437954368223784,11,31.0,0.5,0.06120249999999999,47.0,4.0,4.0,3.4,2.0,0,0,1,0,9.4,2.7591071090327133,18.08729637096936,0.2189829078287455,3.871201010907891,156518.0,0.33333334,0.5625
M0429,Swalayan Nusantara,Grocery,supermarket,retailer,Bogor,Unknown,Ya,"EDC, QRIS",2020-04-14,aktif,170216555.0,1.0,0.05,0.0006543759009998101,0.0,10,29.0,1.0,0.05,41.0,12.0,30.0,4.6,2.0,1,0,1,0,20.5,2.020720600228937,18.952582043168295,0.04879016416943201,3.7376696182833684,121144.64285714286,0.26190478,0.54761904
M0052,UD Supplier Bersama,F&B,catering,supplier,Tangerang,BSD,Ya,EDC,2023-12-18,aktif,291107222.0,4.0,0.214329,0.0016127275281157274,0.007279953714185093,0,39.0,0.75,0.05358225,34.0,11.0,89.0,4.3,1.0,0,1,1,0,6.8,2.840672238456036,19.489202221187135,0.19419166086443967,3.5553480614894135,442306.19444444444,0.055555556,0.22222222
M0668,PT Otomotif Utama,Automotive,dealer,supplier,Bandung,Braga,Ya,EDC,2020-10-29,aktif,980128644.0,3.0,0.16353800000000002,0.0012016545574639057,0.004397152416169849,9,62.0,0.3333333333333333,0.054512666666666675,45.0,11.0,76.0,4.0,2.0,0,0,1,0,11.25,2.566221284729683,20.70319439142185,0.1514653633042335,3.828641396489095,503480.625,0.20833333,0.27083334
M0356,Mart Pak Haji,Grocery,toko_kelontong,retailer,Bogor,Sentul,Ya,EDC,2021-02-08,aktif,26634650.0,4.0,0.20822000000000002,0.0015590863316853952,0.0032047895756295124,13,36.0,0.5,0.052055000000000004,49.0,16.0,30.0,0.0,2.0,0,0,0,0,9.8,2.8088521412362244,17.097723595187507,0.18914820213623196,3.912023005428146,137973.40384615384,0.30769232,0.59615386
M0222,CV Konveksi Bang Jali,Fashion,textile,supplier,Bogor,Sentul,Ya,QRIS,2020-01-08,aktif,66067522.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,18.0,27.0,3.5,5.0,1,0,1,0,0.0,0.0,18.006187852762945,0.0,0.0,482571.2708333333,0.125,0.3125
M0552,Komputer Sukses,Electronics,gadget,retailer,Bogor,Bogor Tengah,Ya,QRIS,2019-05-31,aktif,57075784.0,3.0,0.158697,0.001118392223568971,0.003446280783840213,11,31.0,1.0,0.052899,50.0,19.0,7.0,4.1,1.0,0,1,1,0,12.5,2.500117233078214,17.859890504118226,0.1472960979090442,3.9318256327243257,661154.725490196,0.39215687,0.3529412
M0572,Toko IT Sukses,Electronics,accessories,retailer,Jakarta,Pluit,Ya,QRIS,2025-06-09,aktif,296866642.0,3.0,0.161996,0.001235407878863153,0.0029884537016074257,5,38.0,1.0,0.053998666666666674,46.0,18.0,32.0,3.0,1.0,0,0,1,0,11.5,2.5918218654206333,19.50879358246223,0.15013921608300287,3.8501476017100584,133823.45833333334,0.375,0.5416667
M0569,Gadget Jaya,Electronics,service,retailer,Bekasi,Jababeka,Ya,"EDC, QRIS",2019-01-17,aktif,12191959.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,20.0,30.0,0.0,1.0,0,0,0,0,0.0,0.0,16.31628727606329,0.0,0.0,110982.51923076923,0.25,0.5192308
M0228,Butik Sukses,Fashion,clothing,retailer,Bekasi,Summarecon,Ya,QRIS,2021-09-29,aktif,24891319.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,12.0,24.0,0.0,1.0,0,0,0,0,0.0,0.0,17.03002970628428,0.0,0.0,184553.66666666666,0.3809524,0.47619048
M0601,Auto Sumber,Automotive,dealer,retailer,Jakarta,Senayan,Ya,QRIS,2021-11-11,aktif,58632034.0,4.0,0.211565,0.0014902482716159875,0.008673559228234347,2,31.0,0.75,0.05289125,47.0,16.0,49.0,0.0,1.0,1,0,0,0,9.4,2.766475242707152,17.886791777531293,0.1919129123321043,3.871201010907891,343623.7021276596,0.27659574,0.5106383
M0322,Butik Jaya,Fashion,accessories,retailer,Bandung,Unknown,Tidak,,,,112182921.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,12.0,42.0,0.0,3.0,1,0,0,0,0.0,0.0,18.53564132912902,0.0,0.0,158060.2894736842,0.36842105,0.57894737
M0026,Dapur Bu Tini,F&B,bakery,retailer,Tangerang,Gading Serpong,Ya,"EDC, QRIS",2020-09-26,aktif,72553177.0,3.0,0.17043,0.0011660525062360144,0.001962116066711946,0,39.0,0.6666666666666666,0.056810000000000006,46.0,6.0,7.0,3.4,2.0,1,0,1,0,11.5,2.538488889976077,18.09983034060801,0.15737120265775104,3.8501476017100584,176614.27083333334,0.35416666,0.5
M0632,UD Oli Surya,Automotive,dealer,supplier,Depok,Cinere,Ya,QRIS,2022-02-23,aktif,1000374488.0,6.0,0.325677,0.0015456569434036727,0.00744597891982995,0,39.0,0.5,0.05427950000000001,90.0,11.0,52.0,3.3,1.0,0,1,1,0,12.857142857142858,2.800724755181524,20.723640255842906,0.28192327234728065,4.51085950651685,494030.5376344086,0.12903225,0.2580645
M0002,Toko Grosir Jaya,F&B,restaurant,supplier,Jakarta,Pluit,Ya,QRIS,2025-04-17,aktif,263453794.0,2.0,0.110714,0.0009625316570821714,0.0005131688174477398,7,40.0,1.0,0.055357,26.0,2.0,8.0,4.2,1.0,1,1,1,0,8.666666666666666,2.3632395092674887,19.389388559526257,0.10500305177522476,3.295836866004329,472592.44444444444,0.11111111,0.22222222
M0463,Swalayan Bu Tini,Grocery,distributor,retailer,Bogor,Bogor Tengah,Ya,QRIS,2024-09-04,aktif,34978601.0,3.0,0.178819,0.0015681329696219876,0.004160692274796871,2,31.0,0.3333333333333333,0.05960633333333334,55.0,19.0,49.0,3.7,1.0,0,0,1,0,13.75,2.8142901117520833,17.3702470610614,0.164513089837697,4.02535169073515,382978.1403508772,0.36842105,0.50877196
M0244,Fashion Citra,Fashion,textile,retailer,Tangerang,BSD,Ya,"EDC, QRIS",2022-05-13,aktif,143117950.0,1.0,0.050505,0.0015822784810126582,0.0,15,2.0,1.0,0.050505,57.0,13.0,11.0,4.3,5.0,0,1,1,0,28.5,2.8227342062462237,18.7791796804049,0.049271000929858505,4.060443010546419,177407.98305084746,0.37288135,0.3898305
M0583,CV Tech Supply Utama,Electronics,accessories,supplier,Jakarta,Pluit,Ya,"EDC, QRIS",2019-01-04,aktif,488195009.0,5.0,0.274814,0.0020703730258631527,0.012587729227982793,12,67.0,1.0,0.0549628,56.0,11.0,30.0,4.1,1.0,0,1,1,0,9.333333333333334,3.0774841470925,20.006225494650085,0.24280028561558287,4.04305126783455,489125.5438596491,0.19298245,0.2982456
M0392,Swalayan Mas Bro,Grocery,distributor,retailer,Bekasi,Summarecon,Ya,EDC,2019-09-17,aktif,67777253.0,3.0,0.15815,0.0012356946293042381,0.003154478907252283,5,38.0,1.0,0.05271666666666667,51.0,11.0,45.0,3.4,2.0,0,0,1,0,12.75,2.592036571102134,18.0317372098967,0.14682390444079743,3.9512437185814275,162554.9019607843,0.29411766,0.50980395
M0027,Resto Pratama,F&B,restaurant,retailer,Bekasi,Kemang Pratama,Ya,EDC,2019-08-21,aktif,23303305.0,5.0,0.291379,0.0018592708620438867,0.004955600835157095,9,62.0,0.6,0.0582758,60.0,20.0,5.0,4.2,1.0,0,0,1,0,10.0,2.9751574878626155,16.964105796882738,0.25571063965629837,4.110873864173311,137736.59016393442,0.39344263,0.4918033
M0476,PT Distribusi Prima,Grocery,supermarket,supplier,Tangerang,Cipondoh,Ya,QRIS,2024-08-08,tidak aktif,241111772.0,1.0,0.064935,0.0006422152134050142,0.0,1,28.0,0.0,0.064935,34.0,9.0,90.0,3.3,5.0,0,1,1,0,17.0,2.0044690601445985,19.300771172320083,0.06291376443495765,3.5553480614894135,490821.0588235294,0.29411766,0.14705883
