merchant_id,lama_beroperasi_tahun,jumlah_karyawan,rating_google,jumlah_outlet,has_website,has_social_media,has_rating
M0535,10.0,5.0,0.0,1.0,0,1,0
M0536,11.0,30.0,3.9,1.0,0,1,1
M0537,5.0,56.0,0.0,2.0,0,0,0
M0538,6.0,11.0,4.6,5.0,0,0,1
M0539,11.0,42.0,4.1,1.0,0,0,1
M0540,11.0,14.0,4.7,1.0,1,1,1
M0541,11.0,30.0,3.7,5.0,0,0,1
M0542,17.0,11.0,4.2,1.0,1,1,1
M0543,8.0,46.0,3.5,1.0,0,0,1
M0544,18.0,5.0,0.0,1.0,0,0,0
M0545,12.0,22.0,0.0,2.0,1,0,0
M0546,15.0,48.0,3.4,2.0,0,1,1
M0547,9.0,45.0,4.0,1.0,1,1,1
M0548,1.0,3.0,3.0,5.0,0,0,1
M0549,15.0,40.0,3.7,5.0,0,1,1
M0550,13.0,41.0,0.0,5.0,1,0,0
M0551,11.0,15.0,3.6,1.0,1,1,1
M0552,19.0,7.0,4.1,1.0,0,1,1
M0553,14.0,65.0,3.1,1.0,0,0,1
M0554,7.0,70.0,4.2,1.0,0,0,1
M0555,2.0,8.0,0.0,1.0,0,1,0
M0556,20.0,39.0,3.0,1.0,0,0,1
M0557,17.0,4.0,3.7,1.0,0,0,1
M0558,11.0,96.0,0.0,1.0,0,1,0
M0559,11.0,30.0,4.8,2.0,0,0,1
M0560,13.0,14.0,3.0,3.0,0,1,1
M0561,8.0,45.0,0.0,1.0,1,0,0
M0562,20.0,36.0,3.6,1.0,1,0,1
M0563,19.0,25.0,4.4,1.0,0,0,1
M0564,11.0,7.0,4.7,1.0,1,0,1
M0565,3.0,11.0,4.9,1.0,0,0,1
M0566,11.0,5.0,4.5,1.0,0,0,1
M0567,17.0,20.0,3.1,1.0,0,0,1
M0568,11.0,29.0,3.4,1.0,0,0,1
M0569,20.0,30.0,0.0,1.0,0,0,0
M0570,3.0,67.0,4.4,1.0,0,0,1
M0571,8.0,30.0,4.1,5.0,1,1,1
M0572,18.0,32.0,3.0,1.0,0,0,1
M0573,15.0,32.0,3.4,1.0,1,0,1
M0574,11.0,24.0,0.0,1.0,0,0,0
M0575,3.0,1.0,3.5,2.0,0,1,1
M0576,11.0,17.0,4.6,2.0,0,1,1
M0577,13.0,70.0,0.0,1.0,0,0,0
M0578,20.0,19.0,0.0,2.0,0,1,0
M0579,13.0,26.0,4.9,1.0,1,0,1
M0580,13.0,30.0,4.0,1.0,0,0,1
M0581,12.0,22.0,4.0,1.0,0,1,1
M0582,16.0,36.0,5.0,1.0,1,1,1
M0583,11.0,30.0,4.1,1.0,0,1,1
M0584,16.0,26.0,3.1,1.0,0,0,1
M0585,1.0,16.0,4.7,1.0,0,1,1
M0586,13.0,27.0,3.9,1.0,0,1,1
M0587,15.0,36.0,4.8,1.0,0,0,1
M0588,8.0,37.0,3.3,2.0,0,0,1
M0589,19.0,27.0,4.0,1.0,0,0,1
M0590,14.0,63.0,4.1,1.0,0,1,1
M0591,15.0,30.0,3.3,3.0,0,1,1
M0592,6.0,6.0,3.0,1.0,0,0,1
M0593,18.0,28.0,3.9,2.0,0,0,1
M0594,13.0,2.0,0.0,1.0,1,0,0
M0595,16.0,22.0,4.5,2.0,0,0,1
M0596,2.0,27.0,3.1,1.0,0,0,1
M0597,7.0,19.0,0.0,1.0,1,0,0
M0598,19.0,42.0,4.1,3.0,0,0,1
M0599,6.0,89.0,0.0,2.0,1,1,0
M0600,9.0,30.0,0.0,1.0,0,0,0
M0601,16.0,49.0,0.0,1.0,1,0,0
M0602,5.0,30.0,0.0,2.0,1,1,0
M0603,3.0,30.0,0.0,1.0,0,1,0
M0604,20.0,34.0,0.0,2.0,0,0,0
M0605,5.0,30.0,4.7,1.0,1,0,1
M0606,12.0,6.0,0.0,2.0,0,1,0
M0607,8.0,24.0,0.0,1.0,1,0,0
M0608,15.0,37.0,3.8,1.0,0,0,1
M0609,6.0,41.0,3.2,1.0,0,0,1
M0610,18.0,46.0,3.2,1.0,0,1,1
M0611,10.0,22.0,3.1,2.0,0,0,1
M0612,3.0,31.0,0.0,2.0,1,0,0
M0613,2.0,40.0,3.3,1.0,0,0,1
M0614,8.0,49.0,0.0,1.0,0,1,0
M0615,7.0,30.0,4.7,2.0,0,1,1
M0616,10.0,79.0,5.0,2.0,1,0,1
M0617,14.0,30.0,4.0,2.0,1,1,1
M0618,2.0,37.0,4.4,3.0,0,0,1
M0619,3.0,4.0,3.2,2.0,1,0,1
M0620,10.0,46.0,3.4,1.0,0,0,1
M0621,5.0,50.0,5.0,1.0,0,0,1
M0622,7.0,87.0,4.8,1.0,1,1,1
M0623,2.0,11.0,4.7,3.0,1,0,1
M0624,11.0,30.0,5.0,1.0,0,1,1
M0625,3.0,81.0,3.8,1.0,0,1,1
M0626,20.0,31.0,4.7,1.0,0,1,1
M0627,15.0,90.0,4.9,1.0,0,0,1
M0628,18.0,39.0,0.0,2.0,1,0,0
M0629,19.0,9.0,0.0,5.0,0,1,0
M0630,7.0,19.0,0.0,1.0,0,0,0
M0631,18.0,20.0,3.3,3.0,1,0,1
M0632,11.0,52.0,3.3,1.0,0,1,1
M0633,17.0,94.0,0.0,1.0,0,1,0
M0634,20.0,83.0,4.4,1.0,0,1,1
M0635,13.0,42.0,4.1,1.0,0,1,1
M0636,8.0,38.0,4.9,1.0,0,0,1
M0637,9.0,16.0,3.0,3.0,0,1,1
M0638,7.0,43.0,4.4,3.0,0,1,1
M0639,12.0,6.0,0.0,5.0,0,1,0
M0640,15.0,49.0,0.0,1.0,1,0,0
M0641,7.0,33.0,0.0,1.0,0,0,0
M0642,13.0,42.0,4.0,2.0,0,1,1
M0643,9.0,30.0,3.1,1.0,0,0,1
M0644,9.0,66.0,0.0,2.0,0,1,0
M0645,19.0,24.0,4.1,1.0,0,0,1
M0646,4.0,98.0,3.1,2.0,0,0,1
M0647,13.0,16.0,3.0,2.0,0,0,1
M0648,19.0,83.0,3.4,3.0,1,1,1
M0649,9.0,46.0,3.4,1.0,0,0,1
M0650,14.0,21.0,4.0,1.0,0,0,1
M0651,9.0,39.0,4.8,2.0,1,0,1
M0652,1.0,7.0,0.0,1.0,0,0,0
M0653,20.0,21.0,3.9,1.0,0,0,1
M0654,8.0,28.0,4.9,1.0,0,0,1
M0655,2.0,92.0,4.5,2.0,0,1,1
M0656,1.0,26.0,3.2,2.0,1,0,1
M0657,18.0,75.0,3.6,3.0,0,1,1
M0658,14.0,2.0,4.3,1.0,0,0,1
M0659,5.0,48.0,3.6,2.0,0,0,1
M0660,11.0,30.0,0.0,2.0,0,0,0
M0661,20.0,61.0,0.0,5.0,0,0,0
M0662,11.0,75.0,0.0,3.0,0,0,0
M0663,4.0,87.0,4.8,1.0,0,0,1
M0664,14.0,44.0,3.1,1.0,0,0,1
M0665,15.0,30.0,0.0,3.0,0,0,0
M0666,12.0,43.0,4.3,1.0,0,1,1
M0667,11.0,30.0,4.5,2.0,0,0,1
M0668,11.0,76.0,4.0,2.0,0,0,1
M0669,8.0,54.0,3.2,3.0,0,0,1
M0670,2.0,4.0,0.0,1.0,0,1,0
M0671,12.0,11.0,4.4,1.0,0,1,1
M0672,19.0,12.0,3.5,1.0,0,1,1
M0673,19.0,1.0,3.3,2.0,0,1,1
M0674,18.0,18.0,0.0,1.0,0,0,0
M0675,5.0,5.0,3.4,1.0,0,0,1
M0676,10.0,81.0,4.1,3.0,1,0,1
M0677,5.0,43.0,4.2,3.0,0,0,1
M0678,2.0,9.0,4.2,1.0,0,0,1
M0679,4.0,7.0,0.0,1.0,0,0,0
M0680,3.0,29.0,3.8,1.0,0,0,1
M0681,11.0,18.0,3.1,1.0,1,1,1
M0682,10.0,15.0,0.0,1.0,0,0,0
M0683,8.0,28.0,4.9,1.0,0,0,1
M0684,18.0,48.0,4.2,1.0,0,0,1
M0685,12.0,37.0,3.9,1.0,1,1,1
M0686,4.0,79.0,4.6,1.0,0,1,1
M0687,4.0,13.0,0.0,1.0,0,0,0
M0688,17.0,8.0,3.7,3.0,0,0,1
M0689,3.0,30.0,4.2,3.0,0,1,1
M0690,14.0,81.0,4.7,1.0,0,1,1
M0691,11.0,20.0,4.8,1.0,1,0,1
M0692,1.0,48.0,3.9,2.0,0,0,1
M0693,11.0,37.0,3.1,1.0,0,0,1
M0694,9.0,47.0,4.4,1.0,0,0,1
M0695,16.0,30.0,3.5,1.0,0,0,1
M0696,3.0,10.0,4.4,1.0,0,0,1
M0697,11.0,30.0,3.1,1.0,0,1,1
M0698,1.0,44.0,4.1,1.0,1,1,1
M0699,19.0,17.0,3.4,1.0,0,1,1
M0700,14.0,58.0,3.4,5.0,0,0,1
M0701,11.0,33.0,3.1,2.0,1,0,1
M0702,17.0,15.0,5.0,1.0,1,0,1
M0703,15.0,77.0,4.1,1.0,0,1,1
M0704,11.0,30.0,4.5,1.0,0,0,1
M0705,16.0,39.0,5.0,1.0,0,0,1
M0706,3.0,8.0,4.7,1.0,0,1,1
M0707,16.0,29.0,3.7,1.0,0,0,1
M0708,16.0,30.0,3.4,1.0,0,1,1
